"Time (s) 0pi lagt til venstre","Angle, Ch P2 (rad) 0pi lagt til venstre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til venstre"
21.140,0.861,-1.780
21.160,0.818,-2.330
21.180,0.767,-2.841
21.200,0.705,-3.325
21.220,0.633,-3.783
21.240,0.553,-4.176
21.260,0.465,-4.503
21.280,0.372,-4.778
21.300,0.273,-5.000
21.320,0.171,-5.184
21.340,0.066,-5.315
21.360,-0.042,-5.393
21.380,-0.151,-5.419
21.400,-0.259,-5.406
21.420,-0.368,-5.380
21.440,-0.474,-5.341
21.460,-0.581,-5.275
21.480,-0.686,-5.210
21.500,-0.789,-5.144
21.520,-0.892,-5.079
21.540,-0.993,-5.013
21.560,-1.092,-4.948
21.580,-1.191,-4.896
21.600,-1.288,-4.830
21.620,-1.384,-4.765
21.640,-1.478,-4.725
21.660,-1.572,-4.686
21.680,-1.667,-4.634
21.700,-1.758,-4.581
21.720,-1.849,-4.542
21.740,-1.940,-4.516
21.760,-2.029,-4.477
21.780,-2.119,-4.438
21.800,-2.207,-4.398
21.820,-2.295,-4.359
21.840,-2.381,-4.333
21.860,-2.468,-4.320
21.880,-2.554,-4.307
21.900,-2.641,-4.294
21.920,-2.725,-4.280
21.940,-2.812,-4.280
21.960,-2.897,-4.307
21.980,-2.983,-4.346
22.000,-3.071,-4.398
22.020,-3.159,-4.438
22.040,-3.248,-4.490
22.060,-3.338,-4.568
22.080,-3.431,-4.647
22.100,-3.525,-4.725
22.120,-3.619,-4.804
22.140,-3.717,-4.896
22.160,-3.815,-4.987
22.180,-3.916,-5.053
22.200,-4.018,-5.092
22.220,-4.120,-5.105
22.240,-4.222,-5.092
22.260,-4.324,-5.040
22.280,-4.425,-4.948
22.300,-4.522,-4.830
22.320,-4.618,-4.686
22.340,-4.711,-4.490
22.360,-4.799,-4.241
22.380,-4.880,-3.966
22.400,-4.957,-3.665
22.420,-5.028,-3.325
22.440,-5.091,-2.958
22.460,-5.146,-2.592
22.480,-5.195,-2.212
22.500,-5.235,-1.806
22.520,-5.267,-1.401
22.540,-5.290,-1.008
22.560,-5.308,-0.628
22.580,-5.316,-0.249
22.600,-5.317,0.131
22.620,-5.311,0.484
22.640,-5.297,0.838
22.660,-5.278,1.178
22.680,-5.250,1.518
22.700,-5.217,1.846
22.720,-5.176,2.160
22.740,-5.130,2.474
22.760,-5.077,2.775
22.780,-5.019,3.063
22.800,-4.954,3.325
22.820,-4.885,3.560
22.840,-4.811,3.757
22.860,-4.734,3.914
22.880,-4.654,4.045
22.900,-4.573,4.150
22.920,-4.488,4.228
22.940,-4.403,4.267
22.960,-4.317,4.267
22.980,-4.232,4.241
23.000,-4.147,4.189
23.020,-4.064,4.110
23.040,-3.982,4.006
23.060,-3.903,3.888
23.080,-3.826,3.757
23.100,-3.753,3.600
23.120,-3.682,3.430
23.140,-3.616,3.246
23.160,-3.552,3.050
23.180,-3.493,2.854
23.200,-3.438,2.644
23.220,-3.387,2.435
23.240,-3.341,2.199
23.260,-3.299,1.937
23.280,-3.263,1.662
23.300,-3.233,1.374
23.320,-3.208,1.073
23.340,-3.189,0.746
23.360,-3.178,0.380
23.380,-3.173,0.000
23.400,-3.178,-0.406
23.420,-3.189,-0.851
23.440,-3.211,-1.335
23.460,-3.242,-1.872
23.480,-3.285,-2.435
23.500,-3.340,-3.037
23.520,-3.405,-3.678
23.540,-3.486,-4.372
23.560,-3.580,-5.105
23.580,-3.690,-5.838
23.600,-3.814,-6.558
23.620,-3.952,-7.252
23.640,-4.104,-7.893
23.660,-4.269,-8.456
23.680,-4.444,-8.888
23.700,-4.628,-9.163
23.720,-4.813,-9.268
23.740,-5.000,-9.176
23.760,-5.184,-8.875
23.780,-5.358,-8.338
23.800,-5.520,-7.592
23.820,-5.664,-6.663
23.840,-5.788,-5.550
23.860,-5.889,-4.280
23.880,-5.961,-2.893
23.900,-6.005,-1.440
23.920,-6.019,0.052
23.940,-6.004,1.571
23.960,-5.956,3.089
23.980,-5.879,4.568
24.000,-5.773,5.969
24.020,-5.639,7.278
24.040,-5.481,8.456
24.060,-5.298,9.477
24.080,-5.099,10.302
24.100,-4.884,10.930
24.120,-4.659,11.375
24.140,-4.427,11.637
24.160,-4.191,11.729
24.180,-3.955,11.689
24.200,-3.723,11.558
24.220,-3.492,11.375
24.240,-3.267,11.166
24.260,-3.046,10.956
24.280,-2.829,10.786
24.300,-2.615,10.655
24.320,-2.403,10.590
24.340,-2.193,10.590
24.360,-1.981,10.668
24.380,-1.767,10.825
24.400,-1.549,11.035
24.420,-1.326,11.284
24.440,-1.098,11.532
24.460,-0.864,11.755
24.480,-0.627,11.899
24.500,-0.386,11.925
24.520,-0.148,11.807
24.540,0.088,11.506
24.560,0.316,10.996
24.580,0.531,10.236
24.600,0.729,9.242
24.620,0.903,8.037
24.640,1.052,6.663
24.660,1.172,5.144
24.680,1.260,3.495
24.700,1.313,1.780
24.720,1.330,0.052
24.740,1.315,-1.623
24.760,1.264,-3.233
24.780,1.184,-4.739
24.800,1.073,-6.100
24.820,0.938,-7.278
24.840,0.779,-8.260
24.860,0.605,-9.032
24.880,0.415,-9.582
24.900,0.218,-9.909
24.920,0.016,-10.014
24.940,-0.185,-9.922
24.960,-0.383,-9.647
24.980,-0.573,-9.255
25.000,-0.754,-8.757
25.020,-0.925,-8.181
25.040,-1.082,-7.540
25.060,-1.227,-6.885
25.080,-1.357,-6.244
25.100,-1.477,-5.603
25.120,-1.582,-4.974
25.140,-1.674,-4.359
25.160,-1.756,-3.783
25.180,-1.825,-3.233
25.200,-1.885,-2.723
25.220,-1.934,-2.238
25.240,-1.974,-1.780
25.260,-2.004,-1.361
25.280,-2.028,-0.969
25.300,-2.044,-0.615
25.320,-2.051,-0.288
25.340,-2.055,-0.013
25.360,-2.051,0.223
25.380,-2.045,0.432
25.400,-2.034,0.615
25.420,-2.020,0.772
25.440,-2.003,0.890
25.460,-1.984,0.982
25.480,-1.963,1.034
25.500,-1.942,1.060
25.520,-1.921,1.047
25.540,-1.899,1.008
25.560,-1.880,0.956
25.580,-1.861,0.877
25.600,-1.844,0.772
25.620,-1.830,0.615
25.640,-1.819,0.445
25.660,-1.813,0.275
25.680,-1.808,0.105
25.700,-1.808,-0.079
25.720,-1.811,-0.288
25.740,-1.819,-0.484
25.760,-1.832,-0.654
25.780,-1.846,-0.798
25.800,-1.863,-0.942
25.820,-1.883,-1.086
25.840,-1.907,-1.191
25.860,-1.932,-1.257
25.880,-1.957,-1.296
25.900,-1.984,-1.322
25.920,-2.011,-1.322
25.940,-2.037,-1.283
25.960,-2.062,-1.217
25.980,-2.086,-1.113
26.000,-2.108,-0.982
26.020,-2.125,-0.825
26.040,-2.141,-0.641
26.060,-2.152,-0.445
26.080,-2.158,-0.223
26.100,-2.161,0.000
26.120,-2.158,0.236
26.140,-2.152,0.497
26.160,-2.139,0.772
26.180,-2.121,1.060
26.200,-2.097,1.361
26.220,-2.067,1.676
26.240,-2.029,2.003
26.260,-1.987,2.343
26.280,-1.937,2.710
26.300,-1.879,3.102
26.320,-1.813,3.508
26.340,-1.739,3.914
26.360,-1.656,4.320
26.380,-1.566,4.739
26.400,-1.467,5.157
26.420,-1.359,5.576
26.440,-1.244,5.982
26.460,-1.120,6.362
26.480,-0.988,6.715
26.500,-0.851,7.016
26.520,-0.707,7.252
26.540,-0.559,7.409
26.560,-0.410,7.474
26.580,-0.259,7.435
26.600,-0.110,7.265
26.620,0.033,6.951
26.640,0.170,6.506
26.660,0.295,5.930
26.680,0.408,5.210
26.700,0.506,4.372
26.720,0.584,3.443
26.740,0.644,2.448
26.760,0.683,1.401
26.780,0.701,0.340
26.800,0.696,-0.681
26.820,0.672,-1.649
26.840,0.630,-2.553
26.860,0.569,-3.364
26.880,0.493,-4.058
26.900,0.405,-4.634
26.920,0.306,-5.092
26.940,0.199,-5.406
26.960,0.088,-5.576
26.980,-0.025,-5.616
27.000,-0.138,-5.524
27.020,-0.248,-5.315
27.040,-0.352,-5.000
27.060,-0.449,-4.608
27.080,-0.537,-4.136
27.100,-0.616,-3.600
27.120,-0.682,-3.024
27.140,-0.737,-2.409
27.160,-0.779,-1.767
27.180,-0.807,-1.100
27.200,-0.823,-0.432
27.220,-0.825,0.223
27.240,-0.814,0.864
27.260,-0.790,1.505
27.280,-0.754,2.134
27.300,-0.704,2.736
27.320,-0.644,3.312
27.340,-0.572,3.862
27.360,-0.489,4.372
27.380,-0.396,4.804
27.400,-0.295,5.157
27.420,-0.188,5.432
27.440,-0.077,5.616
27.460,0.038,5.694
27.480,0.152,5.642
27.500,0.265,5.445
27.520,0.372,5.118
27.540,0.471,4.660
27.560,0.561,4.084
27.580,0.636,3.377
27.600,0.697,2.553
27.620,0.740,1.649
27.640,0.763,0.694
27.660,0.768,-0.288
27.680,0.752,-1.296
27.700,0.716,-2.317
27.720,0.660,-3.299
27.740,0.583,-4.215
27.760,0.490,-5.053
27.780,0.380,-5.799
27.800,0.256,-6.440
27.820,0.121,-6.938
27.840,-0.024,-7.304
27.860,-0.173,-7.540
27.880,-0.327,-7.658
27.900,-0.481,-7.658
27.920,-0.635,-7.540
27.940,-0.784,-7.317
27.960,-0.928,-7.016
27.980,-1.065,-6.676
28.000,-1.195,-6.309
28.020,-1.318,-5.917
28.040,-1.433,-5.485
28.060,-1.538,-5.053
28.080,-1.634,-4.621
28.100,-1.723,-4.189
28.120,-1.802,-3.757
28.140,-1.872,-3.338
28.160,-1.935,-2.945
28.180,-1.990,-2.553
28.200,-2.037,-2.160
28.220,-2.077,-1.767
28.240,-2.108,-1.388
28.260,-2.132,-1.034
28.280,-2.149,-0.694
28.300,-2.160,-0.367
28.320,-2.163,-0.039
28.340,-2.161,0.262
28.360,-2.152,0.537
28.380,-2.139,0.798
28.400,-2.121,1.047
28.420,-2.097,1.296
28.440,-2.069,1.505
28.460,-2.036,1.689
28.480,-2.001,1.872
28.500,-1.962,2.055
28.520,-1.918,2.212
28.540,-1.872,2.343
28.560,-1.825,2.474
28.580,-1.773,2.592
28.600,-1.720,2.683
28.620,-1.667,2.749
28.640,-1.610,2.801
28.660,-1.554,2.827
28.680,-1.497,2.827
28.700,-1.440,2.827
28.720,-1.384,2.814
28.740,-1.327,2.775
28.760,-1.272,2.710
28.780,-1.219,2.631
28.800,-1.167,2.566
28.820,-1.117,2.526
28.840,-1.067,2.500
28.860,-1.016,2.474
28.880,-0.968,2.461
28.900,-0.919,2.474
28.920,-0.869,2.526
28.940,-0.818,2.618
28.960,-0.765,2.736
28.980,-0.708,2.880
29.000,-0.650,3.037
29.020,-0.587,3.220
29.040,-0.522,3.430
29.060,-0.451,3.652
29.080,-0.375,3.888
29.100,-0.295,4.110
29.120,-0.210,4.320
29.140,-0.123,4.503
29.160,-0.030,4.660
29.180,0.064,4.778
29.200,0.162,4.843
29.220,0.259,4.843
29.240,0.357,4.778
29.260,0.451,4.634
29.280,0.543,4.411
29.300,0.628,4.110
29.320,0.708,3.718
29.340,0.779,3.246
29.360,0.839,2.697
29.380,0.888,2.094
29.400,0.924,1.440
29.420,0.946,0.746
29.440,0.953,0.039
29.460,0.947,-0.668
29.480,0.927,-1.388
29.500,0.892,-2.107
29.520,0.842,-2.814
29.540,0.779,-3.482
29.560,0.702,-4.097
29.580,0.614,-4.673
29.600,0.515,-5.197
29.620,0.405,-5.655
29.640,0.287,-6.034
29.660,0.163,-6.349
29.680,0.033,-6.610
29.700,-0.102,-6.794
29.720,-0.240,-6.912
29.740,-0.379,-6.977
29.760,-0.520,-7.003
29.780,-0.660,-6.990
29.800,-0.800,-6.951
29.820,-0.938,-6.912
29.840,-1.076,-6.859
29.860,-1.213,-6.794
29.880,-1.348,-6.728
29.900,-1.481,-6.676
29.920,-1.615,-6.637
29.940,-1.747,-6.624
29.960,-1.879,-6.637
29.980,-2.012,-6.663
30.000,-2.146,-6.702
30.020,-2.279,-6.768
30.040,-2.416,-6.859
30.060,-2.554,-6.964
30.080,-2.694,-7.095
30.100,-2.837,-7.265
30.120,-2.985,-7.448
30.140,-3.135,-7.631
30.160,-3.289,-7.828
30.180,-3.448,-8.024
30.200,-3.611,-8.181
30.220,-3.776,-8.286
30.240,-3.943,-8.338
30.260,-4.111,-8.325
30.280,-4.277,-8.207
30.300,-4.441,-7.972
30.320,-4.598,-7.605
30.340,-4.747,-7.108
30.360,-4.884,-6.493
30.380,-5.008,-5.760
30.400,-5.116,-4.935
30.420,-5.206,-4.019
30.440,-5.278,-3.037
30.460,-5.328,-2.029
30.480,-5.358,-1.008
30.500,-5.369,-0.013
30.520,-5.358,0.956
30.540,-5.330,1.859
30.560,-5.283,2.670
30.580,-5.221,3.377
30.600,-5.146,3.966
30.620,-5.061,4.438
30.640,-4.967,4.791
30.660,-4.868,5.013
30.680,-4.764,5.079
30.700,-4.662,5.000
30.720,-4.563,4.804
30.740,-4.469,4.503
30.760,-4.381,4.097
30.780,-4.304,3.587
30.800,-4.236,3.011
30.820,-4.183,2.382
30.840,-4.141,1.715
30.860,-4.114,1.047
30.880,-4.100,0.380
30.900,-4.098,-0.262
30.920,-4.111,-0.890
30.940,-4.134,-1.479
30.960,-4.170,-2.016
30.980,-4.216,-2.487
31.000,-4.271,-2.867
31.020,-4.332,-3.181
31.040,-4.398,-3.416
31.060,-4.470,-3.574
31.080,-4.543,-3.626
31.100,-4.617,-3.574
31.120,-4.687,-3.430
31.140,-4.755,-3.181
31.160,-4.816,-2.841
31.180,-4.869,-2.409
31.200,-4.913,-1.911
31.220,-4.946,-1.348
31.240,-4.968,-0.746
31.260,-4.976,-0.118
31.280,-4.973,0.524
31.300,-4.956,1.165
31.320,-4.926,1.793
31.340,-4.884,2.382
31.360,-4.830,2.932
31.380,-4.766,3.430
31.400,-4.692,3.862
31.420,-4.610,4.215
31.440,-4.522,4.490
31.460,-4.430,4.686
31.480,-4.334,4.791
31.500,-4.236,4.817
31.520,-4.141,4.765
31.540,-4.045,4.621
31.560,-3.954,4.398
31.580,-3.869,4.110
31.600,-3.789,3.783
31.620,-3.717,3.390
31.640,-3.652,2.932
31.660,-3.599,2.435
31.680,-3.555,1.898
31.700,-3.522,1.322
31.720,-3.501,0.707
31.740,-3.493,0.079
31.760,-3.498,-0.576
31.780,-3.515,-1.257
31.800,-3.548,-1.963
31.820,-3.594,-2.697
31.840,-3.655,-3.456
31.860,-3.732,-4.228
31.880,-3.825,-4.974
31.900,-3.932,-5.694
31.920,-4.053,-6.362
31.940,-4.188,-6.951
31.960,-4.332,-7.435
31.980,-4.486,-7.789
32.000,-4.646,-7.998
32.020,-4.808,-8.037
32.040,-4.970,-7.893
32.060,-5.127,-7.553
32.080,-5.275,-7.016
32.100,-5.410,-6.296
32.120,-5.529,-5.393
32.140,-5.628,-4.333
32.160,-5.704,-3.155
32.180,-5.755,-1.898
32.200,-5.781,-0.576
32.220,-5.779,0.772
32.240,-5.749,2.121
32.260,-5.694,3.443
32.280,-5.611,4.725
32.300,-5.504,5.930
32.320,-5.372,7.003
32.340,-5.221,7.933
32.360,-5.053,8.705
32.380,-4.871,9.333
32.400,-4.678,9.804
32.420,-4.477,10.105
32.440,-4.271,10.236
32.460,-4.065,10.236
32.480,-3.861,10.132
32.500,-3.658,9.961
32.520,-3.462,9.739
32.540,-3.269,9.477
32.560,-3.082,9.215
32.580,-2.901,8.967
32.600,-2.724,8.757
32.620,-2.551,8.587
32.640,-2.381,8.456
32.660,-2.213,8.364
32.680,-2.047,8.312
32.700,-1.882,8.299
32.720,-1.715,8.325
32.740,-1.549,8.378
32.760,-1.381,8.456
32.780,-1.211,8.548
32.800,-1.038,8.613
32.820,-0.866,8.639
32.840,-0.693,8.600
32.860,-0.520,8.495
32.880,-0.352,8.299
32.900,-0.187,8.011
32.920,-0.030,7.618
32.940,0.119,7.108
32.960,0.256,6.493
32.980,0.380,5.760
33.000,0.489,4.948
33.020,0.578,4.058
33.040,0.652,3.129
33.060,0.704,2.173
33.080,0.738,1.217
33.100,0.752,0.301
33.120,0.749,-0.589
33.140,0.729,-1.414
33.160,0.691,-2.160
33.180,0.641,-2.801
33.200,0.578,-3.325
33.220,0.506,-3.744
33.240,0.427,-4.058
33.260,0.342,-4.267
33.280,0.254,-4.372
33.300,0.167,-4.359
33.320,0.079,-4.228
33.340,-0.005,-3.992
33.360,-0.082,-3.678
33.380,-0.152,-3.312
33.400,-0.215,-2.893
33.420,-0.269,-2.422
33.440,-0.313,-1.911
33.460,-0.346,-1.374
33.480,-0.368,-0.838
33.500,-0.379,-0.314
33.520,-0.380,0.196
33.540,-0.371,0.681
33.560,-0.352,1.126
33.580,-0.325,1.532
33.600,-0.291,1.898
33.620,-0.248,2.225
33.640,-0.201,2.500
33.660,-0.148,2.710
33.680,-0.091,2.841
33.700,-0.033,2.880
33.720,0.025,2.841
33.740,0.082,2.723
33.760,0.135,2.526
33.780,0.184,2.238
33.800,0.226,1.872
33.820,0.259,1.440
33.840,0.284,0.942
33.860,0.298,0.393
33.880,0.300,-0.183
33.900,0.291,-0.759
33.920,0.270,-1.348
33.940,0.237,-1.937
33.960,0.192,-2.487
33.980,0.137,-2.985
34.000,0.072,-3.443
34.020,-0.002,-3.848
34.040,-0.083,-4.163
34.060,-0.170,-4.385
34.080,-0.259,-4.516
34.100,-0.352,-4.568
34.120,-0.443,-4.529
34.140,-0.534,-4.398
34.160,-0.620,-4.189
34.180,-0.702,-3.914
34.200,-0.778,-3.587
34.220,-0.847,-3.194
34.240,-0.906,-2.749
34.260,-0.957,-2.265
34.280,-0.997,-1.767
34.300,-1.027,-1.244
34.320,-1.048,-0.694
34.340,-1.056,-0.118
34.360,-1.052,0.484
34.380,-1.037,1.086
34.400,-1.008,1.689
34.420,-0.969,2.291
34.440,-0.917,2.906
34.460,-0.853,3.534
34.480,-0.776,4.150
34.500,-0.686,4.739
34.520,-0.586,5.301
34.540,-0.474,5.838
34.560,-0.352,6.309
34.580,-0.220,6.689
34.600,-0.083,6.977
34.620,0.060,7.160
34.640,0.206,7.199
34.660,0.350,7.069
34.680,0.490,6.781
34.700,0.624,6.336
34.720,0.746,5.720
34.740,0.855,4.948
34.760,0.946,4.045
34.780,1.018,3.024
34.800,1.068,1.911
34.820,1.095,0.720
34.840,1.098,-0.511
34.860,1.074,-1.754
34.880,1.027,-2.985
34.900,0.955,-4.176
34.920,0.859,-5.315
34.940,0.741,-6.362
34.960,0.603,-7.291
34.980,0.448,-8.103
35.000,0.278,-8.783
35.020,0.094,-9.307
35.040,-0.097,-9.660
35.060,-0.294,-9.857
35.080,-0.493,-9.935
35.100,-0.693,-9.909
35.120,-0.891,-9.804
35.140,-1.085,-9.634
35.160,-1.277,-9.425
35.180,-1.462,-9.202
35.200,-1.645,-8.993
35.220,-1.822,-8.810
35.240,-1.996,-8.652
35.260,-2.168,-8.548
35.280,-2.337,-8.482
35.300,-2.507,-8.469
35.320,-2.675,-8.495
35.340,-2.846,-8.561
35.360,-3.018,-8.652
35.380,-3.192,-8.770
35.400,-3.368,-8.914
35.420,-3.548,-9.045
35.440,-3.731,-9.137
35.460,-3.914,-9.163
35.480,-4.098,-9.124
35.500,-4.280,-8.980
35.520,-4.459,-8.718
35.540,-4.631,-8.325
35.560,-4.794,-7.789
35.580,-4.945,-7.121
35.600,-5.080,-6.336
35.620,-5.199,-5.445
35.640,-5.300,-4.464
35.660,-5.378,-3.403
35.680,-5.437,-2.317
35.700,-5.471,-1.217
35.720,-5.485,-0.118
35.740,-5.476,0.929
35.760,-5.446,1.898
35.780,-5.399,2.775
35.800,-5.334,3.560
35.820,-5.254,4.228
35.840,-5.163,4.752
35.860,-5.063,5.144
35.880,-4.956,5.393
35.900,-4.844,5.472
35.920,-4.734,5.406
35.940,-4.628,5.210
35.960,-4.524,4.909
35.980,-4.430,4.490
36.000,-4.343,3.979
36.020,-4.269,3.403
36.040,-4.207,2.775
36.060,-4.158,2.121
36.080,-4.122,1.440
36.100,-4.100,0.772
36.120,-4.092,0.131
36.140,-4.095,-0.471
36.160,-4.111,-1.021
36.180,-4.137,-1.518
36.200,-4.172,-1.963
36.220,-4.216,-2.343
36.240,-4.268,-2.657
36.260,-4.323,-2.880
36.280,-4.384,-3.024
36.300,-4.445,-3.102
36.320,-4.508,-3.089
36.340,-4.571,-2.985
36.360,-4.629,-2.788
36.380,-4.683,-2.513
36.400,-4.731,-2.173
36.420,-4.771,-1.767
36.440,-4.802,-1.309
36.460,-4.824,-0.825
36.480,-4.835,-0.301
36.500,-4.836,0.236
36.520,-4.825,0.772
36.540,-4.805,1.296
36.560,-4.774,1.780
36.580,-4.733,2.238
36.600,-4.684,2.657
36.620,-4.626,3.024
36.640,-4.562,3.325
36.660,-4.492,3.547
36.680,-4.419,3.704
36.700,-4.343,3.796
36.720,-4.266,3.809
36.740,-4.189,3.757
36.760,-4.115,3.626
36.780,-4.043,3.416
36.800,-3.977,3.129
36.820,-3.918,2.775
36.840,-3.866,2.395
36.860,-3.822,1.963
36.880,-3.786,1.466
36.900,-3.762,0.916
36.920,-3.749,0.340
36.940,-3.748,-0.262
36.960,-3.759,-0.903
36.980,-3.784,-1.571
37.000,-3.822,-2.238
37.020,-3.874,-2.906
37.040,-3.938,-3.587
37.060,-4.017,-4.267
37.080,-4.109,-4.909
37.100,-4.214,-5.485
37.120,-4.329,-5.995
37.140,-4.455,-6.427
37.160,-4.588,-6.741
37.180,-4.727,-6.912
37.200,-4.866,-6.925
37.220,-5.006,-6.768
37.240,-5.140,-6.427
37.260,-5.265,-5.917
37.280,-5.378,-5.262
37.300,-5.477,-4.464
37.320,-5.559,-3.534
37.340,-5.620,-2.487
37.360,-5.660,-1.361
37.380,-5.675,-0.183
37.400,-5.667,1.021
37.420,-5.634,2.225
37.440,-5.578,3.403
37.460,-5.498,4.529
37.480,-5.396,5.589
37.500,-5.273,6.545
37.520,-5.132,7.370
37.540,-4.976,8.050
37.560,-4.808,8.587
37.580,-4.631,8.993
37.600,-4.447,9.255
37.620,-4.258,9.372
37.640,-4.070,9.372
37.660,-3.883,9.281
37.680,-3.698,9.111
37.700,-3.517,8.888
37.720,-3.343,8.652
37.740,-3.171,8.417
37.760,-3.005,8.181
37.780,-2.845,7.959
37.800,-2.688,7.762
37.820,-2.534,7.592
37.840,-2.384,7.461
37.860,-2.237,7.370
37.880,-2.089,7.317
37.900,-1.945,7.291
37.920,-1.799,7.291
37.940,-1.652,7.330
37.960,-1.506,7.383
37.980,-1.357,7.435
38.000,-1.208,7.474
38.020,-1.059,7.487
38.040,-0.908,7.487
38.060,-0.759,7.448
38.080,-0.609,7.357
38.100,-0.463,7.199
38.120,-0.320,6.964
38.140,-0.184,6.650
38.160,-0.053,6.257
38.180,0.068,5.786
38.200,0.179,5.236
38.220,0.278,4.634
38.240,0.364,3.979
38.260,0.438,3.299
38.280,0.496,2.592
38.300,0.542,1.872
38.320,0.572,1.152
38.340,0.587,0.458
38.360,0.589,-0.170
38.380,0.580,-0.733
38.400,0.559,-1.244
38.420,0.529,-1.702
38.440,0.490,-2.081
38.460,0.445,-2.369
38.480,0.394,-2.566
38.500,0.341,-2.697
38.520,0.286,-2.762
38.540,0.229,-2.749
38.560,0.174,-2.657
38.580,0.123,-2.487
38.600,0.074,-2.265
38.620,0.031,-2.003
38.640,-0.006,-1.715
38.660,-0.038,-1.401
38.680,-0.063,-1.060
38.700,-0.080,-0.720
38.720,-0.091,-0.380
38.740,-0.096,-0.052
38.760,-0.093,0.262
38.780,-0.085,0.550
38.800,-0.071,0.798
38.820,-0.052,0.995
38.840,-0.030,1.139
38.860,-0.006,1.230
38.880,0.020,1.283
38.900,0.046,1.283
38.920,0.072,1.217
38.940,0.096,1.086
38.960,0.116,0.890
38.980,0.132,0.654
39.000,0.143,0.380
39.020,0.148,0.052
39.040,0.146,-0.314
39.060,0.135,-0.694
39.080,0.118,-1.086
39.100,0.093,-1.492
39.120,0.058,-1.911
39.140,0.016,-2.304
39.160,-0.035,-2.657
39.180,-0.091,-2.971
39.200,-0.154,-3.246
39.220,-0.221,-3.469
39.240,-0.294,-3.626
39.260,-0.368,-3.704
39.280,-0.443,-3.718
39.300,-0.517,-3.678
39.320,-0.591,-3.574
39.340,-0.661,-3.403
39.360,-0.727,-3.168
39.380,-0.789,-2.880
39.400,-0.844,-2.539
39.420,-0.891,-2.160
39.440,-0.930,-1.741
39.460,-0.961,-1.283
39.480,-0.982,-0.785
39.500,-0.993,-0.262
39.520,-0.993,0.275
39.540,-0.982,0.825
39.560,-0.960,1.388
39.580,-0.927,1.963
39.600,-0.881,2.553
39.620,-0.825,3.155
39.640,-0.756,3.757
39.660,-0.674,4.346
39.680,-0.581,4.909
39.700,-0.478,5.432
39.720,-0.363,5.917
39.740,-0.240,6.336
39.760,-0.108,6.676
39.780,0.028,6.912
39.800,0.170,7.003
39.820,0.311,6.964
39.840,0.449,6.768
39.860,0.584,6.414
39.880,0.708,5.904
39.900,0.822,5.236
39.920,0.920,4.438
39.940,1.001,3.508
39.960,1.062,2.474
39.980,1.101,1.361
40.000,1.117,0.183
40.020,1.109,-1.021
40.040,1.076,-2.238
40.060,1.019,-3.430
40.080,0.938,-4.568
40.100,0.836,-5.642
40.120,0.712,-6.624
40.140,0.569,-7.501
40.160,0.410,-8.247
40.180,0.237,-8.875
40.200,0.053,-9.359
40.220,-0.140,-9.700
40.240,-0.336,-9.896
40.260,-0.537,-9.975
40.280,-0.737,-9.961
40.300,-0.936,-9.870
40.320,-1.133,-9.739
40.340,-1.326,-9.569
40.360,-1.516,-9.399
40.380,-1.701,-9.255
40.400,-1.885,-9.137
40.420,-2.067,-9.058
40.440,-2.246,-9.032
40.460,-2.427,-9.058
40.480,-2.609,-9.137
40.500,-2.791,-9.242
40.520,-2.978,-9.399
40.540,-3.167,-9.582
40.560,-3.362,-9.765
40.580,-3.558,-9.948
40.600,-3.759,-10.079
40.620,-3.963,-10.145
40.640,-4.166,-10.092
40.660,-4.368,-9.922
40.680,-4.565,-9.608
40.700,-4.755,-9.124
40.720,-4.932,-8.482
40.740,-5.096,-7.684
40.760,-5.242,-6.741
40.780,-5.367,-5.642
40.800,-5.470,-4.438
40.820,-5.545,-3.168
40.840,-5.597,-1.859
40.860,-5.620,-0.550
40.880,-5.617,0.733
40.900,-5.590,1.963
40.920,-5.539,3.115
40.940,-5.463,4.163
40.960,-5.371,5.079
40.980,-5.259,5.851
41.000,-5.133,6.453
41.020,-4.998,6.859
41.040,-4.857,7.108
41.060,-4.712,7.199
41.080,-4.566,7.108
41.100,-4.425,6.846
41.120,-4.291,6.440
41.140,-4.166,5.930
41.160,-4.053,5.328
41.180,-3.952,4.634
41.200,-3.866,3.888
41.220,-3.797,3.089
41.240,-3.742,2.265
41.260,-3.706,1.427
41.280,-3.685,0.589
41.300,-3.682,-0.209
41.320,-3.695,-0.982
41.340,-3.721,-1.728
41.360,-3.764,-2.435
41.380,-3.820,-3.089
41.400,-3.888,-3.678
41.420,-3.968,-4.189
41.440,-4.057,-4.621
41.460,-4.153,-4.961
41.480,-4.257,-5.210
41.500,-4.364,-5.354
41.520,-4.472,-5.380
41.540,-4.580,-5.288
41.560,-4.686,-5.079
41.580,-4.785,-4.739
41.600,-4.877,-4.280
41.620,-4.957,-3.718
41.640,-5.027,-3.050
41.660,-5.082,-2.304
41.680,-5.119,-1.492
41.700,-5.141,-0.654
41.720,-5.146,0.183
41.740,-5.133,1.021
41.760,-5.105,1.833
41.780,-5.060,2.605
41.800,-5.000,3.325
41.820,-4.926,3.979
41.840,-4.840,4.542
41.860,-4.742,4.987
41.880,-4.639,5.328
41.900,-4.529,5.576
41.920,-4.414,5.720
41.940,-4.298,5.733
41.960,-4.183,5.642
41.980,-4.072,5.472
42.000,-3.963,5.223
42.020,-3.861,4.883
