"Time (s) 0pi lagt til venstre","Angle, Ch P2 (rad) 0pi lagt til venstre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til venstre"
1903.880,-0.262,-4.608
1903.900,-0.353,-4.346
1903.920,-0.438,-3.992
1903.940,-0.514,-3.560
1903.960,-0.581,-3.076
1903.980,-0.638,-2.553
1904.000,-0.683,-1.990
1904.020,-0.718,-1.388
1904.040,-0.740,-0.759
1904.060,-0.748,-0.118
1904.080,-0.745,0.511
1904.100,-0.727,1.139
1904.120,-0.699,1.780
1904.140,-0.657,2.409
1904.160,-0.602,3.011
1904.180,-0.536,3.560
1904.200,-0.459,4.071
1904.220,-0.372,4.542
1904.240,-0.276,4.948
1904.260,-0.173,5.288
1904.280,-0.064,5.511
1904.300,0.050,5.603
1904.320,0.162,5.576
1904.340,0.273,5.432
1904.360,0.382,5.171
1904.380,0.482,4.765
1904.400,0.573,4.228
1904.420,0.653,3.587
1904.440,0.718,2.841
1904.460,0.768,2.016
1904.480,0.800,1.126
1904.500,0.814,0.183
1904.520,0.807,-0.785
1904.540,0.782,-1.780
1904.560,0.737,-2.762
1904.580,0.671,-3.718
1904.600,0.587,-4.608
1904.620,0.485,-5.432
1904.640,0.369,-6.192
1904.660,0.237,-6.820
1904.680,0.093,-7.291
1904.700,-0.057,-7.618
1904.720,-0.212,-7.867
1904.740,-0.372,-8.037
1904.760,-0.536,-8.077
1904.780,-0.697,-7.998
1904.800,-0.856,-7.841
1904.820,-1.012,-7.631
1904.840,-1.162,-7.370
1904.860,-1.307,-7.095
1904.880,-1.445,-6.820
1904.900,-1.580,-6.545
1904.920,-1.707,-6.270
1904.940,-1.830,-5.917
1904.960,-1.948,-5.380
1904.980,-2.050,-4.503
1905.000,-2.133,-3.809
1905.020,-2.185,-3.835
1905.040,-2.270,-4.411
1905.060,-2.373,-4.961
1905.080,-2.474,-5.066
1905.100,-2.576,-5.000
1905.120,-2.675,-4.935
1905.140,-2.772,-4.896
1905.160,-2.870,-4.922
1905.180,-2.969,-4.974
1905.200,-3.069,-5.027
1905.220,-3.170,-5.092
1905.240,-3.272,-5.184
1905.260,-3.377,-5.288
1905.280,-3.484,-5.380
1905.300,-3.592,-5.459
1905.320,-3.702,-5.537
1905.340,-3.814,-5.616
1905.360,-3.927,-5.681
1905.380,-4.042,-5.720
1905.400,-4.156,-5.720
1905.420,-4.271,-5.668
1905.440,-4.384,-5.576
1905.460,-4.494,-5.432
1905.480,-4.602,-5.223
1905.500,-4.705,-4.935
1905.520,-4.800,-4.581
1905.540,-4.888,-4.202
1905.560,-4.968,-3.783
1905.580,-5.041,-3.325
1905.600,-5.102,-2.827
1905.620,-5.154,-2.317
1905.640,-5.195,-1.806
1905.660,-5.226,-1.296
1905.680,-5.246,-0.812
1905.700,-5.257,-0.340
1905.720,-5.261,0.118
1905.740,-5.253,0.550
1905.760,-5.237,0.956
1905.780,-5.215,1.335
1905.800,-5.184,1.702
1905.820,-5.146,2.042
1905.840,-5.102,2.343
1905.860,-5.052,2.618
1905.880,-4.997,2.867
1905.900,-4.937,3.089
1905.920,-4.873,3.299
1905.940,-4.805,3.482
1905.960,-4.733,3.626
1905.980,-4.659,3.718
1906.000,-4.584,3.770
1906.020,-4.508,3.809
1906.040,-4.431,3.835
1906.060,-4.354,3.822
1906.080,-4.277,3.770
1906.100,-4.203,3.691
1906.120,-4.130,3.600
1906.140,-4.059,3.495
1906.160,-3.990,3.364
1906.180,-3.924,3.207
1906.200,-3.861,3.037
1906.220,-3.803,2.867
1906.240,-3.746,2.683
1906.260,-3.695,2.487
1906.280,-3.647,2.265
1906.300,-3.603,2.042
1906.320,-3.566,1.806
1906.340,-3.531,1.558
1906.360,-3.503,1.309
1906.380,-3.479,1.060
1906.400,-3.460,0.798
1906.420,-3.446,0.497
1906.440,-3.440,0.170
1906.460,-3.440,-0.157
1906.480,-3.446,-0.484
1906.500,-3.459,-0.838
1906.520,-3.479,-1.230
1906.540,-3.508,-1.662
1906.560,-3.545,-2.107
1906.580,-3.592,-2.579
1906.600,-3.647,-3.076
1906.620,-3.715,-3.600
1906.640,-3.792,-4.150
1906.660,-3.880,-4.686
1906.680,-3.980,-5.210
1906.700,-4.089,-5.681
1906.720,-4.208,-6.113
1906.740,-4.334,-6.493
1906.760,-4.469,-6.794
1906.780,-4.607,-7.003
1906.800,-4.750,-7.082
1906.820,-4.893,-7.042
1906.840,-5.033,-6.846
1906.860,-5.169,-6.506
1906.880,-5.295,-6.008
1906.900,-5.411,-5.367
1906.920,-5.512,-4.608
1906.940,-5.597,-3.718
1906.960,-5.663,-2.723
1906.980,-5.707,-1.623
1907.000,-5.729,-0.471
1907.020,-5.726,0.707
1907.040,-5.700,1.885
1907.060,-5.650,3.037
1907.080,-5.578,4.163
1907.100,-5.484,5.236
1907.120,-5.367,6.231
1907.140,-5.232,7.108
1907.160,-5.082,7.854
1907.180,-4.917,8.456
1907.200,-4.741,8.940
1907.220,-4.558,9.281
1907.240,-4.367,9.464
1907.260,-4.177,9.503
1907.280,-3.987,9.438
1907.300,-3.798,9.320
1907.320,-3.613,9.111
1907.340,-3.432,8.836
1907.360,-3.259,8.535
1907.380,-3.091,8.247
1907.400,-2.930,7.998
1907.420,-2.772,7.789
1907.440,-2.619,7.645
1907.460,-2.468,7.566
1907.480,-2.317,7.540
1907.500,-2.166,7.474
1907.520,-2.015,7.082
1907.540,-1.872,6.401
1907.560,-1.761,6.192
1907.580,-1.652,6.859
1907.600,-1.492,7.998
1907.620,-1.318,8.823
1907.640,-1.136,9.163
1907.660,-0.950,9.386
1907.680,-0.760,9.556
1907.700,-0.567,9.647
1907.720,-0.372,9.621
1907.740,-0.181,9.451
1907.760,0.008,9.150
1907.780,0.187,8.692
1907.800,0.358,8.037
1907.820,0.512,7.199
1907.840,0.647,6.192
1907.860,0.762,5.066
1907.880,0.851,3.835
1907.900,0.916,2.526
1907.920,0.953,1.178
1907.940,0.963,-0.170
1907.960,0.946,-1.479
1907.980,0.903,-2.736
1908.000,0.836,-3.901
1908.020,0.745,-4.935
1908.040,0.636,-5.812
1908.060,0.511,-6.532
1908.080,0.372,-7.108
1908.100,0.225,-7.448
1908.120,0.069,-7.592
1908.140,-0.080,-7.592
1908.160,-0.234,-7.474
1908.180,-0.383,-7.252
1908.200,-0.525,-6.885
1908.220,-0.660,-6.414
1908.240,-0.784,-5.838
1908.260,-0.894,-5.197
1908.280,-0.991,-4.555
1908.300,-1.076,-3.862
1908.320,-1.148,-3.076
1908.340,-1.200,-2.225
1908.360,-1.236,-1.440
1908.380,-1.255,-0.798
1908.400,-1.266,-0.262
1908.420,-1.266,0.236
1908.440,-1.257,0.785
1908.460,-1.236,1.374
1908.480,-1.202,1.990
1908.500,-1.156,2.526
1908.520,-1.098,2.958
1908.540,-1.037,3.312
1908.560,-0.966,3.770
1908.580,-0.891,4.411
1908.600,-0.792,5.118
1908.620,-0.682,5.720
1908.640,-0.561,6.113
1908.660,-0.435,6.401
1908.680,-0.305,6.610
1908.700,-0.170,6.728
1908.720,-0.033,6.689
1908.740,0.101,6.480
1908.760,0.228,6.126
1908.780,0.347,5.655
1908.800,0.456,5.040
1908.820,0.551,4.267
1908.840,0.628,3.364
1908.860,0.686,2.382
1908.880,0.724,1.348
1908.900,0.741,0.262
1908.920,0.735,-0.838
1908.940,0.707,-1.911
1908.960,0.658,-2.932
1908.980,0.589,-3.901
1909.000,0.501,-4.778
1909.020,0.396,-5.537
1909.040,0.278,-6.178
1909.060,0.148,-6.650
1909.080,0.008,-6.964
1909.100,-0.132,-7.134
1909.120,-0.278,-7.199
1909.140,-0.423,-7.147
1909.160,-0.565,-6.964
1909.180,-0.702,-6.689
1909.200,-0.834,-6.322
1909.220,-0.957,-5.890
1909.240,-1.070,-5.393
1909.260,-1.173,-4.869
1909.280,-1.264,-4.333
1909.300,-1.346,-3.770
1909.320,-1.417,-3.194
1909.340,-1.473,-2.539
1909.360,-1.521,-1.728
1909.380,-1.547,-1.008
1909.400,-1.550,-0.563
1909.420,-1.565,-0.275
1909.440,-1.571,0.131
1909.460,-1.560,0.759
1909.480,-1.539,1.322
1909.500,-1.505,1.780
1909.520,-1.467,2.225
1909.540,-1.418,2.697
1909.560,-1.359,3.011
1909.580,-1.290,3.259
1909.600,-1.235,3.665
1909.620,-1.151,4.228
1909.640,-1.057,4.909
1909.660,-0.960,5.524
1909.680,-0.837,6.165
1909.700,-0.708,6.702
1909.720,-0.569,7.069
1909.740,-0.424,7.370
1909.760,-0.273,7.566
1909.780,-0.119,7.631
1909.800,0.035,7.501
1909.820,0.184,7.199
1909.840,0.324,6.741
1909.860,0.456,6.139
1909.880,0.572,5.367
1909.900,0.672,4.451
1909.920,0.751,3.416
1909.940,0.811,2.291
1909.960,0.844,1.113
1909.980,0.855,-0.092
1910.000,0.840,-1.283
1910.020,0.803,-2.474
1910.040,0.741,-3.600
1910.060,0.657,-4.634
1910.080,0.554,-5.550
1910.100,0.434,-6.336
1910.120,0.298,-6.990
1910.140,0.152,-7.435
1910.160,-0.003,-7.710
1910.180,-0.157,-7.854
1910.200,-0.317,-7.893
1910.220,-0.476,-7.802
1910.240,-0.631,-7.566
1910.260,-0.779,-7.226
1910.280,-0.922,-6.807
1910.300,-1.052,-6.336
1910.320,-1.175,-5.825
1910.340,-1.286,-5.301
1910.360,-1.387,-4.752
1910.380,-1.477,-4.176
1910.400,-1.555,-3.430
1910.420,-1.619,-2.553
1910.440,-1.656,-1.911
1910.460,-1.682,-1.623
1910.480,-1.722,-1.401
1910.500,-1.748,-0.982
1910.520,-1.758,-0.445
1910.540,-1.764,-0.039
1910.560,-1.759,0.262
1910.580,-1.751,0.550
1910.600,-1.739,0.864
1910.620,-1.718,1.270
1910.640,-1.689,1.689
1910.660,-1.649,1.990
1910.680,-1.605,2.186
1910.700,-1.563,2.343
1910.720,-1.513,2.356
1910.740,-1.461,2.539
1910.760,-1.425,3.142
1910.780,-1.346,4.084
1910.800,-1.250,4.935
1910.820,-1.145,5.393
1910.840,-1.034,5.720
1910.860,-0.916,5.982
1910.880,-0.793,6.192
1910.900,-0.668,6.349
1910.920,-0.539,6.440
1910.940,-0.408,6.427
1910.960,-0.280,6.296
1910.980,-0.156,6.074
1911.000,-0.036,5.760
1911.020,0.077,5.341
1911.040,0.179,4.778
1911.060,0.270,4.110
1911.080,0.344,3.364
1911.100,0.405,2.566
1911.120,0.448,1.728
1911.140,0.474,0.864
1911.160,0.482,0.013
1911.180,0.474,-0.812
1911.200,0.449,-1.584
1911.220,0.410,-2.278
1911.240,0.357,-2.880
1911.260,0.294,-3.390
1911.280,0.220,-3.809
1911.300,0.140,-4.110
1911.320,0.053,-4.267
1911.340,-0.033,-4.307
1911.360,-0.119,-4.241
1911.380,-0.204,-4.097
1911.400,-0.284,-3.875
1911.420,-0.360,-3.574
1911.440,-0.429,-3.194
1911.460,-0.489,-2.736
1911.480,-0.539,-2.225
1911.500,-0.578,-1.676
1911.520,-0.606,-1.100
1911.540,-0.622,-0.511
1911.560,-0.627,0.092
1911.580,-0.619,0.707
1911.600,-0.598,1.322
1911.620,-0.565,1.911
1911.640,-0.522,2.461
1911.660,-0.467,2.985
1911.680,-0.402,3.495
1911.700,-0.327,3.966
1911.720,-0.242,4.372
1911.740,-0.151,4.699
1911.760,-0.053,4.961
1911.780,0.049,5.131
1911.800,0.154,5.171
1911.820,0.258,5.013
1911.840,0.358,4.712
1911.860,0.446,4.346
1911.880,0.531,3.927
1911.900,0.606,3.416
1911.920,0.669,2.762
1911.940,0.718,2.029
1911.960,0.751,1.217
1911.980,0.768,0.340
1912.000,0.765,-0.576
1912.020,0.745,-1.492
1912.040,0.705,-2.395
1912.060,0.649,-3.299
1912.080,0.573,-4.163
1912.100,0.481,-4.961
1912.120,0.374,-5.681
1912.140,0.253,-6.309
1912.160,0.119,-6.807
1912.180,-0.022,-7.186
1912.200,-0.168,-7.474
1912.220,-0.322,-7.671
1912.240,-0.478,-7.749
1912.260,-0.633,-7.723
1912.280,-0.787,-7.631
1912.300,-0.939,-7.461
1912.320,-1.087,-7.226
1912.340,-1.228,-6.964
1912.360,-1.365,-6.689
1912.380,-1.497,-6.401
1912.400,-1.621,-6.100
1912.420,-1.740,-5.825
1912.440,-1.854,-5.576
1912.460,-1.963,-5.079
1912.480,-2.067,-4.411
1912.500,-2.136,-3.822
1912.520,-2.210,-3.521
1912.540,-2.279,-3.678
1912.560,-2.347,-4.045
1912.580,-2.441,-4.438
1912.600,-2.534,-4.595
1912.620,-2.625,-4.542
1912.640,-2.714,-4.516
1912.660,-2.805,-4.529
1912.680,-2.895,-4.568
1912.700,-2.988,-4.608
1912.720,-3.080,-4.647
1912.740,-3.173,-4.699
1912.760,-3.267,-4.791
1912.780,-3.365,-4.896
1912.800,-3.464,-5.000
1912.820,-3.564,-5.092
1912.840,-3.668,-5.184
1912.860,-3.771,-5.275
1912.880,-3.878,-5.367
1912.900,-3.987,-5.459
1912.920,-4.097,-5.537
1912.940,-4.208,-5.576
1912.960,-4.321,-5.563
1912.980,-4.431,-5.498
1913.000,-4.541,-5.380
1913.020,-4.648,-5.184
1913.040,-4.750,-4.909
1913.060,-4.844,-4.595
1913.080,-4.934,-4.254
1913.100,-5.016,-3.875
1913.120,-5.089,-3.443
1913.140,-5.154,-2.971
1913.160,-5.209,-2.461
1913.180,-5.253,-1.937
1913.200,-5.286,-1.427
1913.220,-5.309,-0.929
1913.240,-5.323,-0.419
1913.260,-5.327,0.105
1913.280,-5.319,0.615
1913.300,-5.301,1.113
1913.320,-5.275,1.597
1913.340,-5.237,2.055
1913.360,-5.191,2.487
1913.380,-5.138,2.893
1913.400,-5.075,3.272
1913.420,-5.006,3.613
1913.440,-4.931,3.901
1913.460,-4.849,4.150
1913.480,-4.764,4.359
1913.500,-4.675,4.516
1913.520,-4.582,4.621
1913.540,-4.489,4.673
1913.560,-4.395,4.686
1913.580,-4.301,4.660
1913.600,-4.208,4.595
1913.620,-4.117,4.490
1913.640,-4.028,4.359
1913.660,-3.943,4.189
1913.680,-3.859,3.992
1913.700,-3.782,3.783
1913.720,-3.709,3.574
1913.740,-3.640,3.364
1913.760,-3.574,3.129
1913.780,-3.514,2.880
1913.800,-3.459,2.631
1913.820,-3.409,2.382
1913.840,-3.363,2.121
1913.860,-3.324,1.846
1913.880,-3.289,1.558
1913.900,-3.261,1.270
1913.920,-3.239,0.969
1913.940,-3.222,0.654
1913.960,-3.212,0.327
1913.980,-3.209,0.000
1914.000,-3.212,-0.340
1914.020,-3.222,-0.720
1914.040,-3.241,-1.126
1914.060,-3.267,-1.571
1914.080,-3.302,-2.042
1914.100,-3.349,-2.566
1914.120,-3.404,-3.129
1914.140,-3.473,-3.718
1914.160,-3.553,-4.333
1914.180,-3.646,-4.948
1914.200,-3.751,-5.563
1914.220,-3.869,-6.152
1914.240,-3.998,-6.715
1914.260,-4.137,-7.239
1914.280,-4.288,-7.710
1914.300,-4.447,-8.077
1914.320,-4.613,-8.299
1914.340,-4.782,-8.364
1914.360,-4.950,-8.260
1914.380,-5.115,-7.985
1914.400,-5.272,-7.527
1914.420,-5.418,-6.885
1914.440,-5.550,-6.074
1914.460,-5.663,-5.092
1914.480,-5.755,-3.979
1914.500,-5.823,-2.762
1914.520,-5.867,-1.479
1914.540,-5.883,-0.144
1914.560,-5.873,1.217
1914.580,-5.834,2.579
1914.600,-5.770,3.927
1914.620,-5.677,5.197
1914.640,-5.559,6.375
1914.660,-5.421,7.435
1914.680,-5.261,8.404
1914.700,-5.083,9.242
1914.720,-4.888,9.883
1914.740,-4.684,10.315
1914.760,-4.474,10.551
1914.780,-4.260,10.655
1914.800,-4.046,10.642
1914.820,-3.833,10.537
1914.840,-3.624,10.341
1914.860,-3.418,10.053
1914.880,-3.220,9.726
1914.900,-3.030,9.412
1914.920,-2.845,9.176
1914.940,-2.664,9.019
1914.960,-2.485,8.954
1914.980,-2.308,8.927
1915.000,-2.127,8.823
1915.020,-1.951,8.417
1915.040,-1.783,7.841
1915.060,-1.641,7.854
1915.080,-1.495,8.679
1915.100,-1.296,9.817
1915.120,-1.087,10.564
1915.140,-0.872,10.878
1915.160,-0.652,11.113
1915.180,-0.426,11.257
1915.200,-0.199,11.218
1915.220,0.027,10.969
1915.240,0.242,10.511
1915.260,0.449,9.857
1915.280,0.639,9.006
1915.300,0.812,7.933
1915.320,0.960,6.676
1915.340,1.081,5.249
1915.360,1.172,3.691
1915.380,1.230,2.042
1915.400,1.253,0.353
1915.420,1.244,-1.309
1915.440,1.200,-2.919
1915.460,1.126,-4.451
1915.480,1.021,-5.851
1915.500,0.889,-7.095
1915.520,0.735,-8.142
1915.540,0.561,-9.006
1915.560,0.372,-9.621
1915.580,0.171,-9.961
1915.600,-0.030,-10.092
1915.620,-0.232,-10.066
1915.640,-0.435,-9.922
1915.660,-0.631,-9.621
1915.680,-0.822,-9.189
1915.700,-1.001,-8.666
1915.720,-1.169,-8.063
1915.740,-1.324,-7.357
1915.760,-1.466,-6.571
1915.780,-1.587,-5.760
1915.800,-1.695,-5.092
1915.820,-1.786,-4.621
1915.840,-1.877,-4.346
1915.860,-1.959,-4.136
1915.880,-2.044,-3.966
1915.900,-2.116,-3.875
1915.920,-2.196,-3.796
1915.940,-2.271,-3.704
1915.960,-2.344,-3.534
1915.980,-2.413,-3.377
1916.000,-2.479,-3.233
1916.020,-2.542,-3.115
1916.040,-2.603,-3.050
1916.060,-2.663,-3.024
1916.080,-2.724,-3.050
1916.100,-2.783,-3.129
1916.120,-2.848,-3.246
1916.140,-2.914,-3.416
1916.160,-2.983,-3.626
1916.180,-3.058,-3.901
1916.200,-3.138,-4.241
1916.220,-3.226,-4.634
1916.240,-3.324,-5.053
1916.260,-3.429,-5.472
1916.280,-3.542,-5.917
1916.300,-3.665,-6.401
1916.320,-3.798,-6.898
1916.340,-3.941,-7.396
1916.360,-4.093,-7.880
1916.380,-4.257,-8.312
1916.400,-4.428,-8.639
1916.420,-4.604,-8.836
1916.440,-4.783,-8.888
1916.460,-4.962,-8.770
1916.480,-5.137,-8.482
1916.500,-5.303,-8.024
1916.520,-5.460,-7.396
1916.540,-5.601,-6.597
1916.560,-5.726,-5.642
1916.580,-5.829,-4.568
1916.600,-5.909,-3.390
1916.620,-5.966,-2.121
1916.640,-5.996,-0.785
1916.660,-5.997,0.602
1916.680,-5.972,1.990
1916.700,-5.917,3.364
1916.720,-5.837,4.686
1916.740,-5.729,5.943
1916.760,-5.598,7.108
1916.780,-5.443,8.155
1916.800,-5.270,9.124
1916.820,-5.078,9.935
1916.840,-4.868,10.524
1916.860,-4.653,10.839
1916.880,-4.433,10.956
1916.900,-4.213,10.982
1916.920,-3.993,10.930
1916.940,-3.775,10.812
1916.960,-3.559,10.616
1916.980,-3.349,10.328
1917.000,-3.145,10.001
1917.020,-2.950,9.713
1917.040,-2.758,9.503
1917.060,-2.570,9.412
1917.080,-2.384,9.386
1917.100,-2.194,9.399
1917.120,-2.007,9.320
1917.140,-1.819,8.862
1917.160,-1.641,8.731
1917.180,-1.497,9.045
1917.200,-1.282,9.844
1917.220,-1.093,10.721
1917.240,-0.864,11.349
1917.260,-0.628,11.938
1917.280,-0.385,12.161
1917.300,-0.140,12.252
1917.320,0.107,12.095
1917.340,0.350,11.663
1917.360,0.576,10.956
1917.380,0.790,10.014
1917.400,0.982,8.862
1917.420,1.147,7.474
1917.440,1.283,5.904
1917.460,1.385,4.163
1917.480,1.451,2.317
1917.500,1.478,0.419
1917.520,1.469,-1.479
1917.540,1.418,-3.338
1917.560,1.334,-5.118
1917.580,1.213,-6.768
1917.600,1.060,-8.273
1917.620,0.880,-9.569
1917.640,0.674,-10.616
1917.660,0.451,-11.388
1917.680,0.215,-11.899
1917.700,-0.028,-12.174
1917.720,-0.275,-12.239
1917.740,-0.520,-12.108
1917.760,-0.762,-11.846
1917.780,-0.994,-11.493
1917.800,-1.222,-11.048
1917.820,-1.439,-10.537
1917.840,-1.643,-9.922
1917.860,-1.838,-8.914
1917.880,-2.014,-8.090
1917.900,-2.138,-7.906
1917.920,-2.314,-8.378
1917.940,-2.487,-8.940
1917.960,-2.670,-9.098
1917.980,-2.854,-9.215
1918.000,-3.038,-9.281
1918.020,-3.225,-9.359
1918.040,-3.413,-9.425
1918.060,-3.602,-9.464
1918.080,-3.792,-9.477
1918.100,-3.982,-9.425
1918.120,-4.170,-9.281
1918.140,-4.354,-9.032
1918.160,-4.533,-8.652
1918.180,-4.703,-8.129
1918.200,-4.860,-7.461
1918.220,-5.003,-6.663
1918.240,-5.129,-5.747
1918.260,-5.234,-4.739
1918.280,-5.319,-3.665
1918.300,-5.382,-2.553
1918.320,-5.421,-1.427
1918.340,-5.438,-0.327
1918.360,-5.433,0.720
1918.380,-5.408,1.689
1918.400,-5.364,2.566
1918.420,-5.305,3.351
1918.440,-5.229,4.019
1918.460,-5.141,4.555
1918.480,-5.045,4.948
1918.500,-4.942,5.197
1918.520,-4.835,5.288
1918.540,-4.728,5.236
1918.560,-4.624,5.053
1918.580,-4.524,4.752
1918.600,-4.433,4.359
1918.620,-4.350,3.914
1918.640,-4.276,3.416
1918.660,-4.211,2.854
1918.680,-4.161,2.251
1918.700,-4.122,1.636
1918.720,-4.095,1.047
1918.740,-4.081,0.484
1918.760,-4.076,-0.026
1918.780,-4.083,-0.497
1918.800,-4.097,-0.916
1918.820,-4.120,-1.283
1918.840,-4.148,-1.597
1918.860,-4.185,-1.833
1918.880,-4.224,-2.003
1918.900,-4.265,-2.094
1918.920,-4.309,-2.134
1918.940,-4.351,-2.094
1918.960,-4.394,-1.990
1918.980,-4.431,-1.820
1919.000,-4.467,-1.584
1919.020,-4.496,-1.309
1919.040,-4.519,-0.982
1919.060,-4.536,-0.628
1919.080,-4.544,-0.249
1919.100,-4.546,0.144
1919.120,-4.540,0.537
1919.140,-4.524,0.916
1919.160,-4.502,1.270
1919.180,-4.474,1.597
1919.200,-4.438,1.898
1919.220,-4.397,2.160
1919.240,-4.351,2.382
1919.260,-4.301,2.553
1919.280,-4.247,2.644
1919.300,-4.194,2.670
1919.320,-4.141,2.644
1919.340,-4.087,2.566
1919.360,-4.037,2.422
1919.380,-3.990,2.212
1919.400,-3.947,1.937
1919.420,-3.911,1.597
1919.440,-3.883,1.217
1919.460,-3.863,0.798
1919.480,-3.850,0.340
1919.500,-3.848,-0.157
1919.520,-3.856,-0.681
1919.540,-3.875,-1.230
1919.560,-3.905,-1.806
1919.580,-3.947,-2.395
1919.600,-4.001,-2.985
1919.620,-4.067,-3.560
1919.640,-4.144,-4.123
1919.660,-4.232,-4.634
1919.680,-4.331,-5.079
1919.700,-4.436,-5.445
1919.720,-4.549,-5.720
1919.740,-4.667,-5.877
1919.760,-4.786,-5.890
1919.780,-4.904,-5.773
1919.800,-5.019,-5.511
1919.820,-5.127,-5.105
1919.840,-5.224,-4.555
1919.860,-5.311,-3.875
1919.880,-5.382,-3.076
1919.900,-5.435,-2.186
1919.920,-5.470,-1.230
1919.940,-5.485,-0.223
1919.960,-5.479,0.825
1919.980,-5.452,1.885
1920.000,-5.404,2.919
1920.020,-5.334,3.914
1920.040,-5.246,4.830
1920.060,-5.140,5.668
1920.080,-5.019,6.414
1920.100,-4.882,7.055
1920.120,-4.734,7.579
1920.140,-4.577,7.972
1920.160,-4.414,8.234
1920.180,-4.246,8.364
1920.200,-4.078,8.378
1920.220,-3.910,8.312
1920.240,-3.745,8.181
1920.260,-3.581,7.959
1920.280,-3.424,7.658
1920.300,-3.275,7.330
1920.320,-3.132,7.029
1920.340,-2.994,6.741
1920.360,-2.862,6.466
1920.380,-2.736,6.231
1920.400,-2.614,6.061
1920.420,-2.494,5.917
1920.440,-2.377,5.707
1920.460,-2.264,5.157
1920.480,-2.160,4.215
1920.500,-2.092,3.678
1920.520,-2.042,4.019
1920.540,-1.940,4.883
1920.560,-1.830,5.472
1920.580,-1.718,5.576
1920.600,-1.607,5.616
1920.620,-1.494,5.642
1920.640,-1.381,5.655
1920.660,-1.268,5.642
1920.680,-1.155,5.616
1920.700,-1.043,5.563
1920.720,-0.931,5.485
1920.740,-0.823,5.393
1920.760,-0.716,5.275
1920.780,-0.611,5.118
1920.800,-0.511,4.909
1920.820,-0.415,4.686
1920.840,-0.324,4.464
1920.860,-0.236,4.228
1920.880,-0.154,3.966
1920.900,-0.077,3.665
1920.920,-0.006,3.338
1920.940,0.057,2.985
1920.960,0.113,2.631
1920.980,0.162,2.304
1921.000,0.204,2.003
1921.020,0.242,1.702
1921.040,0.273,1.388
1921.060,0.297,1.086
1921.080,0.316,0.825
1921.100,0.330,0.602
1921.120,0.339,0.393
1921.140,0.346,0.209
1921.160,0.347,0.052
1921.180,0.347,-0.079
1921.200,0.344,-0.170
1921.220,0.339,-0.236
1921.240,0.335,-0.288
1921.260,0.328,-0.340
1921.280,0.320,-0.367
1921.300,0.313,-0.367
1921.320,0.306,-0.367
1921.340,0.298,-0.367
1921.360,0.291,-0.367
1921.380,0.284,-0.353
1921.400,0.276,-0.353
1921.420,0.270,-0.367
1921.440,0.262,-0.393
1921.460,0.254,-0.432
1921.480,0.245,-0.471
1921.500,0.236,-0.537
1921.520,0.225,-0.628
1921.540,0.210,-0.746
1921.560,0.195,-0.864
1921.580,0.176,-0.995
1921.600,0.156,-1.165
1921.620,0.130,-1.374
1921.640,0.101,-1.597
1921.660,0.066,-1.780
1921.680,0.028,-1.950
1921.700,-0.011,-2.147
1921.720,-0.057,-2.356
1921.740,-0.107,-2.553
1921.760,-0.159,-2.749
1921.780,-0.215,-2.958
1921.800,-0.278,-3.155
1921.820,-0.342,-3.299
1921.840,-0.410,-3.403
1921.860,-0.479,-3.495
1921.880,-0.550,-3.547
1921.900,-0.622,-3.547
1921.920,-0.693,-3.482
1921.940,-0.762,-3.377
1921.960,-0.828,-3.233
1921.980,-0.892,-3.050
1922.000,-0.950,-2.814
1922.020,-1.005,-2.526
1922.040,-1.052,-2.199
1922.060,-1.093,-1.833
1922.080,-1.126,-1.453
1922.100,-1.151,-1.034
1922.120,-1.169,-0.576
1922.140,-1.175,-0.079
1922.160,-1.172,0.445
1922.180,-1.158,0.956
1922.200,-1.133,1.466
1922.220,-1.100,1.977
1922.240,-1.054,2.526
1922.260,-0.999,3.115
1922.280,-0.930,3.704
1922.300,-0.850,4.307
1922.320,-0.759,4.896
1922.340,-0.653,5.459
1922.360,-0.539,5.969
1922.380,-0.415,6.427
1922.400,-0.281,6.872
1922.420,-0.140,7.252
1922.440,0.011,7.501
1922.460,0.163,7.592
1922.480,0.316,7.514
1922.500,0.467,7.252
1922.520,0.609,6.833
1922.540,0.740,6.296
1922.560,0.862,5.655
1922.580,0.969,4.856
1922.600,1.059,3.875
1922.620,1.126,2.775
1922.640,1.170,1.597
1922.660,1.191,0.367
1922.680,1.186,-0.903
1922.700,1.155,-2.173
1922.720,1.098,-3.416
1922.740,1.018,-4.608
1922.760,0.913,-5.733
1922.780,0.787,-6.768
1922.800,0.641,-7.684
1922.820,0.478,-8.495
1922.840,0.300,-9.137
1922.860,0.108,-9.595
1922.880,-0.086,-9.896
1922.900,-0.287,-10.105
1922.920,-0.492,-10.236
1922.940,-0.699,-10.249
1922.960,-0.903,-10.184
1922.980,-1.106,-10.053
1923.000,-1.307,-9.896
1923.020,-1.502,-9.752
1923.040,-1.695,-9.687
1923.060,-1.888,-9.700
1923.080,-2.083,-9.778
1923.100,-2.278,-9.870
1923.120,-2.479,-9.569
1923.140,-2.677,-8.875
1923.160,-2.832,-8.495
1923.180,-2.989,-9.032
1923.200,-3.186,-10.210
1923.220,-3.407,-11.153
1923.240,-3.640,-11.585
1923.260,-3.874,-11.729
1923.280,-4.109,-11.742
1923.300,-4.345,-11.611
