Time (s) Auto,Angle (rad) Minus 3pi/4,Angular Velocity (rad/s) Minus 3pi/4
853.38,0.697,-15.014
853.4,0.39,-15.472
853.42,0.075,-15.616
853.44,-0.24,-15.42
853.46,-0.547,-14.87
853.48,-0.839,-14.019
853.5,-1.111,-12.92
853.52,-1.359,-11.598
853.54,-1.577,-10.105
853.56,-1.764,-8.495
853.58,-1.918,-6.82
853.6,-2.037,-5.092
853.62,-2.122,-3.325
853.64,-2.171,-1.545
853.66,-2.183,0.236
853.68,-2.161,1.99
853.7,-2.103,3.718
853.72,-2.012,5.419
853.74,-1.887,7.095
853.76,-1.728,8.731
853.78,-1.536,10.289
853.8,-1.315,11.729
853.82,-1.065,12.998
853.84,-0.792,14.046
853.86,-0.5,14.805
853.88,-0.195,15.237
853.9,0.115,15.328
853.92,0.423,15.106
853.94,0.723,14.595
853.96,1.01,13.836
853.98,1.279,12.907
854,1.527,11.886
854.02,1.755,10.812
854.04,1.96,9.7
854.06,2.143,8.561
854.08,2.303,7.422
854.1,2.439,6.309
854.12,2.554,5.21
854.14,2.648,4.11
854.16,2.719,3.011
854.18,2.768,1.911
854.2,2.796,0.825
854.22,2.801,-0.262
854.24,2.785,-1.348
854.26,2.747,-2.435
854.28,2.688,-3.547
854.3,2.606,-4.673
854.32,2.501,-5.812
854.34,2.373,-6.977
854.36,2.223,-8.168
854.38,2.047,-9.372
854.4,1.847,-10.577
854.42,1.624,-11.768
854.44,1.376,-12.907
854.46,1.106,-13.915
854.48,0.817,-14.726
854.5,0.514,-15.302
854.52,0.201,-15.59
854.54,-0.115,-15.538
854.56,-0.426,-15.132
854.58,-0.724,-14.399
854.6,-1.005,-13.391
854.62,-1.263,-12.161
854.64,-1.494,-10.747
854.66,-1.695,-9.189
854.68,-1.863,-7.527
854.7,-1.996,-5.799
854.72,-2.095,-4.032
854.74,-2.158,-2.251
854.76,-2.185,-0.484
854.78,-2.177,1.257
854.8,-2.135,2.985
854.82,-2.058,4.712
854.84,-1.946,6.427
854.86,-1.8,8.09
854.88,-1.621,9.673
854.9,-1.412,11.166
854.92,-1.173,12.527
854.94,-0.908,13.679
854.96,-0.622,14.556
854.98,-0.322,15.132
855,-0.013,15.381
855.02,0.298,15.276
855.04,0.603,14.844
855.06,0.895,14.163
855.08,1.172,13.299
855.1,1.429,12.318
855.12,1.665,11.244
855.14,1.88,10.132
855.16,2.07,8.993
855.18,2.24,7.854
855.2,2.384,6.728
855.22,2.509,5.603
855.24,2.609,4.49
855.26,2.688,3.377
855.28,2.744,2.265
855.3,2.779,1.152
855.32,2.79,0.052
855.34,2.78,-1.047
855.36,2.749,-2.147
855.38,2.694,-3.259
855.4,2.619,-4.372
855.42,2.52,-5.498
855.44,2.399,-6.65
855.46,2.254,-7.828
855.48,2.086,-9.032
855.5,1.893,-10.249
855.52,1.676,-11.441
855.54,1.434,-12.566
855.56,1.172,-13.587
855.58,0.889,-14.438
855.6,0.591,-15.067
855.62,0.283,-15.407
855.64,-0.03,-15.433
855.66,-0.339,-15.119
855.68,-0.639,-14.464
855.7,-0.922,-13.509
855.72,-1.183,-12.305
855.74,-1.417,-10.904
855.76,-1.621,-9.359
855.78,-1.792,-7.723
855.8,-1.931,-6.021
855.82,-2.034,-4.28
855.84,-2.102,-2.5
855.86,-2.135,-0.72
855.88,-2.13,1.047
855.9,-2.092,2.788
855.92,-2.018,4.503
855.94,-1.912,6.205
855.96,-1.77,7.854
855.98,-1.596,9.438
856,-1.392,10.917
856.02,-1.158,12.252
856.04,-0.898,13.378
856.06,-0.619,14.229
856.08,-0.325,14.779
856.1,-0.024,15.014
856.12,0.28,14.923
856.14,0.578,14.517
856.16,0.864,13.836
856.18,1.134,12.959
856.2,1.384,11.951
856.22,1.613,10.865
856.24,1.819,9.726
856.26,2.003,8.561
856.28,2.161,7.383
856.3,2.298,6.192
856.32,2.41,5
856.34,2.498,3.822
856.36,2.562,2.644
856.38,2.604,1.466
856.4,2.62,0.275
856.42,2.615,-0.916
856.44,2.584,-2.094
856.46,2.531,-3.286
856.48,2.454,-4.477
856.5,2.351,-5.694
856.52,2.226,-6.938
856.54,2.075,-8.194
856.56,1.898,-9.451
856.58,1.696,-10.681
856.6,1.47,-11.846
856.62,1.221,-12.933
856.64,0.952,-13.875
856.66,0.663,-14.608
856.68,0.363,-15.08
856.7,0.057,-15.224
856.72,-0.251,-15.04
856.74,-0.55,-14.517
856.76,-0.836,-13.679
856.78,-1.101,-12.579
856.8,-1.341,-11.257
856.82,-1.554,-9.791
856.84,-1.734,-8.207
856.86,-1.883,-6.545
856.88,-1.996,-4.83
856.9,-2.077,-3.076
856.92,-2.121,-1.309
856.94,-2.128,0.458
856.96,-2.102,2.199
856.98,-2.04,3.927
857,-1.945,5.642
857.02,-1.814,7.317
857.04,-1.651,8.927
857.06,-1.456,10.446
857.08,-1.232,11.833
857.1,-0.98,13.038
857.12,-0.707,14.006
857.14,-0.416,14.7
857.16,-0.115,15.067
857.18,0.192,15.08
857.2,0.493,14.752
857.22,0.785,14.163
857.24,1.062,13.378
857.26,1.323,12.435
857.28,1.561,11.388
857.3,1.778,10.276
857.32,1.973,9.15
857.34,2.144,8.011
857.36,2.293,6.872
857.38,2.419,5.747
857.4,2.523,4.621
857.42,2.604,3.495
857.44,2.663,2.369
857.46,2.699,1.244
857.48,2.713,0.118
857.5,2.703,-1.008
857.52,2.672,-2.134
857.54,2.619,-3.272
857.56,2.542,-4.451
857.58,2.441,-5.655
857.6,2.315,-6.872
857.62,2.166,-8.09
857.64,1.992,-9.32
857.66,1.794,-10.564
857.68,1.569,-11.768
857.7,1.321,-12.881
857.72,1.052,-13.862
857.74,0.765,-14.674
857.76,0.462,-15.237
857.78,0.151,-15.485
857.8,-0.162,-15.394
857.82,-0.47,-14.975
857.84,-0.765,-14.229
857.86,-1.043,-13.182
857.88,-1.296,-11.899
857.9,-1.521,-10.459
857.92,-1.715,-8.914
857.94,-1.879,-7.265
857.96,-2.007,-5.537
857.98,-2.1,-3.783
858,-2.158,-2.029
858.02,-2.182,-0.262
858.04,-2.169,1.505
858.06,-2.121,3.246
858.08,-2.039,4.961
858.1,-1.923,6.663
858.12,-1.772,8.325
858.14,-1.588,9.909
858.16,-1.374,11.375
858.18,-1.131,12.684
858.2,-0.864,13.797
858.22,-0.576,14.635
858.24,-0.273,15.158
858.26,0.035,15.328
858.28,0.344,15.171
858.3,0.646,14.726
858.32,0.936,14.019
858.34,1.21,13.129
858.36,1.462,12.121
858.38,1.695,11.048
858.4,1.905,9.922
858.42,2.092,8.77
858.44,2.256,7.631
858.46,2.397,6.506
858.48,2.516,5.38
858.5,2.612,4.254
858.52,2.686,3.142
858.54,2.738,2.042
858.56,2.768,0.942
858.58,2.776,-0.157
858.6,2.761,-1.257
858.62,2.725,-2.356
858.64,2.667,-3.469
858.66,2.587,-4.608
858.68,2.483,-5.773
858.7,2.356,-6.951
858.72,2.205,-8.142
858.74,2.031,-9.346
858.76,1.832,-10.551
858.78,1.608,-11.729
858.8,1.362,-12.841
858.82,1.093,-13.836
858.84,0.806,-14.648
858.86,0.504,-15.211
858.88,0.193,-15.472
858.9,-0.119,-15.394
858.92,-0.427,-14.962
858.94,-0.723,-14.216
858.96,-0.999,-13.195
858.98,-1.253,-11.951
859,-1.48,-10.524
859.02,-1.676,-8.954
859.04,-1.839,-7.291
859.06,-1.968,-5.563
859.08,-2.062,-3.796
859.1,-2.121,-2.029
859.12,-2.143,-0.262
859.14,-2.132,1.492
859.16,-2.083,3.233
859.18,-2.001,4.961
859.2,-1.885,6.65
859.22,-1.734,8.286
859.24,-1.552,9.844
859.26,-1.34,11.297
859.28,-1.098,12.593
859.3,-0.833,13.653
859.32,-0.548,14.438
859.34,-0.251,14.923
859.36,0.053,15.08
859.38,0.357,14.909
859.4,0.653,14.438
859.42,0.938,13.718
859.44,1.205,12.802
859.46,1.451,11.768
859.48,1.676,10.668
859.5,1.879,9.543
859.52,2.058,8.391
859.54,2.215,7.213
859.56,2.347,6.034
859.58,2.455,4.869
859.6,2.542,3.718
859.62,2.604,2.553
859.64,2.644,1.374
859.66,2.659,0.209
859.68,2.652,-0.942
859.7,2.622,-2.094
859.72,2.568,-3.259
859.74,2.491,-4.451
859.76,2.391,-5.655
859.78,2.265,-6.885
859.8,2.116,-8.129
859.82,1.94,-9.372
859.84,1.74,-10.59
859.86,1.516,-11.768
859.88,1.269,-12.881
859.9,0.999,-13.862
859.92,0.712,-14.635
859.94,0.41,-15.132
859.96,0.102,-15.315
859.98,-0.207,-15.171
860,-0.509,-14.7
860.02,-0.8,-13.915
860.04,-1.07,-12.841
860.06,-1.316,-11.545
860.08,-1.533,-10.092
860.1,-1.722,-8.522
860.12,-1.876,-6.872
860.14,-1.996,-5.157
860.16,-2.083,-3.416
860.18,-2.133,-1.649
860.2,-2.149,0.118
860.22,-2.128,1.872
860.24,-2.073,3.613
860.26,-1.984,5.328
860.28,-1.86,7.016
860.3,-1.703,8.652
860.32,-1.513,10.197
860.34,-1.293,11.611
860.36,-1.046,12.867
860.38,-0.776,13.915
860.4,-0.485,14.674
860.42,-0.184,15.106
860.44,0.123,15.197
860.46,0.429,14.962
860.48,0.726,14.438
860.5,1.008,13.692
860.52,1.275,12.789
860.54,1.522,11.755
860.56,1.747,10.655
860.58,1.948,9.543
860.6,2.128,8.417
860.62,2.286,7.278
860.64,2.419,6.139
860.66,2.531,5.027
860.68,2.62,3.914
860.7,2.688,2.801
860.72,2.732,1.689
860.74,2.755,0.576
860.76,2.755,-0.537
860.78,2.733,-1.662
860.8,2.689,-2.788
860.82,2.622,-3.927
860.84,2.532,-5.066
860.86,2.419,-6.231
860.88,2.284,-7.422
860.9,2.122,-8.639
860.92,1.938,-9.87
860.94,1.728,-11.074
860.96,1.494,-12.226
860.98,1.238,-13.273
861,0.961,-14.19
861.02,0.668,-14.896
861.04,0.361,-15.328
861.06,0.05,-15.433
861.08,-0.261,-15.197
861.1,-0.562,-14.635
861.12,-0.85,-13.758
861.14,-1.117,-12.632
861.16,-1.357,-11.297
861.18,-1.571,-9.791
861.2,-1.751,-8.168
861.22,-1.898,-6.466
861.24,-2.011,-4.739
861.26,-2.088,-2.985
861.28,-2.13,-1.217
861.3,-2.136,0.55
861.32,-2.108,2.317
861.34,-2.044,4.058
861.36,-1.945,5.76
861.38,-1.813,7.409
861.4,-1.648,9.006
861.42,-1.451,10.524
861.44,-1.225,11.899
861.46,-0.972,13.077
861.48,-0.699,14.019
861.5,-0.408,14.687
861.52,-0.107,15.027
861.54,0.198,15.001
861.56,0.498,14.661
861.58,0.787,14.059
861.6,1.063,13.247
861.62,1.319,12.265
861.64,1.555,11.179
861.66,1.767,10.04
861.68,1.957,8.875
861.7,2.122,7.697
861.72,2.265,6.519
861.74,2.383,5.341
861.76,2.479,4.163
861.78,2.549,2.985
861.8,2.598,1.806
861.82,2.622,0.628
861.84,2.623,-0.563
861.86,2.6,-1.741
861.88,2.553,-2.919
861.9,2.483,-4.11
861.92,2.389,-5.341
861.94,2.27,-6.584
861.96,2.125,-7.828
861.98,1.957,-9.071
862,1.762,-10.315
862.02,1.544,-11.519
862.04,1.301,-12.632
862.06,1.037,-13.627
862.08,0.754,-14.425
862.1,0.456,-14.975
862.12,0.151,-15.224
862.14,-0.157,-15.145
862.16,-0.46,-14.739
862.18,-0.751,-13.993
862.2,-1.024,-12.959
862.22,-1.272,-11.702
862.24,-1.494,-10.276
862.26,-1.685,-8.731
862.28,-1.844,-7.082
862.3,-1.97,-5.367
862.32,-2.059,-3.626
862.34,-2.114,-1.872
862.36,-2.135,-0.118
862.38,-2.119,1.636
862.4,-2.069,3.377
862.42,-1.984,5.092
862.44,-1.865,6.781
862.46,-1.712,8.417
862.48,-1.527,9.975
862.5,-1.312,11.414
862.52,-1.068,12.684
862.54,-0.801,13.731
862.56,-0.515,14.517
862.58,-0.217,14.988
862.6,0.09,15.119
862.62,0.393,14.909
862.64,0.69,14.412
862.66,0.972,13.692
862.68,1.239,12.789
862.7,1.486,11.755
862.72,1.711,10.642
862.74,1.912,9.516
862.76,2.091,8.378
862.78,2.248,7.226
862.8,2.38,6.074
862.82,2.49,4.948
862.84,2.578,3.835
862.86,2.644,2.697
862.88,2.686,1.558
862.9,2.705,0.432
862.92,2.703,-0.694
862.94,2.678,-1.833
862.96,2.63,-2.998
862.98,2.559,-4.163
863,2.463,-5.341
863.02,2.345,-6.545
863.04,2.202,-7.762
863.06,2.034,-8.993
863.08,1.843,-10.223
863.1,1.626,-11.441
863.12,1.384,-12.593
863.14,1.12,-13.614
863.16,0.837,-14.451
863.18,0.539,-15.053
863.2,0.231,-15.355
863.22,-0.08,-15.328
863.24,-0.386,-14.988
863.26,-0.683,-14.32
863.28,-0.964,-13.352
863.3,-1.221,-12.121
863.32,-1.451,-10.708
863.34,-1.651,-9.176
863.36,-1.819,-7.54
863.38,-1.954,-5.838
863.4,-2.053,-4.084
863.42,-2.117,-2.317
863.44,-2.146,-0.55
863.46,-2.139,1.217
863.48,-2.097,2.958
863.5,-2.02,4.673
863.52,-1.91,6.362
863.54,-1.766,8.011
863.56,-1.588,9.595
863.58,-1.381,11.074
863.6,-1.144,12.409
863.62,-0.881,13.522
863.64,-0.598,14.36
863.66,-0.303,14.896
863.68,0.002,15.106
863.7,0.306,14.988
863.72,0.605,14.556
863.74,0.892,13.875
863.76,1.162,12.998
863.78,1.414,11.99
863.8,1.643,10.904
863.82,1.85,9.765
863.84,2.034,8.6
863.86,2.194,7.422
863.88,2.331,6.244
863.9,2.444,5.066
863.92,2.534,3.901
863.94,2.6,2.749
863.96,2.644,1.597
863.98,2.664,0.445
864,2.661,-0.707
864.02,2.636,-1.859
864.04,2.587,-3.024
864.06,2.515,-4.202
864.08,2.419,-5.393
864.1,2.3,-6.61
864.12,2.155,-7.854
864.14,1.985,-9.098
864.16,1.791,-10.328
864.18,1.572,-11.519
864.2,1.329,-12.645
864.22,1.065,-13.64
864.24,0.781,-14.438
864.26,0.484,-15.001
864.28,0.178,-15.263
864.3,-0.132,-15.197
864.32,-0.435,-14.792
864.34,-0.727,-14.059
864.36,-1.002,-13.038
864.38,-1.252,-11.794
864.4,-1.475,-10.38
864.42,-1.67,-8.836
864.44,-1.83,-7.173
864.46,-1.957,-5.445
864.48,-2.048,-3.704
864.5,-2.105,-1.95
864.52,-2.127,-0.196
864.54,-2.113,1.558
864.56,-2.064,3.299
864.58,-1.981,5.013
864.6,-1.863,6.702
864.62,-1.712,8.338
864.64,-1.528,9.896
864.66,-1.315,11.336
864.68,-1.073,12.606
864.7,-0.807,13.653
864.72,-0.523,14.438
864.74,-0.226,14.909
864.76,0.079,15.04
864.78,0.38,14.831
864.8,0.675,14.32
864.82,0.957,13.587
864.84,1.221,12.684
864.86,1.466,11.663
864.88,1.689,10.564
864.9,1.888,9.412
864.92,2.066,8.247
864.94,2.218,7.069
864.96,2.348,5.89
864.98,2.454,4.725
865,2.537,3.56
865.02,2.597,2.409
865.04,2.633,1.244
865.06,2.647,0.079
865.08,2.636,-1.086
865.1,2.603,-2.251
865.12,2.546,-3.416
865.14,2.466,-4.608
865.16,2.362,-5.825
865.18,2.234,-7.055
865.2,2.08,-8.299
865.22,1.902,-9.543
865.24,1.698,-10.773
865.26,1.47,-11.964
865.28,1.219,-13.051
865.3,0.946,-13.98
865.32,0.657,-14.687
865.34,0.355,-15.132
865.36,0.047,-15.276
865.38,-0.261,-15.08
865.4,-0.561,-14.543
865.42,-0.847,-13.679
865.44,-1.112,-12.553
865.46,-1.351,-11.231
865.48,-1.563,-9.765
865.5,-1.744,-8.181
865.52,-1.891,-6.506
865.54,-2.004,-4.778
865.56,-2.083,-3.024
865.58,-2.125,-1.257
865.6,-2.133,0.511
865.62,-2.105,2.265
865.64,-2.042,4.006
865.66,-1.945,5.707
865.68,-1.813,7.37
865.7,-1.649,8.98
865.72,-1.453,10.498
865.74,-1.227,11.886
865.76,-0.975,13.077
865.78,-0.701,14.032
865.8,-0.41,14.7
865.82,-0.108,15.027
865.84,0.196,15.027
865.86,0.496,14.713
865.88,0.789,14.124
865.9,1.065,13.313
865.92,1.323,12.344
865.94,1.56,11.284
865.96,1.775,10.158
865.98,1.967,9.006
866,2.135,7.854
866.02,2.281,6.702
866.04,2.403,5.537
866.06,2.502,4.359
866.08,2.578,3.194
866.1,2.63,2.042
866.12,2.659,0.89
866.14,2.666,-0.275
866.16,2.648,-1.44
866.18,2.608,-2.592
866.2,2.545,-3.757
866.22,2.458,-4.948
866.24,2.347,-6.165
866.26,2.212,-7.396
866.28,2.051,-8.626
866.3,1.866,-9.87
866.32,1.657,-11.087
866.34,1.422,-12.239
866.36,1.166,-13.286
866.38,0.889,-14.176
866.4,0.595,-14.844
866.42,0.291,-15.224
866.44,-0.017,-15.276
866.46,-0.325,-15.001
866.48,-0.622,-14.399
866.5,-0.905,-13.483
866.52,-1.166,-12.305
866.54,-1.4,-10.93
866.56,-1.604,-9.425
866.58,-1.778,-7.815
866.6,-1.918,-6.126
866.62,-2.023,-4.385
866.64,-2.094,-2.631
866.66,-2.128,-0.864
866.68,-2.128,0.903
866.7,-2.092,2.644
866.72,-2.022,4.372
866.74,-1.918,6.074
866.76,-1.778,7.736
866.78,-1.607,9.32
866.8,-1.404,10.799
866.82,-1.173,12.148
866.84,-0.916,13.299
866.86,-0.638,14.203
866.88,-0.344,14.792
866.9,-0.041,15.04
866.92,0.262,14.949
866.94,0.561,14.569
866.96,0.848,13.941
866.98,1.122,13.09
867,1.374,12.082
867.02,1.605,10.996
867.04,1.814,9.87
867.06,2.001,8.718
867.08,2.163,7.553
867.1,2.303,6.375
867.12,2.419,5.197
867.14,2.51,4.032
867.16,2.579,2.88
867.18,2.626,1.715
867.2,2.648,0.537
867.22,2.647,-0.628
867.24,2.623,-1.793
867.26,2.576,-2.971
867.28,2.504,-4.163
867.3,2.41,-5.367
867.32,2.29,-6.597
867.34,2.146,-7.841
867.36,1.976,-9.071
867.38,1.783,-10.289
867.4,1.565,-11.48
867.42,1.323,-12.606
867.44,1.059,-13.6
867.46,0.776,-14.412
867.48,0.479,-14.975
867.5,0.173,-15.237
867.52,-0.135,-15.158
867.54,-0.438,-14.739
867.56,-0.729,-13.993
867.58,-1.002,-12.972
867.6,-1.25,-11.729
867.62,-1.473,-10.315
867.64,-1.665,-8.77
867.66,-1.825,-7.108
867.68,-1.951,-5.393
867.7,-2.04,-3.639
867.72,-2.097,-1.872
867.74,-2.116,-0.105
867.76,-2.1,1.649
867.78,-2.05,3.364
867.8,-1.965,5.066
867.82,-1.847,6.754
867.84,-1.695,8.404
867.86,-1.51,9.961
867.88,-1.294,11.375
867.9,-1.052,12.619
867.92,-0.787,13.653
867.94,-0.503,14.412
867.96,-0.206,14.857
867.98,0.096,14.962
868,0.397,14.726
868.02,0.69,14.203
868.04,0.968,13.456
868.06,1.23,12.54
868.08,1.472,11.493
868.1,1.69,10.367
868.12,1.887,9.202
868.14,2.059,8.024
868.16,2.207,6.846
868.18,2.333,5.668
868.2,2.435,4.49
868.22,2.512,3.299
868.24,2.567,2.107
868.26,2.597,0.929
868.28,2.603,-0.249
868.3,2.587,-1.427
868.32,2.546,-2.631
868.34,2.482,-3.848
868.36,2.392,-5.066
868.38,2.279,-6.296
868.4,2.141,-7.553
868.42,1.978,-8.823
868.44,1.788,-10.066
868.46,1.574,-11.27
868.48,1.337,-12.396
868.5,1.076,-13.417
868.52,0.798,-14.255
868.54,0.503,-14.857
868.56,0.199,-15.171
868.58,-0.108,-15.145
868.6,-0.412,-14.765
868.62,-0.704,-14.059
868.64,-0.977,-13.077
868.66,-1.23,-11.86
868.68,-1.455,-10.459
868.7,-1.649,-8.914
868.72,-1.813,-7.278
868.74,-1.942,-5.576
868.76,-2.036,-3.835
868.78,-2.095,-2.081
868.8,-2.119,-0.327
868.82,-2.108,1.427
868.84,-2.062,3.168
868.86,-1.981,4.883
868.88,-1.866,6.558
868.9,-1.718,8.194
868.92,-1.538,9.765
868.94,-1.326,11.218
868.96,-1.087,12.501
868.98,-0.823,13.574
869,-0.54,14.373
869.02,-0.243,14.844
869.04,0.058,14.988
869.06,0.36,14.818
869.08,0.655,14.36
869.1,0.938,13.64
869.12,1.203,12.737
869.14,1.448,11.716
869.16,1.673,10.616
869.18,1.874,9.477
869.2,2.051,8.325
869.22,2.207,7.173
869.24,2.339,6.008
869.26,2.447,4.843
869.28,2.532,3.691
869.3,2.595,2.539
869.32,2.634,1.388
869.34,2.65,0.236
869.36,2.644,-0.916
869.38,2.614,-2.081
869.4,2.56,-3.259
869.42,2.483,-4.451
869.44,2.383,-5.668
869.46,2.257,-6.898
869.48,2.106,-8.142
869.5,1.932,-9.386
869.52,1.731,-10.629
869.54,1.506,-11.833
869.56,1.257,-12.946
869.58,0.986,-13.915
869.6,0.697,-14.674
869.62,0.396,-15.171
869.64,0.086,-15.355
869.66,-0.223,-15.197
869.68,-0.526,-14.7
869.7,-0.815,-13.902
869.72,-1.085,-12.828
869.74,-1.332,-11.532
869.76,-1.549,-10.066
869.78,-1.736,-8.482
869.8,-1.89,-6.82
869.82,-2.009,-5.105
869.84,-2.094,-3.364
869.86,-2.144,-1.61
869.88,-2.158,0.157
869.9,-2.138,1.924
869.92,-2.081,3.665
869.94,-1.99,5.38
869.96,-1.866,7.055
869.98,-1.707,8.679
870,-1.517,10.223
870.02,-1.297,11.637
870.04,-1.049,12.894
870.06,-0.779,13.928
870.08,-0.489,14.674
870.1,-0.187,15.093
870.12,0.119,15.171
870.14,0.424,14.936
870.16,0.721,14.412
870.18,1.004,13.653
870.2,1.269,12.723
870.22,1.514,11.676
870.24,1.737,10.564
870.26,1.937,9.425
870.28,2.114,8.273
870.3,2.268,7.121
870.32,2.399,5.969
870.34,2.507,4.83
870.36,2.592,3.691
870.38,2.655,2.553
870.4,2.694,1.414
870.42,2.711,0.275
870.44,2.705,-0.851
870.46,2.677,-1.977
870.48,2.626,-3.115
870.5,2.553,-4.267
870.52,2.455,-5.445
870.54,2.336,-6.637
870.56,2.19,-7.854
870.58,2.022,-9.098
870.6,1.827,-10.328
870.62,1.607,-11.532
870.64,1.365,-12.658
870.66,1.1,-13.679
870.68,0.815,-14.53
870.7,0.515,-15.119
870.72,0.206,-15.407
870.74,-0.105,-15.368
870.76,-0.413,-15.001
870.78,-0.71,-14.307
870.8,-0.99,-13.313
870.82,-1.246,-12.082
870.84,-1.475,-10.668
870.86,-1.674,-9.124
870.88,-1.841,-7.474
870.9,-1.974,-5.76
870.92,-2.072,-4.006
870.94,-2.135,-2.238
870.96,-2.161,-0.484
870.98,-2.154,1.27
871,-2.111,3.011
871.02,-2.033,4.739
871.04,-1.921,6.44
871.06,-1.775,8.09
871.08,-1.596,9.673
871.1,-1.387,11.153
871.12,-1.148,12.475
871.14,-0.884,13.6
871.16,-0.602,14.464
871.18,-0.302,15.014
871.2,0.005,15.224
871.22,0.311,15.08
871.24,0.613,14.648
871.26,0.9,13.967
871.28,1.173,13.103
871.3,1.426,12.108
871.32,1.659,11.022
871.34,1.868,9.896
871.36,2.055,8.744
871.38,2.218,7.592
871.4,2.358,6.44
871.42,2.476,5.288
871.44,2.57,4.15
871.46,2.641,3.011
871.48,2.691,1.885
871.5,2.716,0.759
871.52,2.721,-0.367
871.54,2.702,-1.492
871.56,2.661,-2.631
871.58,2.597,-3.77
871.6,2.51,-4.935
871.62,2.4,-6.126
871.64,2.265,-7.33
871.66,2.106,-8.535
871.68,1.924,-9.752
871.7,1.717,-10.982
871.72,1.484,-12.161
871.74,1.228,-13.234
871.76,0.953,-14.15
871.78,0.66,-14.857
871.8,0.355,-15.302
871.82,0.044,-15.42
871.84,-0.267,-15.197
871.86,-0.569,-14.635
871.88,-0.856,-13.771
871.9,-1.123,-12.645
871.92,-1.365,-11.297
871.94,-1.577,-9.791
871.96,-1.758,-8.181
871.98,-1.905,-6.506
872,-2.018,-4.778
872.02,-2.097,-3.011
872.04,-2.139,-1.23
872.06,-2.146,0.55
872.08,-2.117,2.304
872.1,-2.053,4.032
872.12,-1.956,5.733
872.14,-1.824,7.396
872.16,-1.659,9.006
872.18,-1.462,10.524
872.2,-1.236,11.912
872.22,-0.983,13.116
872.24,-0.708,14.085
872.26,-0.416,14.752
872.28,-0.113,15.093
872.3,0.192,15.093
872.32,0.495,14.779
872.34,0.787,14.19
872.36,1.065,13.365
872.38,1.324,12.396
872.4,1.561,11.336
872.42,1.778,10.223
872.44,1.971,9.084
872.46,2.141,7.919
872.48,2.289,6.754
872.5,2.411,5.589
872.52,2.512,4.424
872.54,2.589,3.259
872.56,2.642,2.094
872.58,2.672,0.942
872.6,2.68,-0.209
872.62,2.664,-1.361
872.64,2.625,-2.513
872.66,2.564,-3.678
872.68,2.479,-4.856
872.7,2.369,-6.061
872.72,2.237,-7.278
872.74,2.078,-8.508
872.76,1.896,-9.752
872.78,1.689,-10.969
872.8,1.456,-12.148
872.82,1.202,-13.221
872.84,0.925,-14.137
872.86,0.633,-14.831
872.88,0.328,-15.25
872.9,0.019,-15.368
872.92,-0.291,-15.145
872.94,-0.592,-14.569
872.96,-0.878,-13.679
872.98,-1.142,-12.54
873,-1.382,-11.218
873.02,-1.593,-9.739
873.04,-1.773,-8.129
873.06,-1.92,-6.44
873.08,-2.031,-4.712
873.1,-2.108,-2.971
873.12,-2.15,-1.204
873.14,-2.157,0.576
873.16,-2.127,2.33
873.18,-2.062,4.045
873.2,-1.965,5.747
873.22,-1.833,7.422
873.24,-1.667,9.045
873.26,-1.47,10.577
873.28,-1.243,11.977
873.3,-0.988,13.195
873.32,-0.712,14.163
873.34,-0.418,14.857
873.36,-0.113,15.224
873.38,0.196,15.237
873.4,0.501,14.923
873.42,0.796,14.334
873.44,1.078,13.535
873.46,1.34,12.593
873.48,1.582,11.558
873.5,1.803,10.472
873.52,2.001,9.359
873.54,2.177,8.234
873.56,2.331,7.108
873.58,2.461,5.995
873.6,2.57,4.896
873.62,2.658,3.796
873.64,2.722,2.697
873.66,2.765,1.597
873.68,2.787,0.511
873.7,2.785,-0.589
873.72,2.763,-1.689
873.74,2.717,-2.788
873.76,2.652,-3.914
873.78,2.562,-5.053
873.8,2.449,-6.218
873.82,2.314,-7.396
873.84,2.154,-8.6
873.86,1.97,-9.831
873.88,1.761,-11.048
873.9,1.527,-12.226
873.92,1.271,-13.313
873.94,0.993,-14.255
873.96,0.697,-14.988
873.98,0.39,-15.446
874,0.075,-15.603
874.02,-0.239,-15.42
874.04,-0.547,-14.896
874.06,-0.839,-14.046
874.08,-1.112,-12.933
874.1,-1.359,-11.611
874.12,-1.579,-10.132
874.14,-1.766,-8.535
874.16,-1.921,-6.846
874.18,-2.04,-5.105
874.2,-2.125,-3.338
874.22,-2.174,-1.584
874.24,-2.188,0.17
874.26,-2.168,1.924
874.28,-2.111,3.678
874.3,-2.02,5.406
874.32,-1.894,7.095
874.34,-1.736,8.731
874.36,-1.544,10.289
874.38,-1.323,11.729
874.4,-1.073,12.998
874.42,-0.8,14.046
874.44,-0.507,14.805
874.46,-0.203,15.25
874.48,0.107,15.355
874.5,0.416,15.132
874.52,0.716,14.608
874.54,1.004,13.849
874.56,1.272,12.933
874.58,1.522,11.899
874.6,1.75,10.799
874.62,1.954,9.66
874.64,2.136,8.522
874.66,2.295,7.383
874.68,2.432,6.244
874.7,2.545,5.118
874.72,2.636,3.992
874.74,2.705,2.867
874.76,2.75,1.754
874.78,2.774,0.654
874.8,2.777,-0.445
874.82,2.757,-1.558
874.84,2.714,-2.67
874.86,2.65,-3.783
874.88,2.564,-4.922
874.9,2.454,-6.087
874.92,2.32,-7.265
874.94,2.163,-8.456
874.96,1.982,-9.66
874.98,1.777,-10.865
875,1.547,-12.03
875.02,1.294,-13.103
