"Time (s) 0pi lagt til højre","Angle, Ch P2 (rad) 0pi lagt til højre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til højre","State 0pi lagt til højre"
1176.360,-0.556,-1.833,
1176.380,-0.586,-1.126,
1176.400,-0.602,-0.380,
1176.420,-0.602,0.380,
1176.440,-0.586,1.139,
1176.460,-0.556,1.872,
1176.480,-0.511,2.566,
1176.500,-0.452,3.194,
1176.520,-0.382,3.744,
1176.540,-0.302,4.241,
1176.560,-0.212,4.660,
1176.580,-0.113,4.974,
1176.600,-0.011,5.184,
1176.620,0.094,5.301,
1176.640,0.203,5.328,
1176.660,0.309,5.249,
1176.680,0.413,5.092,
1176.700,0.514,4.883,
1176.720,0.609,4.595,
1176.740,0.699,4.215,
1176.760,0.779,3.757,
1176.780,0.850,3.259,
1176.800,0.909,2.736,
1176.820,0.960,2.173,
1176.840,0.997,1.571,
1176.860,1.023,0.942,
1176.880,1.035,0.301,
1176.900,1.035,-0.380,
1176.920,1.021,-1.086,
1176.940,0.991,-1.806,
1176.960,0.949,-2.553,
1176.980,0.891,-3.325,
1177.000,0.815,-4.097,
1177.020,0.726,-4.856,
1177.040,0.622,-5.589,
1177.060,0.501,-6.296,
1177.080,0.369,-6.925,
1177.100,0.223,-7.448,
1177.120,0.069,-7.867,
1177.140,-0.093,-8.142,
1177.160,-0.259,-8.247,
1177.180,-0.426,-8.155,
1177.200,-0.587,-7.867,
1177.220,-0.743,-7.396,
1177.240,-0.886,-6.741,
1177.260,-1.015,-5.904,
1177.270,,,1.00
1177.280,-1.125,-4.909,
1177.300,-1.213,-3.770,
1177.320,-1.277,-2.526,
1177.340,-1.315,-1.204,
1177.342,,,0.00
1177.360,-1.326,0.157,
1177.380,-1.308,1.532,
1177.400,-1.264,2.893,
1177.420,-1.192,4.202,
1177.440,-1.095,5.445,
1177.460,-0.974,6.597,
1177.480,-0.829,7.618,
1177.500,-0.666,8.482,
1177.520,-0.489,9.189,
1177.540,-0.297,9.726,
1177.560,-0.096,10.092,
1177.580,0.108,10.289,
1177.600,0.317,10.354,
1177.620,0.525,10.302,
1177.640,0.730,10.145,
1177.660,0.931,9.922,
1177.680,1.128,9.673,
1177.700,1.318,9.425,
1177.720,1.505,9.189,
1177.740,1.685,8.967,
1177.760,1.863,8.770,
1177.780,2.036,8.626,
1177.800,2.207,8.522,
1177.820,2.377,8.456,
1177.840,2.545,8.430,
1177.860,2.713,8.456,
1177.880,2.882,8.535,
1177.900,3.054,8.626,
1177.920,3.228,8.718,
1177.940,3.402,8.796,
1177.960,3.580,8.849,
1177.980,3.757,8.849,
1178.000,3.935,8.770,
1178.020,4.109,8.613,
1178.040,4.280,8.338,
1178.060,4.445,7.946,
1178.080,4.599,7.422,
1178.100,4.744,6.768,
1178.120,4.873,6.008,
1178.140,4.984,5.144,
1178.160,5.080,4.215,
1178.180,5.154,3.220,
1178.200,5.209,2.199,
1178.220,5.242,1.178,
1178.240,5.256,0.170,
1178.260,5.248,-0.785,
1178.280,5.223,-1.676,
1178.300,5.180,-2.474,
1178.320,5.122,-3.181,
1178.338,,,1.00
1178.340,5.052,-3.783,
1178.360,4.970,-4.267,
1178.380,4.879,-4.634,
1178.400,4.783,-4.869,
1178.408,,,0.00
1178.420,4.683,-4.974,
1178.440,4.582,-4.961,
1178.460,4.483,-4.830,
1178.480,4.387,-4.595,
1178.500,4.298,-4.267,
1178.520,4.216,-3.862,
1178.540,4.142,-3.390,
1178.560,4.079,-2.880,
1178.580,4.028,-2.330,
1178.600,3.985,-1.754,
1178.620,3.957,-1.165,
1178.640,3.940,-0.576,
1178.660,3.933,1.110E-14,
1178.680,3.940,0.576,
1178.700,3.957,1.126,
1178.720,3.985,1.636,
1178.740,4.023,2.107,
1178.760,4.070,2.539,
1178.780,4.125,2.932,
1178.800,4.188,3.259,
1178.820,4.257,3.521,
1178.840,4.329,3.704,
1178.860,4.406,3.796,
1178.880,4.483,3.796,
1178.900,4.558,3.704,
1178.920,4.632,3.521,
1178.940,4.701,3.233,
1178.960,4.763,2.841,
1178.980,4.816,2.369,
1179.000,4.858,1.820,
1179.020,4.890,1.204,
1179.040,4.907,0.550,
1179.060,4.912,-0.144,
1179.080,4.902,-0.864,
1179.100,4.877,-1.597,
1179.120,4.838,-2.317,
1179.140,4.785,-2.985,
1179.160,4.717,-3.600,
1179.180,4.640,-4.150,
1179.200,4.551,-4.621,
1179.220,4.453,-5.000,
1179.240,4.350,-5.275,
1179.260,4.241,-5.472,
1179.280,4.130,-5.563,
1179.300,4.017,-5.550,
1179.320,3.907,-5.445,
1179.340,3.798,-5.262,
1179.360,3.695,-5.000,
1179.380,3.597,-4.673,
1179.400,3.508,-4.294,
1179.405,,,1.00
1179.420,3.424,-3.875,
1179.440,3.352,-3.430,
1179.460,3.288,-2.945,
1179.475,,,0.00
1179.480,3.233,-2.435,
1179.500,3.190,-1.898,
1179.520,3.157,-1.348,
1179.540,3.135,-0.785,
1179.560,3.126,-0.209,
1179.580,3.127,0.367,
1179.600,3.140,0.942,
1179.620,3.165,1.532,
1179.640,3.201,2.134,
1179.660,3.250,2.762,
1179.680,3.311,3.403,
1179.700,3.387,4.032,
1179.720,3.473,4.647,
1179.740,3.572,5.249,
1179.760,3.684,5.851,
1179.780,3.806,6.414,
1179.800,3.941,6.912,
1179.820,4.084,7.330,
1179.840,4.235,7.658,
1179.860,4.392,7.880,
1179.880,4.552,7.959,
1179.900,4.712,7.867,
1179.920,4.869,7.605,
1179.940,5.019,7.160,
1179.960,5.158,6.545,
1179.980,5.283,5.760,
1180.000,5.391,4.804,
1180.020,5.477,3.704,
1180.040,5.540,2.500,
1180.060,5.578,1.230,
1180.080,5.590,-0.092,
1180.100,5.575,-1.440,
1180.120,5.532,-2.775,
1180.140,5.463,-4.058,
1180.160,5.369,-5.275,
1180.180,5.251,-6.414,
1180.200,5.111,-7.435,
1180.220,4.951,-8.312,
1180.240,4.777,-9.019,
1180.260,4.588,-9.569,
1180.280,4.392,-9.948,
1180.300,4.188,-10.158,
1180.320,3.984,-10.223,
1180.340,3.778,-10.171,
1180.360,3.575,-10.040,
1180.380,3.376,-9.831,
1180.400,3.181,-9.582,
1180.420,2.992,-9.307,
1180.440,2.809,-9.045,
1180.460,2.631,-8.810,
1180.469,,,1.00
1180.480,2.457,-8.613,
1180.500,2.287,-8.469,
1180.520,2.119,-8.378,
1180.540,1.953,-8.338,
1180.540,,,0.00
1180.560,1.786,-8.325,
1180.580,1.619,-8.351,
1180.600,1.453,-8.417,
1180.620,1.283,-8.508,
1180.640,1.112,-8.613,
1180.660,0.939,-8.705,
1180.680,0.763,-8.783,
1180.700,0.587,-8.823,
1180.720,0.410,-8.783,
1180.740,0.234,-8.652,
1180.760,0.063,-8.417,
1180.780,-0.104,-8.077,
1180.800,-0.262,-7.618,
1180.820,-0.410,-7.029,
1180.840,-0.545,-6.322,
1180.860,-0.664,-5.498,
1180.880,-0.767,-4.581,
1180.900,-0.848,-3.613,
1180.920,-0.911,-2.605,
1180.940,-0.953,-1.584,
1180.960,-0.974,-0.563,
1180.980,-0.975,0.432,
1181.000,-0.957,1.374,
1181.020,-0.919,2.238,
1181.040,-0.866,2.998,
1181.060,-0.798,3.652,
1181.080,-0.718,4.202,
1181.100,-0.628,4.621,
1181.120,-0.531,4.883,
1181.140,-0.430,5.000,
1181.160,-0.330,4.987,
1181.180,-0.229,4.869,
1181.200,-0.134,4.634,
1181.220,-0.042,4.280,
1181.240,0.039,3.822,
1181.260,0.112,3.299,
1181.280,0.171,2.736,
1181.300,0.221,2.147,
1181.320,0.258,1.532,
1181.340,0.283,0.903,
1181.360,0.294,0.301,
1181.380,0.294,-0.262,
1181.400,0.283,-0.785,
1181.420,0.262,-1.270,
1181.440,0.231,-1.689,
1181.460,0.193,-2.042,
1181.480,0.149,-2.330,
1181.500,0.099,-2.553,
1181.520,0.046,-2.683,
1181.534,,,1.00
1181.540,-0.009,-2.736,
1181.560,-0.064,-2.723,
1181.580,-0.119,-2.631,
1181.600,-0.171,-2.448,
1181.605,,,0.00
1181.620,-0.218,-2.186,
1181.640,-0.259,-1.859,
1181.660,-0.294,-1.479,
1181.680,-0.319,-1.060,
1181.700,-0.336,-0.602,
1181.720,-0.344,-0.118,
1181.740,-0.341,0.393,
1181.760,-0.328,0.903,
1181.780,-0.305,1.388,
1181.800,-0.272,1.846,
1181.820,-0.231,2.265,
1181.840,-0.181,2.644,
1181.860,-0.124,2.985,
1181.880,-0.061,3.272,
1181.900,0.008,3.495,
1181.920,0.080,3.639,
1181.940,0.154,3.718,
1181.960,0.229,3.744,
1181.980,0.305,3.691,
1182.000,0.379,3.560,
1182.020,0.448,3.364,
1182.040,0.514,3.115,
1182.060,0.573,2.801,
1182.080,0.627,2.422,
1182.100,0.671,2.003,
1182.120,0.707,1.545,
1182.140,0.734,1.047,
1182.160,0.749,0.497,
1182.180,0.754,-0.079,
1182.200,0.746,-0.681,
1182.220,0.727,-1.322,
1182.240,0.694,-1.990,
1182.260,0.647,-2.670,
1182.280,0.587,-3.338,
1182.300,0.514,-3.992,
1182.320,0.427,-4.647,
1182.340,0.328,-5.275,
1182.360,0.215,-5.851,
1182.380,0.093,-6.336,
1182.400,-0.039,-6.715,
1182.420,-0.178,-6.990,
1182.440,-0.320,-7.121,
1182.460,-0.465,-7.082,
1182.480,-0.606,-6.859,
1182.500,-0.741,-6.466,
1182.520,-0.867,-5.904,
1182.540,-0.980,-5.184,
1182.560,-1.076,-4.320,
1182.580,-1.155,-3.338,
1182.597,,,1.00
1182.600,-1.211,-2.251,
1182.620,-1.246,-1.086,
1182.640,-1.255,0.118,
1182.660,-1.241,1.348,
1182.667,,,0.00
1182.680,-1.202,2.579,
1182.700,-1.137,3.783,
1182.720,-1.049,4.922,
1182.740,-0.939,5.969,
1182.760,-0.809,6.912,
1182.780,-0.661,7.736,
1182.800,-0.498,8.430,
1182.820,-0.322,8.967,
1182.840,-0.137,9.346,
1182.860,0.053,9.582,
1182.880,0.248,9.700,
1182.900,0.443,9.700,
1182.920,0.638,9.595,
1182.940,0.828,9.425,
1182.960,1.015,9.215,
1182.980,1.197,9.006,
1183.000,1.374,8.783,
1183.020,1.549,8.574,
1183.040,1.717,8.391,
1183.060,1.883,8.247,
1183.080,2.047,8.155,
1183.100,2.209,8.090,
1183.120,2.370,8.063,
1183.140,2.531,8.077,
1183.160,2.692,8.142,
1183.180,2.856,8.247,
1183.200,3.022,8.378,
1183.220,3.190,8.522,
1183.240,3.363,8.652,
1183.260,3.537,8.744,
1183.280,3.713,8.770,
1183.300,3.889,8.744,
1183.320,4.064,8.639,
1183.340,4.236,8.430,
1183.360,4.403,8.077,
1183.380,4.562,7.579,
1183.400,4.708,6.964,
1183.420,4.841,6.231,
1183.440,4.959,5.393,
1183.460,5.058,4.464,
1183.480,5.138,3.469,
1183.500,5.198,2.422,
1183.520,5.235,1.348,
1183.540,5.251,0.301,
1183.560,5.246,-0.681,
1183.580,5.223,-1.597,
1183.600,5.182,-2.435,
1183.620,5.124,-3.181,
1183.640,5.053,-3.822,
1183.657,,,1.00
1183.660,4.970,-4.346,
1183.680,4.877,-4.752,
1183.700,4.778,-5.013,
1183.720,4.675,-5.144,
1183.727,,,0.00
1183.740,4.571,-5.144,
1183.760,4.467,-5.027,
1183.780,4.368,-4.817,
1183.800,4.274,-4.503,
1183.820,4.186,-4.110,
1183.840,4.109,-3.639,
1183.860,4.040,-3.115,
1183.880,3.984,-2.539,
1183.900,3.938,-1.924,
1183.920,3.907,-1.322,
1183.940,3.886,-0.720,
1183.960,3.877,-0.118,
1183.980,3.881,0.484,
1184.000,3.897,1.060,
1184.020,3.924,1.597,
1184.040,3.962,2.121,
1184.060,4.009,2.605,
1184.080,4.067,3.037,
1184.100,4.131,3.416,
1184.120,4.203,3.731,
1184.140,4.282,3.979,
1184.160,4.364,4.136,
1184.180,4.448,4.202,
1184.200,4.533,4.176,
1184.220,4.617,4.032,
1184.240,4.697,3.783,
1184.260,4.769,3.430,
1184.280,4.835,2.985,
1184.300,4.890,2.448,
1184.320,4.934,1.820,
1184.340,4.964,1.126,
1184.360,4.979,0.393,
1184.380,4.979,-0.367,
1184.400,4.965,-1.152,
1184.420,4.934,-1.924,
1184.440,4.887,-2.670,
1184.460,4.827,-3.377,
1184.480,4.752,-4.032,
1184.500,4.664,-4.621,
1184.520,4.566,-5.105,
1184.540,4.458,-5.498,
1184.560,4.345,-5.786,
1184.580,4.225,-5.969,
1184.600,4.104,-6.048,
1184.620,3.982,-6.008,
1184.640,3.863,-5.877,
1184.660,3.746,-5.681,
1184.680,3.635,-5.419,
1184.700,3.528,-5.092,
1184.720,3.431,-4.712,
1184.725,,,1.00
1184.740,3.340,-4.280,
1184.760,3.258,-3.822,
1184.780,3.187,-3.338,
1184.795,,,0.00
1184.800,3.124,-2.854,
1184.820,3.072,-2.356,
1184.840,3.030,-1.820,
1184.860,2.999,-1.270,
1184.880,2.980,-0.707,
1184.900,2.970,-0.157,
1184.920,2.974,0.393,
1184.940,2.986,0.956,
1184.960,3.011,1.518,
1184.980,3.047,2.094,
1185.000,3.094,2.683,
1185.020,3.154,3.299,
1185.040,3.226,3.927,
1185.060,3.311,4.542,
1185.080,3.409,5.144,
1185.100,3.517,5.720,
1185.120,3.638,6.283,
1185.140,3.768,6.820,
1185.160,3.911,7.291,
1185.180,4.062,7.671,
1185.200,4.219,7.946,
1185.220,4.381,8.116,
1185.240,4.546,8.142,
1185.260,4.709,7.985,
1185.280,4.868,7.645,
1185.300,5.017,7.121,
1185.320,5.155,6.414,
1185.340,5.276,5.550,
1185.360,5.378,4.529,
1185.380,5.460,3.377,
1185.400,5.515,2.121,
1185.420,5.545,0.798,
1185.440,5.548,-0.550,
1185.460,5.523,-1.911,
1185.480,5.471,-3.233,
1185.500,5.393,-4.503,
1185.520,5.290,-5.694,
1185.540,5.163,-6.768,
1185.560,5.017,-7.697,
1185.580,4.854,-8.469,
1185.600,4.676,-9.071,
1185.620,4.488,-9.490,
1185.640,4.295,-9.739,
1185.660,4.097,-9.831,
1185.680,3.899,-9.778,
1185.700,3.704,-9.608,
1185.720,3.514,-9.359,
1185.740,3.329,-9.058,
1185.760,3.151,-8.718,
1185.780,2.980,-8.364,
1185.784,,,1.00
1185.800,2.816,-8.011,
1185.820,2.659,-7.671,
1185.840,2.510,-7.370,
1185.854,,,0.00
1185.860,2.366,-7.121,
1185.880,2.226,-6.925,
1185.900,2.089,-6.754,
1185.920,1.956,-6.610,
1185.940,1.825,-6.493,
1185.960,1.696,-6.427,
1185.980,1.569,-6.401,
1186.000,1.440,-6.401,
1186.020,1.313,-6.414,
1186.040,1.184,-6.440,
1186.060,1.056,-6.493,
1186.080,0.925,-6.558,
1186.100,0.793,-6.624,
1186.120,0.660,-6.676,
1186.140,0.526,-6.702,
1186.160,0.391,-6.676,
1186.180,0.258,-6.584,
1186.200,0.127,-6.440,
1186.220,4.724E-14,-6.257,
1186.240,-0.124,-6.008,
1186.260,-0.242,-5.681,
1186.280,-0.352,-5.288,
1186.300,-0.454,-4.843,
1186.320,-0.547,-4.333,
1186.340,-0.628,-3.770,
1186.360,-0.697,-3.181,
1186.380,-0.756,-2.579,
1186.400,-0.801,-1.977,
1186.420,-0.834,-1.374,
1186.440,-0.856,-0.798,
1186.460,-0.866,-0.249,
1186.480,-0.866,0.275,
1186.500,-0.855,0.746,
1186.520,-0.834,1.152,
1186.540,-0.807,1.492,
1186.560,-0.774,1.793,
1186.580,-0.735,2.055,
1186.600,-0.691,2.265,
1186.620,-0.644,2.422,
1186.640,-0.594,2.526,
1186.660,-0.542,2.592,
1186.680,-0.490,2.618,
1186.700,-0.437,2.631,
1186.720,-0.385,2.631,
1186.740,-0.331,2.605,
1186.760,-0.280,2.566,
1186.780,-0.229,2.513,
1186.800,-0.179,2.461,
1186.820,-0.130,2.409,
1186.840,-0.083,2.343,
1186.845,,,1.00
1186.860,-0.036,2.291,
1186.880,0.008,2.238,
1186.900,0.053,2.186,
1186.917,,,0.00
1186.920,0.096,2.134,
1186.940,0.138,2.081,
1186.960,0.179,2.055,
1186.980,0.220,2.029,
1187.000,0.261,2.003,
1187.020,0.300,1.963,
1187.040,0.339,1.911,
1187.060,0.377,1.859,
1187.080,0.413,1.806,
1187.100,0.449,1.767,
1187.120,0.484,1.715,
1187.140,0.518,1.636,
1187.160,0.550,1.545,
1187.180,0.580,1.440,
1187.200,0.608,1.322,
1187.220,0.633,1.178,
1187.240,0.655,1.008,
1187.260,0.674,0.825,
1187.280,0.688,0.615,
1187.300,0.699,0.393,
1187.320,0.704,0.144,
1187.340,0.705,-0.144,
1187.360,0.699,-0.458,
1187.380,0.686,-0.798,
1187.400,0.668,-1.152,
1187.420,0.641,-1.532,
1187.440,0.606,-1.950,
1187.460,0.564,-2.395,
1187.480,0.511,-2.854,
1187.500,0.449,-3.325,
1187.520,0.379,-3.809,
1187.540,0.297,-4.307,
1187.560,0.206,-4.778,
1187.580,0.105,-5.210,
1187.600,-0.003,-5.589,
1187.620,-0.119,-5.904,
1187.640,-0.240,-6.139,
1187.660,-0.366,-6.283,
1187.680,-0.493,-6.309,
1187.700,-0.620,-6.192,
1187.720,-0.743,-5.930,
1187.740,-0.859,-5.524,
1187.760,-0.966,-4.974,
1187.780,-1.060,-4.280,
1187.800,-1.139,-3.469,
1187.820,-1.200,-2.553,
1187.840,-1.243,-1.558,
1187.860,-1.263,-0.497,
1187.880,-1.263,0.602,
1187.900,-1.239,1.715,
1187.903,,,1.00
1187.920,-1.194,2.814,
1187.940,-1.126,3.862,
1187.960,-1.038,4.869,
1187.974,,,0.00
1187.980,-0.931,5.812,
1188.000,-0.804,6.676,
1188.020,-0.663,7.422,
1188.040,-0.506,8.037,
1188.060,-0.339,8.535,
1188.080,-0.163,8.888,
1188.100,0.019,9.111,
1188.120,0.203,9.215,
1188.140,0.388,9.215,
1188.160,0.573,9.124,
1188.180,0.754,8.967,
1188.200,0.931,8.783,
1188.220,1.106,8.600,
1188.240,1.275,8.417,
1188.260,1.442,8.247,
1188.280,1.605,8.103,
1188.300,1.766,7.998,
1188.320,1.924,7.946,
1188.340,2.083,7.933,
1188.360,2.242,7.959,
1188.380,2.400,8.037,
1188.400,2.562,8.168,
1188.420,2.727,8.351,
1188.440,2.895,8.561,
1188.460,3.069,8.783,
1188.480,3.247,9.006,
1188.500,3.429,9.215,
1188.520,3.616,9.412,
1188.540,3.806,9.543,
1188.560,3.999,9.569,
1188.580,4.191,9.464,
1188.600,4.379,9.215,
1188.620,4.562,8.810,
1188.640,4.734,8.234,
1188.660,4.893,7.501,
1188.680,5.036,6.610,
1188.700,5.160,5.576,
1188.720,5.261,4.424,
1188.740,5.338,3.194,
1188.760,5.389,1.911,
1188.780,5.415,0.602,
1188.800,5.413,-0.668,
1188.820,5.386,-1.872,
1188.840,5.338,-2.998,
1188.860,5.265,-4.019,
1188.880,5.174,-4.922,
1188.900,5.067,-5.668,
1188.920,4.945,-6.257,
1188.940,4.814,-6.689,
1188.960,4.676,-6.951,
1188.961,,,1.00
1188.980,4.533,-7.055,
1189.000,4.392,-7.003,
1189.020,4.252,-6.820,
1189.031,,,0.00
1189.040,4.117,-6.519,
1189.060,3.990,-6.100,
1189.080,3.872,-5.603,
1189.100,3.765,-5.040,
1189.120,3.669,-4.424,
1189.140,3.588,-3.770,
1189.160,3.519,-3.089,
1189.180,3.464,-2.395,
1189.200,3.423,-1.702,
1189.220,3.396,-1.021,
1189.240,3.382,-0.340,
1189.260,3.382,0.340,
1189.280,3.396,1.008,
1189.300,3.423,1.649,
1189.320,3.462,2.278,
1189.340,3.514,2.880,
1189.360,3.578,3.456,
1189.380,3.652,4.019,
1189.400,3.738,4.555,
1189.420,3.836,5.027,
1189.440,3.941,5.419,
1189.460,4.053,5.747,
1189.480,4.172,5.995,
1189.500,4.295,6.126,
1189.520,4.419,6.126,
1189.540,4.541,6.008,
1189.560,4.661,5.773,
1189.580,4.774,5.393,
1189.600,4.879,4.869,
1189.620,4.970,4.215,
1189.640,5.049,3.443,
1189.660,5.110,2.579,
1189.680,5.152,1.636,
1189.700,5.176,0.641,
1189.720,5.179,-0.380,
1189.740,5.160,-1.401,
1189.760,5.122,-2.395,
1189.780,5.064,-3.351,
1189.800,4.987,-4.241,
1189.820,4.893,-5.027,
1189.840,4.785,-5.694,
1189.860,4.664,-6.244,
1189.880,4.533,-6.663,
1189.900,4.395,-6.938,
1189.920,4.254,-7.069,
1189.940,4.111,-7.069,
1189.960,3.969,-6.964,
1189.980,3.831,-6.768,
1190.000,3.698,-6.480,
1190.020,3.570,-6.113,
1190.024,,,1.00
1190.040,3.453,-5.694,
1190.060,3.343,-5.249,
1190.080,3.242,-4.778,
1190.093,,,0.00
1190.100,3.151,-4.267,
1190.120,3.071,-3.731,
1190.140,3.002,-3.181,
1190.160,2.944,-2.631,
1190.180,2.897,-2.068,
1190.200,2.860,-1.505,
1190.220,2.837,-0.942,
1190.240,2.823,-0.393,
1190.260,2.821,0.144,
1190.280,2.829,0.694,
1190.300,2.848,1.244,
1190.320,2.879,1.793,
1190.340,2.920,2.330,
1190.360,2.972,2.867,
1190.380,3.035,3.416,
1190.400,3.109,3.966,
1190.420,3.193,4.516,
1190.440,3.289,5.053,
1190.460,3.396,5.576,
1190.480,3.512,6.087,
1190.500,3.640,6.571,
1190.520,3.776,7.003,
1190.540,3.921,7.343,
1190.560,4.072,7.592,
1190.580,4.225,7.736,
1190.600,4.383,7.736,
1190.620,4.538,7.592,
1190.640,4.687,7.291,
1190.660,4.832,6.833,
1190.680,4.964,6.205,
1190.700,5.082,5.406,
1190.720,5.182,4.477,
1190.740,5.262,3.430,
1190.760,5.320,2.291,
1190.780,5.355,1.086,
1190.800,5.364,-0.144,
1190.820,5.349,-1.374,
1190.840,5.309,-2.566,
1190.860,5.245,-3.691,
1190.880,5.160,-4.739,
1190.900,5.055,-5.681,
1190.920,4.931,-6.493,
1190.940,4.793,-7.134,
1190.960,4.643,-7.605,
1190.980,4.486,-7.919,
1191.000,4.324,-8.077,
1191.020,4.161,-8.090,
1191.040,3.999,-7.972,
1191.060,3.841,-7.736,
1191.080,3.688,-7.396,
1191.087,,,1.00
1191.100,3.544,-6.977,
1191.120,3.409,-6.519,
1191.140,3.283,-6.034,
1191.157,,,0.00
1191.160,3.167,-5.524,
1191.180,3.061,-4.987,
1191.200,2.967,-4.451,
1191.220,2.884,-3.927,
1191.240,2.810,-3.403,
1191.260,2.747,-2.880,
1191.280,2.695,-2.356,
1191.300,2.653,-1.846,
1191.320,2.622,-1.335,
1191.340,2.600,-0.825,
1191.360,2.589,-0.340,
1191.380,2.587,0.118,
1191.400,2.593,0.563,
1191.420,2.609,1.021,
1191.440,2.634,1.466,
1191.460,2.669,1.885,
1191.480,2.710,2.304,
1191.500,2.760,2.736,
1191.520,2.820,3.168,
1191.540,2.887,3.574,
1191.560,2.963,3.966,
1191.580,3.046,4.359,
1191.600,3.137,4.739,
1191.620,3.236,5.105,
1191.640,3.341,5.459,
1191.660,3.454,5.773,
1191.680,3.574,6.034,
1191.700,3.696,6.244,
1191.720,3.823,6.401,
1191.740,3.954,6.493,
1191.760,4.084,6.480,
1191.780,4.214,6.349,
1191.800,4.340,6.100,
1191.820,4.459,5.747,
1191.840,4.571,5.301,
1191.860,4.673,4.752,
1191.880,4.763,4.097,
1191.900,4.838,3.351,
1191.920,4.898,2.553,
1191.940,4.940,1.728,
1191.960,4.967,0.890,
1191.980,4.976,0.065,
1192.000,4.968,-0.733,
1192.020,4.946,-1.466,
1192.040,4.909,-2.134,
1192.060,4.860,-2.723,
1192.080,4.799,-3.207,
1192.100,4.730,-3.600,
1192.120,4.654,-3.888,
1192.140,4.573,-4.071,
1192.151,,,1.00
1192.160,4.489,-4.136,
1192.180,4.406,-4.097,
1192.200,4.324,-3.979,
1192.220,4.246,-3.770,
1192.221,,,0.00
1192.240,4.172,-3.456,
1192.260,4.106,-3.063,
1192.280,4.050,-2.631,
1192.300,4.001,-2.160,
1192.320,3.962,-1.636,
1192.340,3.935,-1.073,
1192.360,3.919,-0.511,
1192.380,3.914,0.052,
1192.400,3.921,0.615,
1192.420,3.940,1.178,
1192.440,3.968,1.728,
1192.460,4.009,2.265,
1192.480,4.059,2.788,
1192.500,4.120,3.259,
1192.520,4.191,3.678,
1192.540,4.268,4.019,
1192.560,4.353,4.294,
1192.580,4.441,4.503,
1192.600,4.533,4.621,
1192.620,4.628,4.634,
1192.640,4.720,4.529,
1192.660,4.810,4.320,
1192.680,4.895,3.992,
1192.700,4.972,3.560,
1192.720,5.038,3.024,
1192.740,5.094,2.382,
1192.760,5.135,1.649,
1192.780,5.160,0.851,
1192.800,5.169,0.026,
1192.820,5.162,-0.825,
1192.840,5.137,-1.689,
1192.860,5.094,-2.553,
1192.880,5.034,-3.390,
1192.900,4.957,-4.189,
1192.920,4.866,-4.935,
1192.940,4.760,-5.603,
1192.960,4.640,-6.178,
1192.980,4.511,-6.637,
1193.000,4.373,-6.990,
1193.020,4.230,-7.226,
1193.040,4.083,-7.357,
1193.060,3.935,-7.396,
1193.080,3.786,-7.343,
1193.100,3.640,-7.213,
1193.120,3.497,-7.016,
1193.140,3.358,-6.781,
1193.160,3.225,-6.506,
1193.180,3.098,-6.205,
1193.200,2.977,-5.877,
1193.213,,,1.00
1193.220,2.862,-5.537,
1193.240,2.755,-5.197,
1193.260,2.655,-4.869,
1193.280,2.560,-4.555,
1193.283,,,0.00
1193.300,2.472,-4.254,
1193.320,2.391,-3.966,
1193.340,2.314,-3.678,
1193.360,2.243,-3.403,
1193.380,2.179,-3.142,
1193.400,2.117,-2.906,
1193.420,2.062,-2.683,
1193.440,2.011,-2.474,
1193.460,1.963,-2.291,
1193.480,1.920,-2.121,
1193.500,1.879,-1.963,
1193.520,1.841,-1.820,
1193.540,1.806,-1.689,
1193.560,1.773,-1.584,
1193.580,1.744,-1.518,
1193.600,1.714,-1.492,
1193.620,1.684,-1.479,
1193.640,1.654,-1.479,
1193.660,1.626,-1.532,
1193.680,1.594,-1.636,
1193.700,1.560,-1.780,
1193.720,1.524,-1.937,
1193.740,1.483,-2.147,
1193.760,1.439,-2.422,
1193.780,1.387,-2.736,
1193.800,1.329,-3.102,
1193.820,1.264,-3.521,
1193.840,1.189,-3.992,
1193.860,1.104,-4.503,
1193.880,1.010,-5.066,
1193.900,0.903,-5.681,
1193.920,0.782,-6.309,
1193.940,0.650,-6.938,
1193.960,0.506,-7.553,
1193.980,0.347,-8.129,
1194.000,0.179,-8.639,
1194.020,0.002,-9.045,
1194.040,-0.185,-9.333,
1194.060,-0.374,-9.451,
1194.080,-0.565,-9.386,
1194.100,-0.752,-9.137,
1194.120,-0.933,-8.666,
1194.140,-1.103,-7.985,
1194.160,-1.255,-7.108,
1194.180,-1.389,-6.061,
1194.200,-1.500,-4.856,
1194.220,-1.585,-3.508,
1194.240,-1.641,-2.068,
1194.260,-1.668,-0.589,
1194.278,,,1.00
1194.280,-1.665,0.916,
1194.300,-1.632,2.435,
1194.320,-1.568,3.953,
1194.340,-1.473,5.419,
1194.350,,,0.00
1194.360,-1.349,6.794,
1194.380,-1.200,8.063,
1194.400,-1.026,9.202,
1194.420,-0.829,10.184,
1194.440,-0.616,10.956,
1194.460,-0.388,11.519,
1194.480,-0.152,11.899,
1194.500,0.090,12.108,
1194.520,0.335,12.161,
1194.540,0.578,12.082,
1194.560,0.818,11.925,
1194.580,1.056,11.742,
1194.600,1.288,11.558,
1194.620,1.517,11.401,
1194.640,1.744,11.297,
1194.660,1.968,11.270,
1194.680,2.193,11.323,
1194.700,2.421,11.454,
1194.720,2.650,11.663,
1194.740,2.886,11.951,
1194.760,3.127,12.305,
