"Time (s) 0pi lagt til højre","Angle, Ch P2 (rad) 0pi lagt til højre","Angular Velocity, Ch P2 (rad/s) 0pi lagt til højre","State 0pi lagt til højre"
305.820,4.876,-1.335,
305.840,4.841,-2.029,
305.860,4.794,-2.697,
305.880,4.733,-3.325,
305.900,4.661,-3.901,
305.920,4.576,-4.398,
305.940,4.483,-4.817,
305.960,4.383,-5.144,
305.980,4.276,-5.380,
306.000,4.166,-5.524,
306.020,4.054,-5.563,
306.040,3.941,-5.498,
306.060,3.833,-5.341,
306.080,3.728,-5.118,
306.100,3.627,-4.843,
306.120,3.533,-4.503,
306.139,,,1.00
306.140,3.446,-4.110,
306.160,3.368,-3.691,
306.180,3.299,-3.246,
306.200,3.237,-2.762,
306.209,,,0.00
306.220,3.187,-2.251,
306.240,3.148,-1.715,
306.260,3.118,-1.165,
306.280,3.101,-0.615,
306.300,3.094,-0.052,
306.320,3.098,0.511,
306.340,3.115,1.100,
306.360,3.142,1.702,
306.380,3.182,2.304,
306.400,3.234,2.932,
306.420,3.299,3.560,
306.440,3.377,4.202,
306.460,3.467,4.830,
306.480,3.570,5.432,
306.500,3.685,6.008,
306.520,3.811,6.545,
306.540,3.947,7.042,
306.560,4.093,7.461,
306.580,4.247,7.775,
306.600,4.406,7.972,
306.620,4.568,8.024,
306.640,4.730,7.906,
306.660,4.887,7.605,
306.680,5.036,7.121,
306.700,5.174,6.466,
306.720,5.297,5.642,
306.740,5.402,4.660,
306.760,5.485,3.534,
306.780,5.545,2.304,
306.800,5.578,1.008,
306.820,5.586,-0.340,
306.840,5.565,-1.702,
306.860,5.517,-3.037,
306.880,5.443,-4.307,
306.900,5.344,-5.498,
306.920,5.221,-6.610,
306.940,5.078,-7.605,
306.960,4.915,-8.443,
306.980,4.738,-9.111,
307.000,4.549,-9.608,
307.020,4.351,-9.961,
307.040,4.148,-10.145,
307.060,3.943,-10.171,
307.080,3.740,-10.079,
307.100,3.539,-9.909,
307.120,3.343,-9.673,
307.140,3.151,-9.399,
307.160,2.967,-9.111,
307.180,2.787,-8.836,
307.199,,,1.00
307.200,2.614,-8.587,
307.220,2.444,-8.378,
307.240,2.279,-8.234,
307.260,2.116,-8.116,
307.269,,,0.00
307.280,1.954,-8.037,
307.300,1.795,-8.011,
307.320,1.635,-8.037,
307.340,1.473,-8.103,
307.360,1.312,-8.168,
307.380,1.147,-8.260,
307.400,0.982,-8.351,
307.420,0.812,-8.430,
307.440,0.644,-8.469,
307.460,0.473,-8.443,
307.480,0.305,-8.351,
307.500,0.138,-8.168,
307.520,-0.024,-7.893,
307.540,-0.179,-7.487,
307.560,-0.325,-6.977,
307.580,-0.459,-6.362,
307.600,-0.581,-5.642,
307.620,-0.686,-4.830,
307.640,-0.774,-3.953,
307.660,-0.845,-3.037,
307.680,-0.897,-2.068,
307.700,-0.928,-1.086,
307.720,-0.939,-0.144,
307.740,-0.933,0.733,
307.760,-0.909,1.545,
307.780,-0.870,2.278,
307.800,-0.817,2.919,
307.820,-0.752,3.456,
307.840,-0.677,3.875,
307.860,-0.595,4.176,
307.880,-0.509,4.346,
307.900,-0.419,4.398,
307.920,-0.331,4.333,
307.940,-0.245,4.150,
307.960,-0.163,3.875,
307.980,-0.090,3.508,
308.000,-0.022,3.089,
308.020,0.035,2.618,
308.040,0.083,2.107,
308.060,0.119,1.597,
308.080,0.146,1.086,
308.100,0.163,0.589,
308.120,0.170,0.105,
308.140,0.167,-0.340,
308.160,0.156,-0.720,
308.180,0.137,-1.034,
308.200,0.113,-1.296,
308.220,0.085,-1.518,
308.240,0.052,-1.689,
308.256,,,1.00
308.260,0.016,-1.780,
308.280,-0.020,-1.793,
308.300,-0.057,-1.741,
308.320,-0.091,-1.623,
308.326,,,0.00
308.340,-0.123,-1.453,
308.360,-0.149,-1.230,
308.380,-0.173,-0.956,
308.400,-0.188,-0.641,
308.420,-0.198,-0.301,
308.440,-0.201,0.052,
308.460,-0.196,0.419,
308.480,-0.184,0.785,
308.500,-0.165,1.152,
308.520,-0.138,1.505,
308.540,-0.104,1.833,
308.560,-0.064,2.121,
308.580,-0.019,2.369,
308.600,0.031,2.566,
308.620,0.085,2.710,
308.640,0.140,2.827,
308.660,0.198,2.893,
308.680,0.258,2.880,
308.700,0.314,2.788,
308.720,0.369,2.657,
308.740,0.421,2.487,
308.760,0.470,2.251,
308.780,0.512,1.950,
308.800,0.548,1.610,
308.820,0.576,1.230,
308.840,0.598,0.812,
308.860,0.609,0.353,
308.880,0.613,-0.144,
308.900,0.605,-0.668,
308.920,0.586,-1.217,
308.940,0.556,-1.780,
308.960,0.515,-2.369,
308.980,0.462,-2.971,
309.000,0.396,-3.574,
309.020,0.319,-4.163,
309.040,0.229,-4.725,
309.060,0.129,-5.236,
309.080,0.019,-5.681,
309.100,-0.099,-6.034,
309.120,-0.225,-6.283,
309.140,-0.352,-6.401,
309.160,-0.482,-6.362,
309.180,-0.609,-6.165,
309.200,-0.730,-5.812,
309.220,-0.844,-5.328,
309.240,-0.946,-4.699,
309.260,-1.034,-3.914,
309.280,-1.104,-3.011,
309.300,-1.155,-2.016,
309.317,,,1.00
309.320,-1.186,-0.956,
309.340,-1.194,0.157,
309.360,-1.180,1.283,
309.380,-1.142,2.395,
309.388,,,0.00
309.400,-1.084,3.495,
309.420,-1.002,4.542,
309.440,-0.900,5.524,
309.460,-0.781,6.414,
309.480,-0.642,7.199,
309.500,-0.490,7.854,
309.520,-0.327,8.364,
309.540,-0.154,8.757,
309.560,0.025,9.019,
309.580,0.209,9.150,
309.600,0.393,9.163,
309.620,0.576,9.071,
309.640,0.757,8.914,
309.660,0.933,8.731,
309.680,1.106,8.535,
309.700,1.275,8.325,
309.720,1.439,8.116,
309.740,1.599,7.919,
309.760,1.756,7.762,
309.780,1.909,7.645,
309.800,2.061,7.566,
309.820,2.212,7.514,
309.840,2.361,7.487,
309.860,2.510,7.501,
309.880,2.661,7.553,
309.900,2.812,7.631,
309.920,2.966,7.723,
309.940,3.121,7.828,
309.960,3.278,7.933,
309.980,3.438,8.037,
310.000,3.600,8.103,
310.020,3.764,8.090,
310.040,3.925,7.998,
310.060,4.084,7.828,
310.080,4.240,7.579,
310.100,4.389,7.226,
310.120,4.530,6.754,
310.140,4.661,6.165,
310.160,4.778,5.485,
310.180,4.880,4.725,
310.200,4.968,3.888,
310.220,5.038,2.998,
310.240,5.088,2.094,
310.260,5.121,1.217,
310.280,5.137,0.353,
310.300,5.135,-0.471,
310.320,5.116,-1.230,
310.340,5.085,-1.911,
310.360,5.039,-2.513,
310.370,,,1.00
310.380,4.983,-3.037,
310.400,4.917,-3.456,
310.420,4.843,-3.757,
310.439,,,0.00
310.440,4.764,-3.940,
310.460,4.684,-4.019,
310.480,4.602,-4.019,
310.500,4.522,-3.927,
310.520,4.444,-3.731,
310.540,4.372,-3.430,
310.560,4.306,-3.063,
310.580,4.249,-2.657,
310.600,4.199,-2.212,
310.620,4.159,-1.728,
310.640,4.130,-1.217,
310.660,4.111,-0.707,
310.680,4.101,-0.183,
310.700,4.103,0.327,
310.720,4.115,0.812,
310.740,4.136,1.257,
310.760,4.166,1.662,
310.780,4.203,2.029,
310.800,4.247,2.356,
310.820,4.298,2.631,
310.840,4.354,2.841,
310.860,4.412,2.971,
310.880,4.474,3.024,
310.900,4.535,2.985,
310.920,4.595,2.854,
310.940,4.650,2.657,
310.960,4.701,2.382,
310.980,4.747,2.016,
311.000,4.783,1.571,
311.020,4.810,1.073,
311.040,4.827,0.537,
311.060,4.832,-0.039,
311.080,4.825,-0.641,
311.100,4.807,-1.270,
311.120,4.775,-1.898,
311.140,4.730,-2.500,
311.160,4.675,-3.063,
311.180,4.607,-3.587,
311.200,4.530,-4.058,
311.220,4.444,-4.451,
311.240,4.351,-4.765,
311.260,4.252,-5.000,
311.280,4.150,-5.144,
311.300,4.045,-5.171,
311.320,3.941,-5.092,
311.340,3.841,-4.948,
311.360,3.743,-4.752,
311.380,3.649,-4.490,
311.400,3.563,-4.150,
311.420,3.482,-3.770,
311.422,,,1.00
311.440,3.412,-3.364,
311.460,3.347,-2.919,
311.480,3.294,-2.435,
311.491,,,0.00
311.500,3.250,-1.911,
311.520,3.217,-1.374,
311.540,3.195,-0.825,
311.560,3.184,-0.275,
311.580,3.184,0.288,
311.600,3.195,0.877,
311.620,3.219,1.492,
311.640,3.255,2.107,
311.660,3.303,2.723,
311.680,3.363,3.351,
311.700,3.437,3.992,
311.720,3.523,4.634,
311.740,3.622,5.249,
311.760,3.734,5.825,
311.780,3.856,6.362,
311.800,3.988,6.859,
311.820,4.131,7.291,
311.840,4.282,7.605,
311.860,4.438,7.789,
311.880,4.595,7.841,
311.900,4.753,7.736,
311.920,4.907,7.461,
311.940,5.053,7.003,
311.960,5.190,6.362,
311.980,5.311,5.537,
312.000,5.413,4.568,
312.020,5.495,3.482,
312.040,5.554,2.291,
312.060,5.587,1.021,
312.080,5.595,-0.301,
312.100,5.576,-1.636,
312.120,5.529,-2.958,
312.140,5.457,-4.228,
312.160,5.360,-5.419,
312.180,5.239,-6.519,
312.200,5.097,-7.514,
312.220,4.937,-8.378,
312.240,4.760,-9.071,
312.260,4.571,-9.582,
312.280,4.375,-9.935,
312.300,4.172,-10.158,
312.320,3.966,-10.236,
312.340,3.760,-10.184,
312.360,3.558,-10.040,
312.380,3.358,-9.844,
312.400,3.164,-9.608,
312.420,2.974,-9.346,
312.440,2.790,-9.098,
312.460,2.611,-8.888,
312.475,,,1.00
312.480,2.435,-8.731,
312.500,2.262,-8.613,
312.520,2.091,-8.535,
312.540,1.921,-8.495,
312.545,,,0.00
312.560,1.751,-8.508,
312.580,1.582,-8.574,
312.600,1.409,-8.679,
312.620,1.235,-8.810,
312.640,1.057,-8.927,
312.660,0.877,-9.032,
312.680,0.696,-9.098,
312.700,0.512,-9.111,
312.720,0.330,-9.045,
312.740,0.149,-8.875,
312.760,-0.027,-8.587,
312.780,-0.196,-8.168,
312.800,-0.355,-7.631,
312.820,-0.503,-6.964,
312.840,-0.636,-6.165,
312.860,-0.751,-5.249,
312.880,-0.847,-4.254,
312.900,-0.922,-3.207,
312.920,-0.975,-2.121,
312.940,-1.007,-1.021,
312.960,-1.016,0.052,
312.980,-1.004,1.073,
313.000,-0.972,2.029,
313.020,-0.922,2.906,
313.040,-0.855,3.678,
313.060,-0.773,4.307,
313.080,-0.680,4.791,
313.100,-0.580,5.131,
313.120,-0.473,5.341,
313.140,-0.364,5.419,
313.160,-0.254,5.354,
313.180,-0.148,5.144,
313.200,-0.047,4.804,
313.220,0.046,4.372,
313.240,0.129,3.875,
313.260,0.201,3.312,
313.280,0.262,2.697,
313.300,0.309,2.042,
313.320,0.344,1.374,
313.340,0.364,0.707,
313.360,0.372,0.065,
313.380,0.366,-0.524,
313.400,0.350,-1.073,
313.420,0.324,-1.571,
313.440,0.286,-2.016,
313.460,0.242,-2.395,
313.480,0.190,-2.710,
313.500,0.132,-2.945,
313.520,0.071,-3.089,
313.529,,,1.00
313.540,0.008,-3.155,
313.560,-0.057,-3.142,
313.580,-0.119,-3.037,
313.600,,,0.00
313.600,-0.179,-2.841,
313.620,-0.234,-2.553,
313.640,-0.283,-2.199,
313.660,-0.322,-1.780,
313.680,-0.355,-1.309,
313.700,-0.375,-0.798,
313.720,-0.386,-0.262,
313.740,-0.386,0.275,
313.760,-0.375,0.825,
313.780,-0.353,1.361,
313.800,-0.320,1.872,
313.820,-0.278,2.343,
313.840,-0.226,2.762,
313.860,-0.167,3.129,
313.880,-0.101,3.430,
313.900,-0.028,3.678,
313.920,0.047,3.848,
313.940,0.127,3.940,
313.960,0.206,3.966,
313.980,0.286,3.914,
314.000,0.364,3.783,
314.020,0.438,3.574,
314.040,0.507,3.312,
314.060,0.572,2.985,
314.080,0.628,2.592,
314.100,0.675,2.147,
314.120,0.715,1.649,
314.140,0.743,1.100,
314.160,0.759,0.524,
314.180,0.763,-0.065,
314.200,0.757,-0.694,
314.220,0.737,-1.361,
314.240,0.702,-2.042,
314.260,0.655,-2.723,
314.280,0.594,-3.403,
314.300,0.518,-4.084,
314.320,0.430,-4.752,
314.340,0.328,-5.393,
314.360,0.214,-5.969,
314.380,0.088,-6.453,
314.400,-0.046,-6.820,
314.420,-0.187,-7.055,
314.440,-0.330,-7.147,
314.460,-0.474,-7.069,
314.480,-0.616,-6.807,
314.500,-0.749,-6.375,
314.520,-0.872,-5.786,
314.540,-0.983,-5.040,
314.560,-1.076,-4.136,
314.580,-1.150,-3.115,
314.582,,,1.00
314.600,-1.202,-2.016,
314.620,-1.232,-0.851,
314.640,-1.236,0.353,
314.654,,,0.00
314.660,-1.217,1.584,
314.680,-1.173,2.801,
314.700,-1.104,3.979,
314.720,-1.013,5.092,
314.740,-0.900,6.126,
314.760,-0.767,7.055,
314.780,-0.616,7.854,
314.800,-0.451,8.495,
314.820,-0.273,8.993,
314.840,-0.090,9.346,
314.860,0.102,9.569,
314.880,0.295,9.660,
314.900,0.490,9.621,
314.920,0.682,9.490,
314.940,0.870,9.294,
314.960,1.054,9.084,
314.980,1.233,8.862,
315.000,1.409,8.639,
315.020,1.579,8.430,
315.040,1.745,8.260,
315.060,1.909,8.129,
315.080,2.070,8.024,
315.100,2.229,7.946,
315.120,2.388,7.906,
315.140,2.545,7.906,
315.160,2.703,7.946,
315.180,2.862,8.024,
315.200,3.024,8.116,
315.220,3.187,8.221,
315.240,3.352,8.312,
315.260,3.520,8.378,
315.280,3.688,8.404,
315.300,3.856,8.364,
315.320,4.024,8.247,
315.340,4.188,8.024,
315.360,4.346,7.684,
315.380,4.497,7.239,
315.400,4.637,6.676,
315.420,4.766,6.008,
315.440,4.879,5.236,
315.460,4.976,4.385,
315.480,5.055,3.482,
315.500,5.116,2.553,
315.520,5.157,1.610,
315.540,5.180,0.668,
315.560,5.184,-0.236,
315.580,5.169,-1.073,
315.600,5.140,-1.820,
315.620,5.096,-2.500,
315.640,5.039,-3.089,
315.641,,,1.00
315.660,4.970,-3.574,
315.680,4.895,-3.953,
315.700,4.811,-4.215,
315.711,,,0.00
315.720,4.723,-4.372,
315.740,4.635,-4.411,
315.760,4.546,-4.346,
315.780,4.459,-4.176,
315.800,4.378,-3.901,
315.820,4.302,-3.547,
315.840,4.235,-3.142,
315.860,4.177,-2.683,
315.880,4.126,-2.186,
315.900,4.089,-1.662,
315.920,4.061,-1.113,
315.940,4.043,-0.563,
315.960,4.039,-0.013,
315.980,4.043,0.511,
316.000,4.059,1.008,
316.020,4.084,1.479,
316.040,4.119,1.898,
316.060,4.161,2.278,
316.080,4.210,2.618,
316.100,4.266,2.906,
316.120,4.328,3.115,
316.140,4.392,3.246,
316.160,4.458,3.299,
316.180,4.525,3.259,
316.200,4.590,3.129,
316.220,4.651,2.919,
316.240,4.708,2.618,
316.260,4.758,2.225,
316.280,4.797,1.754,
316.300,4.829,1.230,
316.320,4.847,0.668,
316.340,4.855,0.052,
316.360,4.851,-0.589,
316.380,4.832,-1.257,
316.400,4.800,-1.911,
316.420,4.755,-2.539,
316.440,4.698,-3.129,
316.460,4.629,-3.678,
316.480,4.551,-4.163,
316.500,4.461,-4.568,
316.520,4.367,-4.883,
316.540,4.265,-5.105,
316.560,4.161,-5.236,
316.580,4.054,-5.249,
316.600,3.949,-5.184,
316.620,3.847,-5.040,
316.640,3.746,-4.830,
316.660,3.652,-4.542,
316.680,3.564,-4.189,
316.694,,,1.00
316.700,3.484,-3.796,
316.720,3.412,-3.364,
316.740,3.349,-2.906,
316.760,3.296,-2.422,
316.763,,,0.00
316.780,3.252,-1.911,
316.800,3.219,-1.361,
316.820,3.197,-0.785,
316.840,3.187,-0.209,
316.860,3.189,0.367,
316.880,3.201,0.956,
316.900,3.226,1.571,
316.920,3.264,2.199,
316.940,3.314,2.827,
316.960,3.377,3.456,
316.980,3.453,4.084,
317.000,3.541,4.712,
317.020,3.641,5.315,
317.040,3.754,5.890,
317.060,3.877,6.427,
317.080,4.012,6.912,
317.100,4.155,7.317,
317.120,4.306,7.618,
317.140,4.461,7.802,
317.160,4.620,7.828,
317.180,4.777,7.684,
317.200,4.929,7.370,
317.220,5.074,6.885,
317.240,5.207,6.218,
317.260,5.325,5.380,
317.280,5.424,4.385,
317.300,5.503,3.272,
317.320,5.556,2.055,
317.340,5.586,0.772,
317.360,5.587,-0.550,
317.380,5.564,-1.885,
317.400,5.512,-3.194,
317.420,5.435,-4.451,
317.440,5.333,-5.629,
317.460,5.209,-6.728,
317.480,5.063,-7.697,
317.500,4.898,-8.522,
317.520,4.720,-9.176,
317.540,4.529,-9.673,
317.560,4.331,-10.014,
317.580,4.126,-10.184,
317.600,3.921,-10.223,
317.620,3.717,-10.145,
317.640,3.514,-9.988,
317.660,3.316,-9.778,
317.680,3.123,-9.530,
317.700,2.934,-9.281,
317.720,2.752,-9.045,
317.740,2.573,-8.836,
317.748,,,1.00
317.760,2.399,-8.666,
317.780,2.227,-8.548,
317.800,2.058,-8.482,
317.818,,,0.00
317.820,1.888,-8.469,
317.840,1.720,-8.495,
317.860,1.549,-8.561,
317.880,1.378,-8.652,
317.900,1.203,-8.757,
317.920,1.027,-8.862,
317.940,0.848,-8.954,
317.960,0.669,-9.019,
317.980,0.487,-9.019,
318.000,0.306,-8.940,
318.020,0.129,-8.757,
318.040,-0.046,-8.456,
318.060,-0.212,-8.024,
318.080,-0.368,-7.461,
318.100,-0.512,-6.781,
318.120,-0.641,-5.982,
318.140,-0.752,-5.079,
318.160,-0.845,-4.097,
318.180,-0.917,-3.063,
318.200,-0.968,-1.990,
318.220,-0.997,-0.903,
318.240,-1.004,0.157,
318.260,-0.990,1.165,
318.280,-0.957,2.094,
318.300,-0.905,2.932,
318.320,-0.837,3.652,
318.340,-0.757,4.254,
318.360,-0.666,4.725,
318.380,-0.565,5.066,
318.400,-0.462,5.249,
318.420,-0.353,5.288,
318.440,-0.248,5.197,
318.460,-0.145,4.974,
318.480,-0.047,4.647,
318.500,0.042,4.215,
318.520,0.123,3.718,
318.540,0.192,3.155,
318.560,0.250,2.539,
318.580,0.294,1.885,
318.600,0.325,1.230,
318.620,0.342,0.602,
318.640,0.349,-0.013,
318.660,0.342,-0.602,
318.680,0.324,-1.139,
318.700,0.295,-1.610,
318.720,0.259,-2.029,
318.740,0.214,-2.395,
318.760,0.162,-2.683,
318.780,0.105,-2.880,
318.800,0.046,-2.998,
318.806,,,1.00
318.820,-0.016,-3.037,
318.840,-0.077,-2.998,
318.860,-0.137,-2.880,
318.877,,,0.00
318.880,-0.193,-2.683,
318.900,-0.245,-2.395,
318.920,-0.291,-2.016,
318.940,-0.327,-1.584,
318.960,-0.353,-1.113,
318.980,-0.372,-0.602,
319.000,-0.379,-0.065,
319.020,-0.374,0.471,
319.040,-0.360,0.982,
319.060,-0.335,1.492,
319.080,-0.300,1.990,
319.100,-0.254,2.448,
319.120,-0.201,2.854,
319.140,-0.140,3.194,
319.160,-0.072,3.469,
319.180,7.674E-15,3.678,
319.200,0.075,3.822,
319.220,0.154,3.901,
319.240,0.232,3.914,
319.260,0.311,3.848,
319.280,0.388,3.704,
319.300,0.460,3.482,
319.320,0.528,3.194,
319.340,0.589,2.854,
319.360,0.642,2.461,
319.380,0.688,2.016,
319.400,0.724,1.518,
319.420,0.749,0.982,
319.440,0.763,0.419,
319.460,0.767,-0.183,
319.480,0.757,-0.812,
319.500,0.734,-1.466,
319.520,0.699,-2.134,
319.540,0.649,-2.814,
319.560,0.586,-3.508,
319.580,0.509,-4.189,
319.600,0.418,-4.856,
319.620,0.314,-5.472,
319.640,0.198,-6.021,
319.660,0.072,-6.493,
319.680,-0.063,-6.846,
319.700,-0.204,-7.069,
319.720,-0.347,-7.134,
319.740,-0.492,-7.042,
319.760,-0.631,-6.794,
319.780,-0.765,-6.362,
319.800,-0.889,-5.760,
319.820,-0.997,-4.987,
319.840,-1.090,-4.084,
319.860,-1.162,-3.076,
319.866,,,1.00
319.880,-1.214,-1.963,
319.900,-1.243,-0.785,
319.920,-1.246,0.432,
319.938,,,0.00
319.940,-1.225,1.662,
319.960,-1.180,2.880,
319.980,-1.109,4.058,
320.000,-1.016,5.171,
320.020,-0.902,6.205,
320.040,-0.767,7.121,
320.060,-0.614,7.906,
320.080,-0.449,8.548,
320.100,-0.270,9.045,
320.120,-0.085,9.386,
320.140,0.107,9.582,
320.160,0.300,9.660,
320.180,0.495,9.621,
320.200,0.686,9.490,
320.220,0.875,9.294,
320.240,1.059,9.071,
320.260,1.238,8.836,
320.280,1.412,8.613,
320.300,1.582,8.417,
320.320,1.748,8.247,
320.340,1.912,8.103,
320.360,2.072,7.998,
320.380,2.231,7.946,
320.400,2.389,7.919,
320.420,2.548,7.919,
320.440,2.705,7.972,
320.460,2.865,8.063,
320.480,3.028,8.181,
320.500,3.192,8.286,
320.520,3.360,8.391,
320.540,3.528,8.469,
320.560,3.699,8.495,
320.580,3.869,8.469,
320.600,4.039,8.351,
320.620,4.205,8.129,
320.640,4.365,7.789,
320.660,4.518,7.330,
320.680,4.661,6.754,
320.700,4.789,6.061,
320.720,4.904,5.275,
320.740,5.001,4.411,
320.760,5.082,3.469,
320.780,5.141,2.487,
320.800,5.180,1.492,
320.820,5.201,0.524,
320.840,5.201,-0.406,
320.860,5.184,-1.283,
320.880,5.149,-2.081,
320.900,5.099,-2.788,
320.920,5.036,-3.390,
320.932,,,1.00
320.940,4.962,-3.888,
320.960,4.879,-4.280,
320.980,4.789,-4.542,
321.000,4.695,-4.686,
321.003,,,0.00
321.020,4.601,-4.712,
321.040,4.505,-4.634,
321.060,4.414,-4.451,
321.080,4.326,-4.163,
321.100,4.246,-3.796,
321.120,4.174,-3.351,
321.140,4.111,-2.867,
321.160,4.059,-2.343,
321.180,4.017,-1.780,
321.200,3.987,-1.191,
321.220,3.969,-0.602,
321.240,3.963,-0.039,
321.260,3.968,0.511,
321.280,3.984,1.060,
321.300,4.010,1.584,
321.320,4.048,2.055,
321.340,4.093,2.487,
321.360,4.147,2.880,
321.380,4.210,3.220,
321.400,4.277,3.482,
321.420,4.350,3.652,
321.440,4.425,3.757,
321.460,4.500,3.770,
321.480,4.577,3.691,
321.500,4.650,3.521,
321.520,4.719,3.246,
321.540,4.782,2.880,
321.560,4.835,2.409,
321.580,4.879,1.859,
321.600,4.910,1.257,
321.620,4.929,0.602,
321.640,4.935,-0.092,
321.660,4.926,-0.812,
321.680,4.902,-1.532,
321.700,4.865,-2.238,
321.720,4.813,-2.932,
321.740,4.747,-3.587,
321.760,4.668,-4.189,
321.780,4.579,-4.699,
321.800,4.478,-5.118,
321.820,4.373,-5.432,
321.840,4.260,-5.655,
321.860,4.145,-5.773,
321.880,4.028,-5.786,
321.900,3.913,-5.707,
321.920,3.798,-5.550,
321.940,3.690,-5.328,
321.960,3.585,-5.027,
321.980,3.487,-4.673,
321.997,,,1.00
322.000,3.398,-4.267,
322.020,3.316,-3.848,
322.040,3.244,-3.403,
322.060,3.179,-2.919,
322.067,,,0.00
322.080,3.126,-2.409,
322.100,3.083,-1.872,
322.120,3.050,-1.335,
322.140,3.030,-0.785,
322.160,3.019,-0.223,
322.180,3.021,0.340,
322.200,3.033,0.916,
322.220,3.057,1.492,
322.240,3.093,2.081,
322.260,3.140,2.683,
322.280,3.200,3.299,
322.300,3.272,3.927,
322.320,3.357,4.542,
322.340,3.454,5.144,
322.360,3.563,5.733,
322.380,3.684,6.296,
322.400,3.815,6.820,
322.420,3.957,7.278,
322.440,4.108,7.671,
322.460,4.265,7.972,
322.480,4.428,8.129,
322.500,4.593,8.116,
322.520,4.755,7.933,
322.540,4.912,7.579,
322.560,5.061,7.042,
322.580,5.196,6.322,
322.600,5.316,5.445,
322.620,5.416,4.411,
322.640,5.495,3.233,
322.660,5.546,1.963,
322.680,5.573,0.641,
322.700,5.573,-0.707,
322.720,5.545,-2.068,
322.740,5.490,-3.390,
322.760,5.408,-4.660,
322.780,5.303,-5.864,
322.800,5.173,-6.951,
322.820,5.022,-7.893,
322.840,4.855,-8.666,
322.860,4.673,-9.281,
322.880,4.481,-9.726,
322.900,4.282,-9.988,
322.920,4.079,-10.092,
322.940,3.877,-10.066,
322.960,3.676,-9.935,
322.980,3.478,-9.713,
323.000,3.286,-9.425,
323.020,3.101,-9.111,
323.040,2.922,-8.810,
323.058,,,1.00
323.060,2.749,-8.522,
323.080,2.581,-8.260,
323.100,2.419,-8.037,
323.120,2.260,-7.854,
323.128,,,0.00
323.140,2.105,-7.710,
323.160,1.953,-7.605,
323.180,1.802,-7.553,
323.200,1.651,-7.540,
323.220,1.500,-7.553,
323.240,1.349,-7.592,
323.260,1.197,-7.658,
323.280,1.043,-7.723,
323.300,0.888,-7.775,
323.320,0.732,-7.815,
323.340,0.575,-7.828,
323.360,0.418,-7.789,
323.380,0.262,-7.671,
323.400,0.110,-7.474,
323.420,-0.038,-7.186,
323.440,-0.179,-6.807,
323.460,-0.311,-6.336,
323.480,-0.434,-5.773,
323.500,-0.543,-5.131,
323.520,-0.639,-4.411,
323.540,-0.721,-3.639,
323.560,-0.785,-2.827,
323.580,-0.834,-1.990,
323.600,-0.866,-1.165,
323.620,-0.880,-0.367,
323.640,-0.880,0.380,
323.660,-0.864,1.060,
323.680,-0.836,1.676,
323.700,-0.796,2.212,
323.720,-0.746,2.670,
323.740,-0.688,3.024,
323.760,-0.624,3.272,
323.780,-0.556,3.416,
323.800,-0.485,3.456,
323.820,-0.416,3.416,
323.840,-0.349,3.299,
323.860,-0.283,3.115,
323.880,-0.223,2.854,
323.900,-0.168,2.539,
323.920,-0.121,2.212,
323.940,-0.080,1.872,
323.960,-0.046,1.518,
323.980,-0.019,1.152,
324.000,1.138E-14,0.812,
324.020,0.013,0.511,
324.040,0.020,0.249,
324.060,0.022,0.026,
324.080,0.020,-0.144,
324.100,0.016,-0.275,
324.115,,,1.00
324.120,0.009,-0.380,
324.140,1.138E-14,-0.432,
324.160,-0.009,-0.419,
324.180,-0.017,-0.353,
324.186,,,0.00
324.200,-0.024,-0.275,
324.220,-0.028,-0.170,
324.240,-0.031,-0.026,
324.260,-0.030,0.157,
324.280,-0.025,0.367,
324.300,-0.016,0.576,
324.320,-0.002,0.772,
324.340,0.016,0.956,
324.360,0.036,1.152,
324.380,0.061,1.348,
324.400,0.091,1.518,
324.420,0.123,1.649,
324.440,0.157,1.754,
324.460,0.193,1.833,
324.480,0.231,1.872,
324.500,0.269,1.885,
324.520,0.306,1.859,
324.540,0.344,1.793,
324.560,0.379,1.676,
324.580,0.412,1.518,
324.600,0.440,1.335,
324.620,0.465,1.100,
324.640,0.485,0.825,
324.660,0.498,0.511,
324.680,0.506,0.157,
324.700,0.506,-0.223,
324.720,0.496,-0.641,
324.740,0.481,-1.073,
324.760,0.454,-1.532,
324.780,0.419,-2.016,
324.800,0.374,-2.513,
324.820,0.319,-3.024,
324.840,0.253,-3.534,
324.860,0.178,-4.032,
324.880,0.091,-4.490,
324.900,-0.003,-4.909,
324.920,-0.105,-5.262,
324.940,-0.215,-5.537,
324.960,-0.328,-5.694,
324.980,-0.445,-5.720,
325.000,-0.559,-5.629,
325.020,-0.671,-5.406,
325.040,-0.778,-5.040,
325.060,-0.875,-4.516,
325.080,-0.960,-3.862,
325.100,-1.030,-3.115,
325.120,-1.085,-2.278,
325.140,-1.123,-1.348,
325.160,-1.140,-0.353,
325.169,,,1.00
325.180,-1.137,0.681,
325.200,-1.114,1.715,
325.220,-1.068,2.736,
325.240,,,0.00
325.240,-1.004,3.731,
325.260,-0.919,4.673,
325.280,-0.815,5.550,
325.300,-0.696,6.336,
325.320,-0.561,7.029,
325.340,-0.413,7.605,
325.360,-0.254,8.050,
325.380,-0.090,8.364,
325.400,0.082,8.548,
325.420,0.254,8.613,
325.440,0.427,8.574,
