"Time (s) Skæv 5.5. time","Angle, Ch P2 (rad) Skæv 5.5. time","Angular Acceleration, Ch P2 (rad/s²) Skæv 5.5. time","State Skæv 5.5. time"
18425.600,-0.443,23.300,
18425.650,-0.496,21.363,
18425.700,-0.492,16.808,
18425.750,-0.441,10.577,
18425.800,-0.363,3.595,
18425.850,-0.275,-3.177,
18425.900,-0.198,-8.657,
18425.950,-0.149,-11.798,
18426.000,-0.137,-11.973,
18426.050,-0.163,-9.215,
18426.100,-0.218,-4.241,
18426.150,-0.286,1.850,
18426.200,-0.349,7.941,
18426.229,,,1.00
18426.244,,,0.00
18426.250,-0.390,13.090,
18426.268,,,1.00
18426.283,,,0.00
18426.300,-0.393,16.563,
18426.317,,,1.00
18426.327,,,0.00
18426.350,-0.350,17.820,
18426.400,-0.256,16.493,
18426.450,-0.115,12.444,
18426.500,0.064,5.829,
18426.550,0.264,-2.740,
18426.600,0.459,-12.130,
18426.650,0.622,-20.892,
18426.700,0.727,-27.629,
18426.750,0.756,-31.364,
18426.800,0.697,-31.660,
18426.850,0.551,-28.571,
18426.900,0.327,-22.585,
18426.950,0.041,-14.556,
18427.000,-0.284,-5.655,
18427.050,-0.622,2.845,
18427.100,-0.949,9.966,
18427.150,-1.244,15.307,
18427.200,-1.499,19.094,
18427.250,-1.703,21.869,
18427.300,-1.850,24.208,
18427.320,,,1.00
18427.335,,,0.00
18427.350,-1.940,26.581,
18427.359,,,1.00
18427.374,,,0.00
18427.400,-1.962,29.287,
18427.407,,,1.00
18427.419,,,0.00
18427.450,-1.913,32.411,
18427.500,-1.784,35.500,
18427.550,-1.566,37.245,
18427.600,-1.247,35.413,
18427.650,-0.825,27.506,
18427.700,-0.313,12.182,
18427.750,0.251,-9.425,
18427.800,0.800,-33.528,
18427.850,1.255,-55.222,
18427.900,1.554,-70.564,
18427.950,1.654,-77.510,
18428.000,1.541,-75.416,
18428.050,1.219,-64.455,
18428.100,0.713,-46.234,
18428.150,0.079,-24.749,
18428.200,-0.611,-5.725,
18428.250,-1.290,6.039,
18428.300,-1.926,9.303,
18428.350,-2.523,6.877,
18428.400,-3.102,3.927,
18428.418,,,1.00
18428.433,,,0.00
18428.450,-3.685,5.533,
18428.458,,,1.00
18428.473,,,0.00
18428.500,-4.277,14.539,
18428.508,,,1.00
18428.518,,,0.00
18428.550,-4.855,30.264,
18428.600,-5.367,48.677,
18428.650,-5.748,64.211,
18428.700,-5.945,72.204,
18428.750,-5.936,70.442,
18428.800,-5.727,59.446,
18428.850,-5.352,42.010,
18428.900,-4.865,22.427,
18428.950,-4.331,5.219,
18429.000,-3.800,-6.405,
18429.050,-3.305,-11.449,
18429.100,-2.851,-11.013,
18429.150,-2.433,-7.278,
18429.200,-2.034,-2.566,
18429.250,-1.638,1.152,
18429.300,-1.235,2.339,
18429.350,-0.815,-0.122,
18429.400,-0.385,-6.562,
18429.450,0.038,-16.144,
18429.500,0.426,-26.808,
18429.513,,,1.00
18429.528,,,0.00
18429.550,0.740,-35.884,
18429.552,,,1.00
18429.567,,,0.00
18429.600,0.955,-41.172,
18429.601,,,1.00
18429.612,,,0.00
18429.650,1.052,-41.661,
18429.700,1.035,-37.577,
18429.750,0.916,-29.863,
18429.800,0.716,-19.705,
18429.850,0.463,-8.482,
18429.900,0.192,2.251,
18429.950,-0.071,11.030,
18430.000,-0.295,16.860,
18430.050,-0.471,19.426,
18430.100,-0.591,18.989,
18430.150,-0.657,16.249,
18430.200,-0.679,12.200,
18430.250,-0.671,7.941,
18430.300,-0.644,4.468,
18430.350,-0.611,2.443,
18430.400,-0.576,2.059,
18430.450,-0.540,3.072,
18430.500,-0.498,4.957,
18430.550,-0.445,7.034,
18430.600,-0.372,8.570,
18430.605,,,1.00
18430.620,,,0.00
18430.644,,,1.00
18430.650,-0.275,8.936,
18430.658,,,0.00
18430.692,,,1.00
18430.700,-0.151,7.749,
18430.703,,,0.00
18430.750,-0.005,4.835,
18430.800,0.159,0.227,
18430.850,0.327,-5.672,
18430.900,0.482,-12.043,
18430.950,0.605,-17.820,
18431.000,0.680,-22.061,
18431.050,0.694,-24.155,
18431.100,0.641,-23.911,
18431.150,0.525,-21.502,
18431.200,0.349,-17.314,
18431.250,0.127,-11.921,
18431.300,-0.126,-5.986,
18431.350,-0.393,-0.122,
18431.400,-0.658,5.253,
18431.450,-0.909,9.966,
18431.500,-1.134,14.015,
18431.550,-1.321,17.593,
18431.600,-1.466,21.014,
18431.650,-1.557,24.487,
18431.695,,,1.00
18431.700,-1.588,28.047,
18431.710,,,0.00
18431.734,,,1.00
18431.749,,,0.00
18431.750,-1.549,31.451,
18431.782,,,1.00
18431.793,,,0.00
18431.800,-1.429,34.069,
18431.850,-1.224,34.627,
18431.900,-0.920,31.189,
18431.950,-0.526,21.921,
18432.000,-0.057,6.353,
18432.050,0.443,-13.683,
18432.100,0.911,-34.470,
18432.150,1.280,-51.993,
18432.200,1.505,-63.478,
18432.250,1.550,-67.719,
18432.300,1.412,-64.507,
18432.350,1.095,-54.210,
18432.400,0.625,-38.362,
18432.450,0.050,-20.316,
18432.500,-0.569,-4.590,
18432.550,-1.178,5.044,
18432.600,-1.755,7.453,
18432.650,-2.297,4.485,
18432.700,-2.823,0.035,
18432.750,-3.358,-1.466,
18432.793,,,1.00
18432.800,-3.914,3.421,
18432.807,,,0.00
18432.832,,,1.00
18432.847,,,0.00
18432.850,-4.485,15.778,
18432.882,,,1.00
18432.893,,,0.00
18432.900,-5.034,33.580,
18432.950,-5.503,52.238,
18433.000,-5.826,66.445,
18433.050,-5.961,72.257,
18433.100,-5.887,68.242,
18433.150,-5.622,55.589,
18433.200,-5.202,37.612,
18433.250,-4.686,18.919,
18433.300,-4.134,3.927,
18433.350,-3.594,-4.765,
18433.400,-3.082,-7.051,
18433.450,-2.598,-4.835,
18433.500,-2.132,-1.012,
18433.550,-1.663,1.361,
18433.600,-1.180,-0.175,
18433.650,-0.683,-6.737,
18433.700,-0.190,-17.610,
18433.750,0.265,-30.334,
18433.800,0.641,-41.521,
18433.850,0.898,-48.171,
18433.889,,,1.00
18433.900,1.019,-48.730,
18433.904,,,0.00
18433.929,,,1.00
18433.944,,,0.00
18433.950,1.002,-43.284,
18433.977,,,1.00
18433.988,,,0.00
18434.000,0.867,-33.022,
18434.050,0.641,-19.635,
18434.100,0.363,-5.114,
18434.150,0.074,8.412,
18434.200,-0.185,19.059,
18434.250,-0.386,25.674,
18434.300,-0.512,28.013,
18434.350,-0.559,26.477,
18434.400,-0.533,21.782,
18434.450,-0.446,14.713,
18434.500,-0.319,6.091,
18434.550,-0.176,-3.124,
18434.600,-0.039,-11.711,
18434.650,0.061,-18.221,
18434.700,0.108,-21.380,
18434.750,0.091,-20.525,
18434.800,0.013,-15.865,
18434.850,-0.113,-8.378,
18434.900,-0.262,0.559,
18434.950,-0.410,9.512,
18434.988,,,1.00
18435.000,-0.531,17.261,
18435.003,,,0.00
18435.028,,,1.00
18435.042,,,0.00
18435.050,-0.603,22.916,
18435.075,,,1.00
18435.087,,,0.00
18435.100,-0.611,25.953,
18435.150,-0.548,26.075,
18435.200,-0.413,22.969,
18435.250,-0.212,16.336,
18435.300,0.039,6.336,
18435.350,0.314,-6.021,
18435.400,0.575,-18.919,
18435.450,0.784,-30.264,
18435.500,0.909,-38.258,
18435.550,0.927,-41.731,
18435.600,0.828,-40.282,
18435.650,0.617,-34.261,
18435.700,0.311,-24.731,
18435.750,-0.061,-13.387,
18435.800,-0.467,-2.234,
18435.850,-0.872,6.929,
18435.900,-1.250,13.107,
18435.950,-1.588,16.371,
18436.000,-1.880,17.575,
18436.050,-2.127,17.785,
18436.088,,,1.00
18436.100,-2.329,17.767,
18436.103,,,0.00
18436.128,,,1.00
18436.143,,,0.00
18436.150,-2.488,17.855,
18436.176,,,1.00
18436.188,,,0.00
18436.200,-2.603,18.082,
18436.250,-2.672,18.413,
18436.300,-2.695,18.919,
18436.350,-2.672,19.775,
18436.400,-2.601,21.118,
18436.450,-2.479,22.916,
18436.500,-2.300,24.888,
18436.550,-2.058,26.337,
18436.600,-1.748,25.953,
18436.650,-1.365,21.869,
18436.700,-0.913,12.322,
18436.750,-0.413,-3.159,
18436.800,0.094,-22.777,
18436.850,0.547,-42.499,
18436.900,0.878,-57.491,
18436.950,1.043,-64.071,
18437.000,1.021,-60.860,
18437.050,0.825,-48.782,
18437.100,0.492,-30.456,
18437.150,0.074,-9.564,
18437.187,,,1.00
18437.200,-0.363,10.018,
18437.202,,,0.00
18437.227,,,1.00
18437.241,,,0.00
18437.250,-0.760,25.429,
18437.275,,,1.00
18437.286,,,0.00
18437.300,-1.079,35.587,
18437.350,-1.299,41.033,
18437.400,-1.407,43.075,
18437.450,-1.404,42.900,
18437.500,-1.293,40.841,
18437.550,-1.074,36.059,
18437.600,-0.756,27.000,
18437.650,-0.353,12.601,
18437.700,0.094,-6.475,
18437.750,0.534,-27.506,
18437.800,0.898,-46.548,
18437.850,1.131,-59.917,
18437.900,1.192,-65.223,
18437.950,1.070,-61.593,
18438.000,0.771,-49.655,
18438.050,0.331,-31.782,
18438.100,-0.195,-11.990,
18438.150,-0.741,5.253,
18438.200,-1.257,16.860,
18438.250,-1.712,22.236,
18438.282,,,1.00
18438.296,,,0.00
18438.300,-2.100,22.846,
18438.321,,,1.00
18438.336,,,0.00
18438.350,-2.427,20.874,
18438.370,,,1.00
18438.381,,,0.00
18438.400,-2.702,18.029,
18438.450,-2.931,15.219,
18438.500,-3.124,12.741,
18438.550,-3.286,10.542,
18438.600,-3.423,8.412,
18438.650,-3.536,6.091,
18438.700,-3.635,3.403,
18438.750,-3.723,0.279,
18438.800,-3.809,-3.194,
18438.850,-3.903,-6.720,
18438.900,-4.015,-9.809,
18438.950,-4.153,-11.781,
18439.000,-4.326,-11.781,
18439.050,-4.533,-8.919,
18439.100,-4.774,-2.670,
18439.150,-5.030,6.615,
18439.200,-5.273,17.575,
18439.250,-5.473,28.152,
18439.300,-5.595,36.198,
18439.350,-5.616,40.108,
18439.379,,,1.00
18439.394,,,0.00
18439.400,-5.523,39.218,
18439.419,,,1.00
18439.434,,,0.00
18439.450,-5.322,33.982,
18439.469,,,1.00
18439.479,,,0.00
18439.500,-5.027,25.883,
18439.550,-4.665,17.087,
18439.600,-4.266,9.809,
18439.650,-3.852,5.725,
18439.700,-3.432,5.603,
18439.750,-3.010,9.128,
18439.800,-2.571,14.713,
18439.850,-2.095,19.373,
18439.900,-1.561,19.146,
18439.950,-0.957,10.455,
18440.000,-0.295,-7.767,
18440.050,0.369,-32.585,
18440.100,0.953,-57.840,
18440.150,1.373,-76.987,
18440.200,1.569,-85.731,
18440.250,1.524,-82.641,
18440.300,1.246,-68.434,
18440.350,0.771,-45.710,
18440.400,0.170,-19.216,
18440.450,-0.473,5.027,
18440.481,,,1.00
18440.496,,,0.00
18440.500,-1.079,22.096,
18440.521,,,1.00
18440.535,,,0.00
18440.550,-1.602,30.334,
18440.569,,,1.00
18440.581,,,0.00
18440.600,-2.033,31.416,
18440.650,-2.377,28.484,
18440.700,-2.650,24.155,
18440.750,-2.864,19.722,
18440.800,-3.028,15.499,
18440.850,-3.154,11.397,
18440.900,-3.253,7.261,
18440.950,-3.332,2.950,
18441.000,-3.402,-1.588,
18441.050,-3.478,-6.318,
18441.100,-3.567,-11.065,
18441.150,-3.685,-15.324,
18441.200,-3.844,-18.169,
18441.250,-4.054,-18.326,
18441.300,-4.320,-14.486,
18441.350,-4.634,-5.864,
18441.400,-4.976,7.069,
18441.450,-5.309,22.253,
18441.500,-5.583,36.582,
18441.550,-5.754,47.037,
18441.586,,,1.00
18441.600,-5.793,51.592,
18441.601,,,0.00
18441.627,,,1.00
18441.642,,,0.00
18441.650,-5.685,49.620,
18441.677,,,1.00
18441.687,,,0.00
18441.700,-5.438,41.975,
18441.750,-5.077,30.857,
18441.800,-4.637,19.373,
18441.850,-4.156,10.664,
18441.900,-3.665,6.859,
18441.950,-3.170,8.308,
18442.000,-2.666,13.317,
18442.050,-2.130,18.186,
18442.100,-1.539,17.907,
18442.150,-0.877,8.098,
18442.200,-0.157,-12.200,
18442.250,0.553,-39.060,
18442.300,1.162,-65.380,
18442.350,1.583,-84.422,
18442.400,1.762,-92.363,
18442.450,1.684,-88.192,
18442.500,1.357,-72.641,
18442.550,0.825,-48.293,
18442.600,0.154,-20.246,
18442.650,-0.556,4.712,
18442.687,,,1.00
18442.700,-1.225,21.136,
18442.701,,,0.00
18442.726,,,1.00
18442.741,,,0.00
18442.750,-1.811,27.524,
18442.775,,,1.00
18442.786,,,0.00
18442.800,-2.309,26.232,
18442.850,-2.736,21.206,
18442.900,-3.112,15.743,
18442.950,-3.453,11.764,
18443.000,-3.770,10.018,
18443.050,-4.068,10.489,
18443.100,-4.345,12.601,
18443.150,-4.591,15.429,
18443.200,-4.799,17.942,
18443.250,-4.957,19.216,
18443.300,-5.064,18.640,
18443.350,-5.118,16.109,
18443.400,-5.127,12.165,
18443.450,-5.105,7.802,
18443.500,-5.066,4.084,
18443.550,-5.020,1.780,
18443.600,-4.975,1.134,
18443.650,-4.931,1.885,
18443.700,-4.884,3.438,
18443.750,-4.827,5.166,
18443.789,,,1.00
18443.800,-4.758,6.615,
18443.804,,,0.00
18443.829,,,1.00
18443.844,,,0.00
18443.850,-4.670,7.505,
18443.878,,,1.00
18443.889,,,0.00
18443.900,-4.562,7.679,
18443.950,-4.433,7.103,
18444.000,-4.284,5.899,
18444.050,-4.119,4.311,
18444.100,-3.944,2.601,
18444.150,-3.762,0.942,
18444.200,-3.578,-0.576,
18444.250,-3.398,-1.990,
18444.300,-3.220,-3.386,
18444.350,-3.052,-4.800,
18444.400,-2.895,-6.213,
18444.450,-2.755,-7.505,
18444.500,-2.633,-8.500,
18444.550,-2.534,-8.919,
18444.600,-2.460,-8.500,
18444.650,-2.408,-7.103,
18444.700,-2.378,-4.677,
18444.750,-2.361,-1.292,
18444.800,-2.350,2.915,
18444.850,-2.333,7.714,
18444.891,,,1.00
18444.900,-2.297,12.915,
18444.906,,,0.00
18444.931,,,1.00
18444.946,,,0.00
18444.950,-2.229,18.413,
18444.979,,,1.00
18444.991,,,0.00
18445.000,-2.116,24.086,
18445.050,-1.943,29.496,
18445.100,-1.695,33.458,
18445.150,-1.357,33.807,
18445.200,-0.919,27.855,
18445.250,-0.390,13.840,
18445.300,0.199,-7.383,
18445.350,0.781,-31.887,
18445.400,1.274,-54.385,
18445.450,1.610,-70.721,
18445.500,1.750,-78.959,
18445.550,1.674,-78.540,
18445.600,1.382,-69.307,
18445.650,0.894,-52.185,
18445.700,0.258,-30.596,
18445.750,-0.454,-10.350,
18445.800,-1.166,2.950,
18445.850,-1.841,7.191,
18445.900,-2.477,4.992,
18445.950,-3.101,2.199,
18445.998,,,1.00
18446.000,-3.735,4.800,
18446.013,,,0.00
18446.038,,,1.00
18446.050,-4.386,16.022,
18446.053,,,0.00
18446.087,,,1.00
18446.099,,,0.00
18446.100,-5.020,34.750,
18446.150,-5.578,56.025,
18446.200,-5.982,73.444,
18446.250,-6.175,81.961,
18446.300,-6.136,79.430,
18446.350,-5.870,66.654,
18446.400,-5.419,47.002,
18446.450,-4.844,25.674,
18446.500,-4.218,8.203,
18446.550,-3.596,-1.710,
18446.600,-3.000,-3.787,
18446.650,-2.428,-1.065,
18446.700,-1.860,1.536,
18446.750,-1.271,-0.663,
18446.800,-0.663,-10.053,
18446.850,-0.058,-25.604,
18446.900,0.489,-43.197,
18446.950,0.917,-57.631,
18447.000,1.180,-64.926,
18447.050,1.257,-63.547,
18447.100,1.156,-54.088,
18447.103,,,1.00
18447.118,,,0.00
18447.143,,,1.00
18447.150,0.905,-38.362,
18447.157,,,0.00
18447.191,,,1.00
18447.200,0.548,-18.937,
18447.202,,,0.00
18447.250,0.141,1.082,
18447.300,-0.254,18.570,
18447.350,-0.591,31.276,
18447.400,-0.833,38.415,
18447.450,-0.968,40.509,
18447.500,-0.991,38.642,
18447.550,-0.914,33.702,
18447.600,-0.746,25.936,
18447.650,-0.507,15.202,
18447.700,-0.221,1.728,
18447.750,0.075,-13.212,
18447.800,0.336,-27.262,
18447.850,0.520,-37.717,
18447.900,0.595,-42.394,
18447.950,0.545,-40.317,
18448.000,0.379,-31.974,
18448.050,0.121,-19.111,
18448.100,-0.190,-4.241,
18448.150,-0.509,10.088,
18448.200,-0.795,21.974,
18448.206,,,1.00
18448.221,,,0.00
18448.246,,,1.00
18448.250,-1.016,30.543,
18448.260,,,0.00
18448.293,,,1.00
18448.300,-1.155,35.884,
18448.306,,,0.00
18448.350,-1.195,38.537,
18448.400,-1.137,38.851,
18448.450,-0.977,36.408,
18448.500,-0.718,30.055,
18448.550,-0.369,18.675,
18448.600,0.041,2.374,
18448.650,0.467,-16.895,
18448.700,0.850,-35.797,
18448.750,1.131,-50.894,
18448.800,1.269,-59.778,
18448.850,1.239,-61.313,
18448.900,1.040,-55.397,
18448.950,0.683,-42.953,
18449.000,0.207,-26.389,
18449.050,-0.338,-9.477,
18449.100,-0.894,3.875,
18449.150,-1.422,11.345,
18449.200,-1.905,13.020,
18449.250,-2.347,10.804,
18449.300,-2.760,7.243,
18449.308,,,1.00
18449.323,,,0.00
18449.348,,,1.00
18449.350,-3.157,4.625,
18449.363,,,0.00
18449.397,,,1.00
18449.400,-3.550,4.608,
18449.408,,,0.00
18449.450,-3.941,8.046,
18449.500,-4.321,14.818,
18449.550,-4.670,23.667,
18449.600,-4.962,32.341,
18449.650,-5.165,38.258,
18449.700,-5.257,39.567,
18449.750,-5.239,35.797,
18449.800,-5.119,27.698,
18449.850,-4.924,16.738,
18449.900,-4.684,4.660,
18449.950,-4.434,-6.807,
18450.000,-4.208,-16.319,
18450.050,-4.029,-23.108,
18450.100,-3.914,-26.861,
18450.150,-3.875,-27.611,
18450.200,-3.911,-25.621,
18450.250,-4.017,-21.206,
18450.300,-4.178,-14.556,
18450.350,-4.384,-5.829,
18450.400,-4.607,4.398,
18450.408,,,1.00
18450.423,,,0.00
18450.448,,,1.00
18450.450,-4.822,14.923,
18450.462,,,0.00
18450.497,,,1.00
18450.500,-4.997,24.068,
18450.508,,,0.00
18450.550,-5.102,30.264,
18450.600,-5.122,32.550,
18450.650,-5.050,30.770,
18450.700,-4.893,25.569,
18450.750,-4.665,18.117,
18450.800,-4.392,9.861,
18450.850,-4.095,2.164,
18450.900,-3.797,-3.997,
18450.950,-3.515,-8.238,
18451.000,-3.258,-10.769,
18451.050,-3.030,-12.043,
18451.100,-2.834,-12.462,
18451.150,-2.670,-12.165,
18451.200,-2.538,-11.065,
18451.250,-2.436,-8.971,
18451.300,-2.361,-5.760,
18451.350,-2.301,-1.536,
18451.400,-2.248,3.491,
18451.450,-2.187,9.146,
18451.500,-2.103,15.307,
18451.504,,,1.00
18451.519,,,0.00
18451.544,,,1.00
18451.550,-1.984,21.694,
18451.558,,,0.00
18451.591,,,1.00
18451.600,-1.810,27.594,
18451.603,,,0.00
18451.650,-1.563,31.678,
18451.700,-1.230,31.870,
18451.750,-0.803,25.796,
18451.800,-0.289,12.078,
18451.850,0.278,-8.186,
18451.900,0.831,-31.172,
18451.950,1.299,-52.028,
18452.000,1.618,-67.038,
18452.050,1.750,-74.543,
18452.100,1.679,-74.177,
18452.150,1.406,-65.921,
18452.200,0.947,-50.527,
18452.250,0.346,-30.805,
18452.300,-0.333,-11.833,
18452.350,-1.021,1.134,
18452.400,-1.678,5.603,
18452.450,-2.300,3.299,
18452.500,-2.909,-0.716,
18452.550,-3.531,-0.419,
18452.600,-4.181,8.430,
18452.607,,,1.00
18452.622,,,0.00
18452.648,,,1.00
18452.650,-4.840,26.110,
18452.663,,,0.00
18452.697,,,1.00
18452.700,-5.449,48.555,
18452.708,,,0.00
18452.750,-5.930,69.272,
18452.800,-6.214,82.397,
18452.850,-6.263,84.701,
18452.900,-6.073,75.922,
18452.950,-5.669,58.416,
18453.000,-5.105,36.879,
18453.050,-4.455,17.366,
18453.100,-3.784,4.957,
18453.150,-3.131,1.222,
18453.200,-2.491,3.194,
18453.250,-1.844,4.782,
18453.300,-1.166,-0.209,
18453.350,-0.454,-14.678,
18453.400,0.245,-36.338,
18453.450,0.858,-58.905,
18453.500,1.299,-75.555,
18453.550,1.524,-82.135,
18453.600,1.516,-77.720,
18453.650,1.291,-63.460,
18453.700,0.889,-41.766,
18453.713,,,1.00
18453.728,,,0.00
18453.750,0.369,-16.354,
18453.753,,,1.00
18453.767,,,0.00
18453.800,-0.188,7.976,
18453.801,,,1.00
18453.812,,,0.00
18453.850,-0.708,26.965,
18453.900,-1.139,38.642,
18453.950,-1.455,43.668,
18454.000,-1.654,44.209,
18454.050,-1.737,42.464,
18454.100,-1.714,39.881,
18454.150,-1.593,36.774,
18454.200,-1.378,32.289,
18454.250,-1.074,24.888,
18454.300,-0.697,13.230,
18454.350,-0.275,-2.793,
18454.400,0.151,-21.398,
18454.450,0.523,-39.095,
18454.500,0.782,-51.871,
18454.550,0.891,-56.811,
18454.600,0.834,-52.971,
18454.650,0.625,-41.364,
18454.700,0.300,-24.452,
18454.750,-0.093,-5.550,
18454.800,-0.493,11.938,
18454.816,,,1.00
18454.831,,,0.00
18454.850,-0.853,25.569,
18454.856,,,1.00
18454.870,,,0.00
18454.900,-1.134,34.505,
18454.904,,,1.00
18454.916,,,0.00
18454.950,-1.319,39.410,
18455.000,-1.401,41.574,
18455.050,-1.376,41.888,
18455.100,-1.244,40.230,
18455.150,-1.005,35.395,
18455.200,-0.666,25.796,
18455.250,-0.247,10.612,
18455.300,0.215,-9.128,
18455.350,0.658,-30.369,
18455.400,1.019,-49.131,
18455.450,1.239,-61.942,
18455.500,1.285,-66.741,
18455.550,1.144,-62.849,
18455.600,0.823,-50.876,
18455.650,0.360,-33.109,
18455.700,-0.195,-13.561,
18455.750,-0.773,3.107,
18455.800,-1.323,13.666,
18455.850,-1.819,17.575,
18455.900,-2.260,16.546,
18455.918,,,1.00
18455.933,,,0.00
18455.950,-2.656,13.142,
18455.958,,,1.00
18455.973,,,0.00
18456.000,-3.019,9.617,
18456.007,,,1.00
18456.019,,,0.00
18456.050,-3.363,7.522,
18456.100,-3.695,7.679,
18456.150,-4.012,10.228,
18456.200,-4.310,14.626,
18456.250,-4.574,19.722,
18456.300,-4.786,24.033,
18456.350,-4.932,26.180,
18456.400,-5.006,25.307,
18456.450,-5.006,21.276,
18456.500,-4.948,14.678,
18456.550,-4.849,6.597,
18456.600,-4.733,-1.641,
18456.650,-4.624,-8.744,
18456.700,-4.543,-13.666,
18456.750,-4.503,-15.725,
18456.800,-4.510,-14.748,
18456.850,-4.562,-10.996,
18456.900,-4.645,-5.149,
18456.950,-4.744,1.850,
18457.000,-4.840,8.936,
18457.021,,,1.00
18457.036,,,0.00
18457.050,-4.909,15.027,
18457.061,,,1.00
18457.076,,,0.00
18457.100,-4.937,19.251,
18457.110,,,1.00
18457.122,,,0.00
18457.150,-4.910,21.049,
18457.200,-4.824,20.316,
18457.250,-4.683,17.383,
18457.300,-4.492,12.950,
18457.350,-4.269,7.941,
18457.400,-4.028,3.194,
18457.450,-3.781,-0.750,
18457.500,-3.537,-3.718,
18457.550,-3.307,-5.742,
18457.600,-3.091,-6.981,
18457.650,-2.895,-7.645,
18457.700,-2.719,-7.906,
18457.750,-2.562,-7.802,
18457.800,-2.427,-7.138,
18457.850,-2.311,-5.603,
18457.900,-2.212,-2.897,
18457.950,-2.124,1.100,
18458.000,-2.036,6.283,
18458.050,-1.934,12.322,
18458.100,-1.803,18.605,
18458.124,,,1.00
18458.138,,,0.00
18458.150,-1.624,24.208,
18458.163,,,1.00
18458.178,,,0.00
18458.200,-1.381,27.786,
18458.211,,,1.00
18458.223,,,0.00
18458.250,-1.060,27.506,
18458.300,-0.658,21.433,
18458.350,-0.181,8.657,
18458.400,0.335,-9.512,
18458.450,0.833,-29.618,
18458.500,1.247,-47.525,
18458.550,1.528,-60.196,
18458.600,1.641,-66.270,
18458.650,1.574,-65.467,
18458.700,1.329,-57.893,
18458.750,0.920,-44.262,
18458.800,0.390,-26.930,
18458.850,-0.210,-10.001,
18458.900,-0.820,2.112,
18458.950,-1.400,6.946,
18459.000,-1.945,5.131,
18459.050,-2.466,-0.244,
18459.100,-2.992,-4.887,
18459.150,-3.541,-4.590,
18459.200,-4.123,3.560,
18459.224,,,1.00
18459.239,,,0.00
18459.250,-4.723,19.705,
18459.264,,,1.00
18459.279,,,0.00
18459.300,-5.289,40.579,
18459.313,,,1.00
18459.324,,,0.00
18459.350,-5.751,60.650,
18459.400,-6.041,74.403,
18459.450,-6.120,78.348,
18459.500,-5.974,71.751,
18459.550,-5.627,56.601,
18459.600,-5.124,37.088,
18459.650,-4.532,18.553,
18459.700,-3.911,5.690,
18459.750,-3.300,0.611,
18459.800,-2.708,1.833,
18459.850,-2.117,4.817,
18459.900,-1.503,3.962,
18459.950,-0.855,-4.765,
18460.000,-0.192,-21.625,
18460.050,0.434,-42.673,
18460.100,0.944,-61.663,
18460.150,1.275,-73.147,
18460.200,1.396,-74.526,
18460.250,1.308,-65.956,
18460.300,1.035,-49.253,
18460.322,,,1.00
18460.336,,,0.00
18460.350,0.625,-27.297,
18460.361,,,1.00
18460.375,,,0.00
18460.400,0.141,-3.875,
18460.409,,,1.00
18460.420,,,0.00
18460.450,-0.344,16.982,
18460.500,-0.770,32.306,
18460.550,-1.096,41.172,
18460.600,-1.307,44.541,
18460.650,-1.398,44.227,
18460.700,-1.376,41.678,
18460.750,-1.247,37.263,
18460.800,-1.021,30.264,
18460.850,-0.708,19.583,
18460.900,-0.336,4.800,
18460.950,0.060,-13.003,
18461.000,0.424,-31.084,
18461.050,0.704,-45.832,
18461.100,0.850,-54.001,
18461.150,0.839,-53.809,
18461.200,0.672,-45.396,
18461.250,0.375,-30.648,
18461.300,-0.006,-12.671,
18461.350,-0.418,5.044,
18461.400,-0.807,19.670,
18461.420,,,1.00
18461.435,,,0.00
18461.450,-1.134,29.880,
18461.459,,,1.00
18461.474,,,0.00
18461.500,-1.374,35.971,
18461.508,,,1.00
18461.519,,,0.00
18461.550,-1.521,39.165,
18461.600,-1.565,40.684,
18461.650,-1.506,41.085,
18461.700,-1.343,39.863,
18461.750,-1.076,35.465,
18461.800,-0.705,25.901,
18461.850,-0.253,10.158,
18461.900,0.242,-10.559,
18461.950,0.716,-32.812,
18462.000,1.098,-52.290,
18462.050,1.332,-65.520,
18462.100,1.382,-70.494,
18462.150,1.235,-66.480,
18462.200,0.900,-53.983,
18462.250,0.410,-35.360,
18462.300,-0.174,-15.010,
18462.350,-0.785,2.025,
18462.400,-1.368,12.322,
18462.450,-1.901,15.464,
18462.500,-2.381,13.561,
18462.522,,,1.00
18462.537,,,0.00
18462.550,-2.826,9.774,
18462.562,,,1.00
18462.577,,,0.00
18462.600,-3.248,6.999,
18462.611,,,1.00
18462.623,,,0.00
18462.650,-3.663,7.243,
18462.700,-4.070,11.345,
18462.750,-4.458,18.850,
18462.800,-4.805,28.013,
18462.850,-5.080,36.181,
18462.900,-5.254,40.753,
18462.950,-5.311,40.195,
18463.000,-5.254,34.470,
18463.050,-5.102,24.714,
18463.100,-4.882,12.654,
18463.150,-4.629,0.175,
18463.200,-4.381,-11.013,
18463.250,-4.166,-19.670,
18463.300,-4.009,-25.150,
18463.350,-3.922,-27.367,
18463.400,-3.911,-26.616,
18463.450,-3.973,-23.318,
18463.500,-4.097,-17.785,
18463.550,-4.269,-10.245,
18463.600,-4.474,-1.082,
18463.626,,,1.00
18463.641,,,0.00
