"Time (s) Skæv 5.5. time","Angle, Ch P2 (rad) Skæv 5.5. time","Angular Acceleration, Ch P2 (rad/s²) Skæv 5.5. time","State Skæv 5.5. time"
41.400,-4.274,10.629,
41.450,-3.839,6.091,
41.500,-3.402,5.934,
41.550,-2.959,9.372,
41.600,-2.498,14.382,
41.650,-2.000,17.855,
41.700,-1.444,15.883,
41.750,-0.826,5.219,
41.800,-0.163,-14.486,
41.850,0.482,-39.375,
41.900,1.021,-62.849,
41.950,1.381,-78.767,
42.000,1.513,-83.601,
42.050,1.407,-76.672,
42.100,1.085,-59.394,
42.150,0.594,-35.099,
42.200,0.008,-8.884,
42.231,,,1.00
42.245,,,0.00
42.250,-0.589,13.736,
42.269,,,1.00
42.284,,,0.00
42.300,-1.126,28.972,
42.317,,,1.00
42.327,,,0.00
42.350,-1.569,36.233,
42.400,-1.907,37.525,
42.450,-2.146,35.657,
42.500,-2.297,32.760,
42.550,-2.364,29.932,
42.600,-2.359,27.629,
42.650,-2.287,25.901,
42.700,-2.152,24.522,
42.750,-1.954,23.021,
42.800,-1.698,20.682,
42.850,-1.387,16.458,
42.900,-1.027,9.233,
42.950,-0.633,-1.396,
43.000,-0.234,-14.382,
43.050,0.129,-27.262,
43.100,0.416,-37.071,
43.150,0.595,-41.504,
43.200,0.653,-39.759,
43.250,0.598,-32.533,
43.295,,,1.00
43.300,0.454,-21.450,
43.309,,,0.00
43.333,,,1.00
43.348,,,0.00
43.350,0.251,-8.465,
43.380,,,1.00
43.391,,,0.00
43.400,0.027,4.451,
43.450,-0.181,15.481,
43.500,-0.341,23.283,
43.550,-0.434,27.175,
43.600,-0.448,27.088,
43.650,-0.386,23.318,
43.700,-0.259,16.336,
43.750,-0.085,6.807,
43.800,0.112,-4.276,
43.850,0.297,-15.481,
43.900,0.441,-25.115,
43.950,0.514,-31.573,
44.000,0.496,-33.720,
44.050,0.383,-31.084,
44.100,0.181,-23.911,
44.150,-0.091,-13.282,
44.200,-0.401,-1.047,
44.250,-0.712,10.699,
44.300,-0.986,20.420,
44.350,-1.205,27.611,
44.364,,,1.00
44.378,,,0.00
44.400,-1.349,32.568,
44.402,,,1.00
44.416,,,0.00
44.448,,,1.00
44.450,-1.407,35.849,
44.460,,,0.00
44.500,-1.374,37.751,
44.550,-1.246,37.874,
44.600,-1.015,34.976,
44.650,-0.686,27.349,
44.700,-0.273,13.875,
44.750,0.192,-4.747,
44.800,0.653,-25.691,
44.850,1.043,-44.977,
44.900,1.307,-59.132,
44.950,1.404,-66.096,
45.000,1.316,-65.083,
45.050,1.049,-56.269,
45.100,0.622,-41.033,
45.150,0.080,-22.497,
45.200,-0.514,-5.096,
45.250,-1.104,7.156,
45.300,-1.656,12.462,
45.350,-2.158,11.816,
45.400,-2.626,8.098,
45.431,,,1.00
45.445,,,0.00
45.450,-3.074,4.677,
45.469,,,1.00
45.483,,,0.00
45.500,-3.520,4.328,
45.516,,,1.00
45.527,,,0.00
45.550,-3.968,8.517,
45.600,-4.408,17.104,
45.650,-4.811,28.362,
45.700,-5.146,39.375,
45.750,-5.372,46.932,
45.800,-5.465,48.660,
45.850,-5.416,43.825,
45.900,-5.246,33.406,
45.950,-4.983,19.530,
46.000,-4.668,4.782,
46.050,-4.348,-8.517,
46.100,-4.057,-18.850,
46.150,-3.822,-25.621,
46.200,-3.660,-28.903,
46.250,-3.577,-29.164,
46.300,-3.572,-27.088,
46.350,-3.640,-23.318,
46.400,-3.765,-18.256,
46.450,-3.941,-11.973,
46.494,,,1.00
46.500,-4.150,-4.503,
46.508,,,0.00
46.532,,,1.00
46.546,,,0.00
46.550,-4.372,3.892,
46.579,,,1.00
46.590,,,0.00
46.600,-4.587,12.514,
46.650,-4.767,20.176,
46.700,-4.893,25.569,
46.750,-4.945,27.681,
46.800,-4.918,26.215,
46.850,-4.819,21.572,
46.900,-4.659,14.591,
46.950,-4.461,6.370,
47.000,-4.246,-2.025,
47.050,-4.039,-9.704,
47.100,-3.859,-16.144,
47.150,-3.723,-21.171,
47.200,-3.644,-24.749,
47.250,-3.629,-26.808,
47.300,-3.685,-27.018,
47.350,-3.814,-24.854,
47.400,-4.012,-19.740,
47.450,-4.268,-11.292,
47.500,-4.560,0.262,
47.550,-4.858,13.753,
47.554,,,1.00
47.568,,,0.00
47.593,,,1.00
47.600,-5.124,27.000,
47.607,,,0.00
47.639,,,1.00
47.650,-5.312,37.402,
47.651,,,0.00
47.700,-5.396,42.883,
47.750,-5.355,42.551,
47.800,-5.195,36.914,
47.850,-4.932,27.611,
47.900,-4.598,16.912,
47.950,-4.224,7.086,
48.000,-3.841,-0.209,
48.050,-3.465,-4.241,
48.100,-3.110,-5.184,
48.150,-2.772,-3.892,
48.200,-2.447,-1.484,
48.250,-2.125,1.030,
48.300,-1.799,2.950,
48.350,-1.462,3.770,
48.400,-1.114,2.880,
48.450,-0.752,-0.367,
48.500,-0.383,-6.213,
48.550,-0.024,-13.998,
48.600,0.302,-22.201,
48.622,,,1.00
48.637,,,0.00
48.650,0.569,-28.990,
48.661,,,1.00
48.675,,,0.00
48.700,0.754,-32.865,
48.709,,,1.00
48.719,,,0.00
48.750,0.848,-33.109,
48.800,0.850,-29.828,
48.850,0.771,-23.771,
48.900,0.628,-15.987,
48.950,0.445,-7.592,
49.000,0.243,0.332,
49.050,0.046,6.789,
49.100,-0.129,11.013,
49.150,-0.269,12.723,
49.200,-0.371,12.182,
49.250,-0.440,10.018,
49.300,-0.481,7.034,
49.350,-0.504,4.136,
49.400,-0.520,2.182,
49.450,-0.536,1.745,
49.500,-0.550,2.950,
49.550,-0.561,5.498,
49.600,-0.561,8.744,
49.650,-0.537,11.833,
49.686,,,1.00
49.700,,,0.00
49.700,-0.482,13.928,
49.723,,,1.00
49.738,,,0.00
49.750,-0.388,14.347,
49.770,,,1.00
49.780,,,0.00
49.800,-0.253,12.636,
49.850,-0.080,8.552,
49.900,0.119,2.164,
49.950,0.330,-5.969,
50.000,0.528,-14.731,
50.050,0.686,-22.637,
50.100,0.782,-28.344,
50.150,0.800,-31.015,
50.200,0.730,-30.404,
50.250,0.580,-26.738,
50.300,0.353,-20.595,
50.350,0.074,-12.898,
50.400,-0.240,-4.765,
50.450,-0.564,2.740,
50.500,-0.877,8.936,
50.550,-1.162,13.683,
50.600,-1.412,17.261,
50.650,-1.616,20.124,
50.700,-1.770,22.707,
50.746,,,1.00
50.750,-1.868,25.342,
50.760,,,0.00
50.784,,,1.00
50.798,,,0.00
50.800,-1.902,28.274,
50.832,,,1.00
50.842,,,0.00
50.850,-1.868,31.556,
50.900,-1.755,34.767,
50.950,-1.555,36.722,
51.000,-1.255,35.360,
51.050,-0.855,28.327,
51.100,-0.363,14.120,
51.150,0.185,-6.528,
51.200,0.727,-30.229,
51.250,1.188,-52.168,
51.300,1.499,-68.155,
51.350,1.618,-75.904,
51.400,1.527,-74.700,
51.450,1.230,-64.717,
51.500,0.749,-47.351,
51.550,0.135,-26.180,
51.600,-0.540,-6.667,
51.650,-1.210,6.178,
51.700,-1.836,10.489,
51.750,-2.417,8.412,
51.800,-2.975,4.765,
51.817,,,1.00
51.831,,,0.00
51.850,-3.531,4.625,
51.855,,,1.00
51.869,,,0.00
51.900,-4.097,11.170,
51.903,,,1.00
51.913,,,0.00
51.950,-4.656,24.417,
52.000,-5.165,41.242,
52.050,-5.567,56.758,
52.100,-5.810,66.305,
52.150,-5.862,67.091,
52.200,-5.724,58.835,
52.250,-5.419,43.529,
52.300,-4.997,24.784,
52.350,-4.514,6.754,
52.400,-4.029,-7.191,
52.450,-3.578,-15.464,
52.500,-3.179,-18.343,
52.550,-2.835,-17.139,
52.600,-2.540,-13.247,
52.650,-2.279,-7.627,
52.700,-2.042,-0.908,
52.750,-1.808,6.196,
52.800,-1.558,12.601,
52.850,-1.271,16.825,
52.882,,,1.00
52.896,,,0.00
52.900,-0.935,17.192,
52.920,,,1.00
52.935,,,0.00
52.950,-0.540,12.287,
52.968,,,1.00
52.978,,,0.00
53.000,-0.101,1.815,
53.050,0.358,-12.793,
53.100,0.787,-28.623,
53.150,1.137,-42.412,
53.200,1.370,-51.749,
53.250,1.458,-55.502,
53.300,1.393,-53.512,
53.350,1.184,-46.129,
53.400,0.847,-34.243,
53.450,0.415,-19.757,
53.500,-0.066,-5.550,
53.550,-0.551,5.445,
53.600,-1.007,11.467,
53.650,-1.422,12.514,
53.700,-1.795,9.913,
53.750,-2.141,5.480,
53.800,-2.474,0.838,
53.850,-2.807,-2.810,
53.900,-3.151,-4.503,
53.947,,,1.00
53.950,-3.514,-3.351,
53.961,,,0.00
53.985,,,1.00
53.999,,,0.00
54.000,-3.892,1.326,
54.032,,,1.00
54.043,,,0.00
54.050,-4.279,9.582,
54.100,-4.650,20.368,
54.150,-4.970,31.503,
54.200,-5.207,40.230,
54.250,-5.330,44.157,
54.300,-5.325,42.202,
54.350,-5.201,34.837,
54.400,-4.981,23.684,
54.450,-4.698,10.873,
54.500,-4.389,-1.536,
54.550,-4.090,-12.008,
54.600,-3.830,-19.810,
54.650,-3.624,-24.854,
54.700,-3.486,-27.349,
54.750,-3.423,-27.663,
54.800,-3.432,-26.302,
54.850,-3.509,-23.649,
54.900,-3.647,-19.687,
54.950,-3.839,-14.120,
55.000,-4.072,-6.789,
55.010,,,1.00
55.024,,,0.00
55.049,,,1.00
55.050,-4.324,2.042,
55.063,,,0.00
55.096,,,1.00
55.100,-4.574,11.659,
55.107,,,0.00
55.150,-4.796,20.857,
55.200,-4.961,28.030,
55.250,-5.045,31.695,
55.300,-5.039,31.137,
55.350,-4.945,26.651,
55.400,-4.778,19.268,
55.450,-4.558,10.332,
55.500,-4.313,1.187,
55.550,-4.068,-7.138,
55.600,-3.845,-14.085,
55.650,-3.660,-19.478,
55.700,-3.528,-23.335,
55.750,-3.457,-25.761,
55.800,-3.454,-26.808,
55.850,-3.520,-26.337,
55.900,-3.657,-23.963,
55.950,-3.859,-19.164,
56.000,-4.115,-11.519,
56.050,-4.409,-1.047,
56.076,,,1.00
56.090,,,0.00
56.100,-4.712,11.397,
56.114,,,1.00
56.128,,,0.00
56.150,-4.987,24.016,
56.161,,,1.00
56.172,,,0.00
56.200,-5.198,34.470,
56.250,-5.311,40.631,
56.300,-5.306,41.347,
56.350,-5.185,36.739,
56.400,-4.962,28.047,
56.450,-4.664,17.261,
56.500,-4.321,6.597,
56.550,-3.971,-2.147,
56.600,-3.633,-8.168,
56.650,-3.322,-11.589,
56.700,-3.044,-12.968,
56.750,-2.802,-12.863,
56.800,-2.595,-11.624,
56.850,-2.417,-9.338,
56.900,-2.267,-5.864,
56.950,-2.135,-1.117,
57.000,-2.007,4.712,
57.050,-1.871,11.135,
57.100,-1.706,17.453,
57.135,,,1.00
57.149,,,0.00
57.150,-1.495,22.707,
57.172,,,1.00
57.187,,,0.00
57.200,-1.224,25.412,
57.219,,,1.00
57.230,,,0.00
57.250,-0.880,23.579,
57.300,-0.459,15.551,
57.350,0.020,1.309,
57.400,0.515,-16.912,
57.450,0.966,-35.430,
57.500,1.319,-50.719,
57.550,1.530,-60.511,
57.600,1.574,-63.862,
57.650,1.444,-60.546,
57.700,1.147,-50.824,
57.750,0.707,-36.006,
57.800,0.168,-19.059,
57.850,-0.412,-4.067,
57.900,-0.985,5.498,
57.950,-1.524,8.325,
58.000,-2.028,5.603,
58.050,-2.510,0.209,
58.100,-2.996,-4.241,
58.150,-3.501,-4.241,
58.200,-4.037,2.653,
58.202,,,1.00
58.216,,,0.00
58.241,,,1.00
58.250,-4.588,16.668,
58.255,,,0.00
58.288,,,1.00
58.299,,,0.00
58.300,-5.113,35.151,
58.350,-5.548,53.320,
58.400,-5.836,66.183,
58.450,-5.931,70.389,
58.500,-5.828,65.083,
58.550,-5.540,51.767,
58.600,-5.110,33.877,
58.650,-4.595,15.917,
58.700,-4.053,1.990,
58.750,-3.526,-5.655,
58.800,-3.028,-7.243,
58.850,-2.560,-4.800,
58.900,-2.106,-1.117,
58.950,-1.649,1.117,
59.000,-1.183,-0.157,
59.050,-0.702,-5.969,
59.100,-0.225,-15.795,
59.150,0.220,-27.524,
59.200,0.592,-38.135,
59.250,0.858,-44.872,
59.266,,,1.00
59.280,,,0.00
59.300,0.996,-46.181,
59.304,,,1.00
59.318,,,0.00
59.350,1.005,-41.923,
59.351,,,1.00
59.361,,,0.00
59.400,0.897,-33.039,
59.450,0.701,-21.101,
59.500,0.448,-7.959,
59.550,0.176,4.468,
59.600,-0.077,14.486,
59.650,-0.284,20.996,
59.700,-0.430,23.632,
59.750,-0.507,22.654,
59.800,-0.522,18.745,
59.850,-0.484,12.793,
59.900,-0.412,5.794,
59.950,-0.325,-1.187,
60.000,-0.243,-7.016,
60.050,-0.185,-10.594,
60.100,-0.162,-11.240,
60.150,-0.174,-8.971,
60.200,-0.215,-4.485,
60.250,-0.269,1.169,
60.300,-0.320,6.946,
60.326,,,1.00
60.340,,,0.00
60.350,-0.352,11.886,
60.364,,,1.00
60.378,,,0.00
60.400,-0.350,15.202,
60.410,,,1.00
60.421,,,0.00
60.450,-0.305,16.319,
60.500,-0.212,14.905,
60.550,-0.077,10.873,
60.600,0.093,4.416,
60.650,0.278,-3.805,
60.700,0.456,-12.671,
60.750,0.600,-20.787,
60.800,0.686,-26.861,
60.850,0.699,-30.020,
60.900,0.627,-29.898,
60.950,0.474,-26.616,
61.000,0.247,-20.630,
61.050,-0.036,-12.741,
61.100,-0.353,-4.014,
61.150,-0.680,4.398,
61.200,-0.991,11.606,
61.250,-1.269,17.296,
61.300,-1.500,21.625,
61.350,-1.676,24.993,
61.385,,,1.00
61.399,,,0.00
61.400,-1.788,27.821,
61.423,,,1.00
61.438,,,0.00
61.450,-1.828,30.543,
61.472,,,1.00
61.481,,,0.00
61.500,-1.795,33.406,
61.550,-1.679,36.041,
61.600,-1.472,37.193,
61.650,-1.162,34.715,
61.700,-0.754,26.267,
61.750,-0.258,10.647,
61.800,0.286,-10.821,
61.850,0.807,-34.278,
61.900,1.233,-54.995,
61.950,1.503,-69.307,
62.000,1.580,-75.311,
62.050,1.447,-72.344,
62.100,1.114,-60.703,
62.150,0.606,-42.254,
62.200,-0.017,-21.136,
62.250,-0.685,-2.845,
62.300,-1.335,8.255,
62.350,-1.940,11.188,
62.400,-2.501,8.604,
62.450,-3.039,5.149,
62.452,,,1.00
62.466,,,0.00
62.490,,,1.00
62.500,-3.577,5.306,
62.505,,,0.00
62.538,,,1.00
62.549,,,0.00
62.550,-4.119,11.711,
62.600,-4.651,24.243,
62.650,-5.133,39.986,
62.700,-5.512,54.350,
62.750,-5.738,62.919,
62.800,-5.782,63.111,
62.850,-5.647,54.821,
62.900,-5.358,40.020,
62.950,-4.961,22.061,
63.000,-4.510,4.712,
63.050,-4.059,-8.988,
63.100,-3.647,-17.610,
63.150,-3.289,-21.363,
63.200,-2.994,-21.258,
63.250,-2.758,-18.413,
63.300,-2.571,-13.718,
63.350,-2.422,-7.802,
63.400,-2.293,-1.100,
63.450,-2.169,6.109,
63.500,-2.029,13.526,
63.522,,,1.00
63.537,,,0.00
63.550,-1.857,20.665,
63.561,,,1.00
63.575,,,0.00
63.600,-1.630,26.512,
63.608,,,1.00
63.619,,,0.00
63.650,-1.332,29.287,
63.700,-0.949,26.704,
63.750,-0.479,16.982,
63.800,0.055,0.262,
63.850,0.603,-20.787,
63.900,1.098,-41.818,
63.950,1.475,-58.730,
64.000,1.687,-69.080,
64.050,1.707,-72.047,
64.100,1.535,-67.544,
64.150,1.173,-55.868,
64.200,0.655,-38.642,
64.250,0.031,-19.600,
64.300,-0.631,-3.787,
64.350,-1.280,4.835,
64.400,-1.893,5.568,
64.450,-2.476,1.344,
64.500,-3.057,-2.583,
64.550,-3.660,-0.873,
64.600,-4.291,9.652,
64.601,,,1.00
64.615,,,0.00
64.640,,,1.00
64.650,-4.926,28.344,
64.654,,,0.00
64.687,,,1.00
64.699,,,0.00
64.700,-5.503,50.632,
64.750,-5.942,70.058,
64.800,-6.181,81.175,
64.850,-6.187,81.367,
64.900,-5.966,70.965,
64.950,-5.543,52.761,
65.000,-4.979,31.625,
65.050,-4.345,13.299,
65.100,-3.701,2.164,
65.150,-3.077,-0.855,
65.200,-2.471,1.292,
65.250,-1.861,3.211,
65.300,-1.227,-0.471,
65.350,-0.567,-12.427,
65.400,0.086,-31.067,
65.450,0.666,-51.191,
65.500,1.101,-66.707,
65.550,1.345,-73.478,
65.600,1.378,-70.284,
65.650,1.214,-58.102,
65.675,,,1.00
65.690,,,0.00
65.700,0.891,-39.148,
65.713,,,1.00
65.728,,,0.00
65.750,0.456,-16.598,
65.761,,,1.00
65.771,,,0.00
65.800,-0.019,5.637,
65.850,-0.467,23.981,
65.900,-0.837,36.338,
65.950,-1.101,42.534,
66.000,-1.247,43.790,
66.050,-1.275,41.678,
66.100,-1.199,37.263,
66.150,-1.024,30.561,
66.200,-0.765,20.892,
66.250,-0.446,7.802,
66.300,-0.096,-8.011,
66.350,0.236,-24.312,
66.400,0.501,-37.961,
66.450,0.655,-45.972,
66.500,0.675,-46.600,
66.550,0.559,-39.828,
66.600,0.328,-27.245,
66.650,0.022,-11.502,
66.700,-0.313,4.503,
66.747,,,1.00
66.750,-0.630,18.396,
66.762,,,0.00
66.786,,,1.00
66.800,-0.891,28.815,
66.800,,,0.00
66.833,,,1.00
66.844,,,0.00
66.850,-1.070,35.483,
66.900,-1.153,38.869,
66.950,-1.133,39.549,
67.000,-1.010,37.507,
67.050,-0.787,31.887,
67.100,-0.471,21.590,
67.150,-0.086,6.388,
67.200,0.324,-12.235,
67.250,0.707,-31.276,
67.300,1.002,-47.264,
67.350,1.162,-57.456,
67.400,1.162,-60.354,
67.450,0.993,-55.571,
67.500,0.666,-43.825,
67.550,0.215,-27.280,
67.600,-0.308,-9.547,
67.650,-0.847,5.393,
67.700,-1.352,14.905,
67.750,-1.806,18.675,
67.800,-2.202,18.204,
67.815,,,1.00
67.829,,,0.00
67.850,-2.551,15.603,
67.853,,,1.00
67.867,,,0.00
67.900,-2.859,12.566,
67.901,,,1.00
67.910,,,0.00
67.950,-3.138,10.088,
68.000,-3.396,8.535,
68.050,-3.633,7.906,
68.100,-3.853,8.046,
68.150,-4.054,8.639,
68.200,-4.235,9.285,
68.250,-4.389,9.564,
68.300,-4.519,9.198,
68.350,-4.624,8.046,
68.400,-4.706,6.178,
68.450,-4.772,3.944,
68.500,-4.829,1.902,
68.550,-4.882,0.698,
68.600,-4.937,0.890,
68.650,-4.995,2.758,
68.700,-5.050,6.074,
68.750,-5.093,10.088,
68.800,-5.108,13.840,
68.850,-5.086,16.528,
68.878,,,1.00
68.892,,,0.00
68.900,-5.019,17.645,
68.917,,,1.00
68.931,,,0.00
68.950,-4.904,16.982,
68.964,,,1.00
68.975,,,0.00
69.000,-4.741,14.696,
69.050,-4.538,11.362,
69.100,-4.307,7.749,
69.150,-4.059,4.538,
69.200,-3.800,2.164,
69.250,-3.539,0.890,
69.300,-3.280,0.785,
69.350,-3.019,1.676,
69.400,-2.758,3.211,
69.450,-2.488,4.922,
69.500,-2.205,6.353,
69.550,-1.905,7.069,
69.600,-1.585,6.632,
69.650,-1.244,4.573,
69.700,-0.888,0.454,
69.750,-0.523,-5.777,
69.800,-0.168,-13.474,
69.850,0.154,-21.276,
69.900,0.418,-27.559,
69.940,,,1.00
69.950,0.606,-30.997,
69.954,,,0.00
69.978,,,1.00
69.992,,,0.00
70.000,0.707,-30.927,
70.024,,,1.00
70.035,,,0.00
70.050,0.723,-27.472,
70.100,0.661,-21.345,
70.150,0.545,-13.614,
70.200,0.393,-5.428,
70.250,0.228,2.077,
70.300,0.074,7.906,
70.350,-0.055,11.380,
70.400,-0.149,12.235,
70.450,-0.206,10.699,
70.500,-0.231,7.400,
70.550,-0.237,3.194,
70.600,-0.234,-1.012,
70.650,-0.236,-4.294,
70.700,-0.253,-5.847,
70.750,-0.291,-5.236,
70.800,-0.347,-2.548,
70.850,-0.413,1.710,
70.900,-0.478,6.789,
70.950,-0.525,11.816,
70.997,,,1.00
71.000,-0.540,15.952,
71.011,,,0.00
71.034,,,1.00
71.048,,,0.00
71.050,-0.511,18.518,
71.082,,,1.00
71.091,,,0.00
71.100,-0.432,18.954,
71.150,-0.298,16.720,
71.200,-0.116,11.484,
71.250,0.104,3.456,
71.300,0.336,-6.458,
71.350,0.554,-16.808,
71.400,0.727,-25.936,
71.450,0.829,-32.376,
71.500,0.839,-35.221,
71.550,0.752,-34.243,
71.600,0.572,-29.723,
71.650,0.309,-22.340,
71.700,-0.014,-13.177,
71.750,-0.371,-3.630,
71.800,-0.734,4.922,
71.850,-1.079,11.589,
71.900,-1.389,16.197,
71.950,-1.654,19.199,
72.000,-1.871,21.276,
72.050,-2.033,22.969,
72.051,,,1.00
72.066,,,0.00
72.089,,,1.00
72.100,-2.138,24.627,
72.104,,,0.00
72.136,,,1.00
72.147,,,0.00
72.150,-2.182,26.512,
72.200,-2.160,28.885,
72.250,-2.069,31.800,
72.300,-1.899,34.680,
72.350,-1.641,36.006,
72.400,-1.285,33.318,
72.450,-0.829,24.033,
72.500,-0.291,6.999,
72.550,0.287,-16.109,
72.600,0.829,-40.893,
72.650,1.257,-62.134,
72.700,1.508,-75.852,
72.750,1.546,-79.936,
72.800,1.360,-73.705,
72.850,0.966,-57.910,
72.900,0.404,-35.587,
72.950,-0.251,-12.200,
73.000,-0.920,6.283,
73.050,-1.546,16.266,
73.100,-2.106,18.029,
73.115,,,1.00
73.129,,,0.00
73.150,-2.611,14.818,
73.153,,,1.00
73.167,,,0.00
73.200,-3.079,10.751,
73.200,,,1.00
73.210,,,0.00
73.250,-3.526,9.163,
73.300,-3.965,11.798,
73.350,-4.386,18.553,
73.400,-4.767,27.646,
73.450,-5.078,36.303,
73.500,-5.290,41.766,
73.550,-5.383,42.202,
73.600,-5.356,37.158,
73.650,-5.224,27.472,
73.700,-5.017,14.888,
73.750,-4.771,1.553,
73.800,-4.524,-10.420,
73.850,-4.312,-19.373,
73.900,-4.158,-24.435,
73.950,-4.076,-25.569,
74.000,-4.065,-23.353,
74.050,-4.119,-18.588,
74.100,-4.222,-12.060,
74.150,-4.359,-4.468,
74.172,,,1.00
74.187,,,0.00
74.200,-4.507,3.508,
74.210,,,1.00
74.225,,,0.00
74.250,-4.646,11.065,
74.258,,,1.00
74.268,,,0.00
74.300,-4.755,17.226,
74.350,-4.814,21.049,
74.400,-4.813,21.991,
74.450,-4.750,20.124,
74.500,-4.631,15.952,
74.550,-4.469,10.175,
74.600,-4.279,3.560,
74.650,-4.079,-3.142,
74.700,-3.891,-9.338,
74.750,-3.728,-14.713,
74.800,-3.602,-19.164,
74.850,-3.528,-22.672,
74.900,-3.512,-25.185,
74.950,-3.561,-26.424,
75.000,-3.680,-25.761,
75.050,-3.870,-22.340,
75.100,-4.125,-15.429,
75.150,-4.428,-4.852,
75.200,-4.752,8.622,
75.229,,,1.00
75.243,,,0.00
75.250,-5.058,23.091,
75.267,,,1.00
75.282,,,0.00
75.300,-5.303,35.832,
75.315,,,1.00
75.326,,,0.00
75.350,-5.446,44.174,
75.400,-5.462,46.478,
75.450,-5.345,42.656,
75.500,-5.110,34.069,
75.550,-4.783,22.986,
75.600,-4.400,11.938,
75.650,-3.993,3.107,
75.700,-3.588,-2.199,
75.750,-3.200,-3.822,
75.800,-2.827,-2.618,
75.850,-2.465,0.035,
75.900,-2.102,2.705,
75.950,-1.729,4.119,
76.000,-1.340,3.246,
76.050,-0.936,-0.576,
76.100,-0.525,-7.418,
76.150,-0.126,-16.424,
76.200,0.236,-25.831,
76.250,0.526,-33.406,
76.300,,,1.00
76.300,0.723,-37.280,
76.314,,,0.00
76.338,,,1.00
76.350,0.815,-36.617,
76.352,,,0.00
76.386,,,1.00
76.396,,,0.00
76.400,0.803,-31.678,
76.450,0.705,-23.545,
76.500,0.545,-13.614,
76.550,0.349,-3.351,
76.600,0.148,5.829,
76.650,-0.033,12.758,
76.700,-0.174,16.685,
76.750,-0.265,17.401,
76.800,-0.306,15.219,
76.850,-0.303,10.821,
76.900,-0.270,5.131,
76.950,-0.225,-0.838,
77.000,-0.181,-6.039,
77.050,-0.159,-9.460,
77.100,-0.165,-10.402,
77.150,-0.206,-8.639,
77.200,-0.273,-4.520,
77.250,-0.357,1.169,
77.300,-0.438,7.400,
77.350,-0.500,13.107,
77.375,,,1.00
77.389,,,0.00
77.400,-0.525,17.453,
77.414,,,1.00
77.428,,,0.00
77.450,-0.501,19.862,
77.462,,,1.00
77.472,,,0.00
77.500,-0.423,19.897,
77.550,-0.289,17.157,
77.600,-0.104,11.432,
77.650,0.118,3.019,
77.700,0.350,-7.138,
77.750,0.567,-17.610,
77.800,0.737,-26.738,
77.850,0.831,-33.039,
77.900,0.834,-35.605,
77.950,0.737,-34.226,
78.000,0.547,-29.269,
78.050,0.276,-21.502,
78.100,-0.053,-12.113,
78.150,-0.413,-2.601,
78.200,-0.774,5.672,
78.250,-1.117,11.921,
78.300,-1.423,16.109,
78.350,-1.685,18.762,
78.400,-1.899,20.560,
78.450,-2.062,22.044,
78.455,,,1.00
78.470,,,0.00
78.494,,,1.00
78.500,-2.169,23.527,
78.509,,,0.00
78.542,,,1.00
78.550,-2.218,25.290,
78.553,,,0.00
78.600,-2.205,27.629,
78.650,-2.125,30.613,
78.700,-1.971,33.772,
78.750,-1.731,35.779,
78.800,-1.395,34.383,
78.850,-0.960,26.930,
78.900,-0.434,11.764,
78.950,0.145,-10.193,
79.000,0.705,-35.134,
79.050,1.172,-57.840,
79.100,1.473,-73.793,
79.150,1.566,-80.320,
79.200,1.434,-76.445,
79.250,1.087,-62.675,
79.300,0.559,-41.539,
79.350,-0.082,-17.977,
79.400,-0.756,2.007,
79.450,-1.398,14.085,
79.500,-1.979,17.575,
79.532,,,1.00
79.546,,,0.00
79.550,-2.502,15.184,
79.570,,,1.00
79.584,,,0.00
79.600,-2.985,11.100,
79.617,,,1.00
79.628,,,0.00
79.650,-3.446,9.058,
79.700,-3.899,11.188,
79.750,-4.335,17.698,
79.800,-4.736,27.070,
79.850,-5.071,36.600,
79.900,-5.306,43.284,
79.950,-5.418,44.872,
80.000,-5.402,40.579,
80.050,-5.272,31.119,
80.100,-5.055,18.256,
80.150,-4.789,4.259,
80.200,-4.518,-8.604,
80.250,-4.274,-18.605,
80.300,-4.089,-24.871,
80.350,-3.974,-27.349,
80.400,-3.935,-26.477,
80.450,-3.969,-22.881,
80.500,-4.065,-17.226,
80.550,-4.207,-10.071,
80.600,-4.376,-1.902,
80.603,,,1.00
80.617,,,0.00
80.642,,,1.00
80.650,-4.552,6.632,
80.657,,,0.00
80.690,,,1.00
80.700,-4.711,14.574,
80.701,,,0.00
80.750,-4.829,20.752,
80.800,-4.887,24.208,
80.850,-4.877,24.504,
80.900,-4.797,21.782,
80.950,-4.659,16.668,
81.000,-4.474,10.036,
81.050,-4.263,2.827,
81.100,-4.046,-4.154,
81.150,-3.842,-10.367,
81.200,-3.666,-15.533,
81.250,-3.533,-19.635,
81.300,-3.449,-22.777,
81.350,-3.426,-25.011,
81.400,-3.465,-26.163,
81.450,-3.575,-25.726,
81.500,-3.753,-22.969,
81.550,-3.996,-17.122,
81.600,-4.291,-7.767,
81.650,-4.615,4.712,
81.677,,,1.00
81.692,,,0.00
81.700,-4.932,18.815,
81.716,,,1.00
81.731,,,0.00
81.750,-5.202,32.044,
81.765,,,1.00
81.775,,,0.00
81.800,-5.382,41.678,
81.850,-5.441,45.763,
81.900,-5.371,43.738,
81.950,-5.177,36.460,
82.000,-4.884,25.866,
82.050,-4.524,14.451,
82.100,-4.133,4.538,
82.150,-3.740,-2.356,
82.200,-3.362,-5.777,
82.250,-3.005,-6.161,
