Time (s) Auto,Angle (rad) pi/4 forskydt,Angular Velocity (rad/s) pi/4 forskydt
989.98,-2.171,-0.576
990,-2.177,0
990.02,-2.171,0.602
990.04,-2.154,1.204
990.06,-2.122,1.806
990.08,-2.081,2.422
990.1,-2.026,3.05
990.12,-1.959,3.704
990.14,-1.879,4.372
990.16,-1.784,5.066
990.18,-1.676,5.773
990.2,-1.554,6.48
990.22,-1.417,7.186
990.24,-1.266,7.893
990.26,-1.101,8.574
990.28,-0.922,9.202
990.3,-0.732,9.739
990.32,-0.531,10.171
990.34,-0.324,10.472
990.36,-0.11,10.59
990.38,0.104,10.498
990.4,0.313,10.158
990.42,0.514,9.582
990.44,0.699,8.77
990.46,0.867,7.736
990.48,1.012,6.519
990.5,1.129,5.131
990.52,1.219,3.626
990.54,1.275,2.029
990.56,1.301,0.367
990.58,1.291,-1.296
990.6,1.247,-2.932
990.62,1.173,-4.503
990.64,1.067,-5.995
990.66,0.931,-7.357
990.68,0.77,-8.548
990.7,0.587,-9.543
990.72,0.385,-10.315
990.74,0.171,-10.852
990.76,-0.052,-11.14
990.78,-0.278,-11.218
990.8,-0.503,-11.087
990.82,-0.724,-10.773
990.84,-0.936,-10.315
990.86,-1.137,-9.765
990.88,-1.327,-9.163
990.9,-1.505,-8.522
990.92,-1.668,-7.867
990.94,-1.819,-7.226
990.96,-1.957,-6.597
990.98,-2.083,-5.995
991,-2.196,-5.432
991.02,-2.3,-4.896
991.04,-2.392,-4.372
991.06,-2.474,-3.875
991.08,-2.546,-3.416
991.1,-2.611,-2.985
991.12,-2.666,-2.566
991.14,-2.713,-2.16
991.16,-2.752,-1.78
991.18,-2.783,-1.427
991.2,-2.809,-1.086
991.22,-2.827,-0.759
991.24,-2.838,-0.458
991.26,-2.845,-0.196
991.28,-2.846,0.039
991.3,-2.843,0.262
991.32,-2.835,0.458
991.34,-2.824,0.615
991.36,-2.81,0.733
991.38,-2.794,0.825
991.4,-2.777,0.89
991.42,-2.758,0.942
991.44,-2.739,0.969
991.46,-2.719,0.956
991.48,-2.7,0.903
991.5,-2.683,0.825
991.52,-2.667,0.746
991.54,-2.653,0.641
991.56,-2.641,0.497
991.58,-2.633,0.314
991.6,-2.628,0.105
991.62,-2.628,-0.131
991.64,-2.633,-0.393
991.66,-2.644,-0.668
991.68,-2.659,-0.956
991.7,-2.681,-1.27
991.72,-2.71,-1.597
991.74,-2.746,-1.924
991.76,-2.787,-2.251
991.78,-2.835,-2.566
991.8,-2.89,-2.88
991.82,-2.95,-3.168
991.84,-3.018,-3.443
991.86,-3.088,-3.718
991.88,-3.165,-3.979
991.9,-3.248,-4.228
991.92,-3.335,-4.438
991.94,-3.426,-4.634
991.96,-3.52,-4.817
991.98,-3.619,-4.974
992,-3.72,-5.105
992.02,-3.823,-5.197
992.04,-3.929,-5.249
992.06,-4.034,-5.236
992.08,-4.139,-5.171
992.1,-4.241,-5.053
992.12,-4.342,-4.883
992.14,-4.438,-4.647
992.16,-4.529,-4.333
992.18,-4.612,-3.953
992.2,-4.687,-3.508
992.22,-4.753,-3.011
992.24,-4.808,-2.461
992.26,-4.852,-1.885
992.28,-4.884,-1.283
992.3,-4.904,-0.668
992.32,-4.91,-0.079
992.34,-4.906,0.484
992.36,-4.891,1.021
992.38,-4.865,1.532
992.4,-4.829,1.977
992.42,-4.785,2.343
992.44,-4.734,2.657
992.46,-4.678,2.906
992.48,-4.617,3.076
992.5,-4.554,3.155
992.52,-4.489,3.155
992.54,-4.427,3.089
992.56,-4.365,2.945
992.58,-4.307,2.723
992.6,-4.255,2.422
992.62,-4.21,2.068
992.64,-4.172,1.676
992.66,-4.142,1.23
992.68,-4.122,0.746
992.7,-4.112,0.236
992.72,-4.112,-0.288
992.74,-4.123,-0.825
992.76,-4.145,-1.361
992.78,-4.178,-1.885
992.8,-4.221,-2.382
992.82,-4.274,-2.854
992.84,-4.335,-3.286
992.86,-4.406,-3.652
992.88,-4.483,-3.953
992.9,-4.565,-4.176
992.92,-4.651,-4.307
992.94,-4.739,-4.333
992.96,-4.825,-4.254
992.98,-4.91,-4.071
993,-4.99,-3.783
993.02,-5.063,-3.377
993.04,-5.127,-2.867
993.06,-5.179,-2.265
993.08,-5.218,-1.584
993.1,-5.243,-0.864
993.12,-5.253,-0.105
993.14,-5.248,0.681
993.16,-5.226,1.466
993.18,-5.188,2.238
993.2,-5.137,2.985
993.22,-5.069,3.704
993.24,-4.987,4.359
993.26,-4.893,4.935
993.28,-4.789,5.445
993.3,-4.675,5.89
993.32,-4.552,6.257
993.34,-4.423,6.532
993.36,-4.29,6.715
993.38,-4.153,6.807
993.4,-4.017,6.833
993.42,-3.88,6.82
993.44,-3.743,6.768
993.46,-3.608,6.676
993.48,-3.476,6.571
993.5,-3.346,6.466
993.52,-3.217,6.362
993.54,-3.091,6.244
993.56,-2.967,6.139
993.58,-2.846,6.061
993.6,-2.725,6.008
993.62,-2.606,5.969
993.64,-2.487,5.93
993.66,-2.369,5.917
993.68,-2.251,5.917
993.7,-2.132,5.943
993.72,-2.014,5.982
993.74,-1.893,6.034
993.76,-1.772,6.1
993.78,-1.649,6.178
993.8,-1.525,6.283
993.82,-1.398,6.375
993.84,-1.269,6.453
993.86,-1.14,6.532
993.88,-1.008,6.624
993.9,-0.875,6.715
993.92,-0.74,6.768
993.94,-0.603,6.781
993.96,-0.468,6.768
993.98,-0.333,6.715
994,-0.198,6.597
994.02,-0.068,6.401
994.04,0.058,6.139
994.06,0.179,5.825
994.08,0.292,5.445
994.1,0.397,4.987
994.12,0.493,4.464
994.14,0.576,3.888
994.16,0.649,3.286
994.18,0.708,2.644
994.2,0.756,1.963
994.22,0.787,1.283
994.24,0.806,0.628
994.26,0.812,0
994.28,0.806,-0.602
994.3,0.787,-1.165
994.32,0.759,-1.689
994.34,0.719,-2.16
994.36,0.671,-2.566
994.38,0.616,-2.893
994.4,0.554,-3.155
994.42,0.489,-3.351
994.44,0.419,-3.482
994.46,0.349,-3.56
994.48,0.276,-3.587
994.5,0.204,-3.547
994.52,0.134,-3.443
994.54,0.066,-3.286
994.56,0.002,-3.102
994.58,-0.058,-2.906
994.6,-0.115,-2.697
994.62,-0.167,-2.474
994.64,-0.214,-2.238
994.66,-0.256,-2.003
994.68,-0.294,-1.767
994.7,-0.327,-1.545
994.72,-0.355,-1.348
994.74,-0.38,-1.178
994.76,-0.402,-1.034
994.78,-0.421,-0.916
994.8,-0.438,-0.825
994.82,-0.454,-0.759
994.84,-0.468,-0.707
994.86,-0.482,-0.681
994.88,-0.495,-0.668
994.9,-0.509,-0.668
994.92,-0.522,-0.681
994.94,-0.536,-0.681
994.96,-0.55,-0.668
994.98,-0.562,-0.628
995,-0.575,-0.576
995.02,-0.586,-0.497
995.04,-0.595,-0.38
995.06,-0.602,-0.223
995.08,-0.605,-0.039
995.1,-0.603,0.17
995.12,-0.598,0.419
995.14,-0.587,0.694
995.16,-0.57,0.995
995.18,-0.548,1.322
995.2,-0.518,1.676
995.22,-0.481,2.055
995.24,-0.437,2.435
995.26,-0.383,2.814
995.28,-0.324,3.181
995.3,-0.256,3.521
995.32,-0.182,3.835
995.34,-0.102,4.11
995.36,-0.017,4.346
995.38,0.072,4.516
995.4,0.165,4.608
995.42,0.258,4.634
995.44,0.35,4.581
995.46,0.443,4.438
995.48,0.529,4.189
995.5,0.611,3.848
995.52,0.685,3.43
995.54,0.749,2.932
995.56,0.803,2.369
995.58,0.845,1.741
995.6,0.873,1.047
995.62,0.888,0.314
995.64,0.886,-0.419
995.66,0.87,-1.152
995.68,0.84,-1.898
995.7,0.795,-2.644
995.72,0.734,-3.351
995.74,0.66,-4.006
995.76,0.573,-4.621
995.78,0.474,-5.184
995.8,0.364,-5.668
995.82,0.247,-6.074
995.84,0.121,-6.401
995.86,-0.011,-6.65
995.88,-0.146,-6.807
995.9,-0.284,-6.898
995.92,-0.423,-6.925
995.94,-0.562,-6.872
995.96,-0.699,-6.754
995.98,-0.833,-6.584
996,-0.963,-6.375
996.02,-1.089,-6.139
996.04,-1.208,-5.877
996.06,-1.324,-5.603
996.08,-1.433,-5.315
996.1,-1.536,-5
996.12,-1.634,-4.686
996.14,-1.723,-4.359
996.16,-1.808,-4.032
996.18,-1.885,-3.691
996.2,-1.956,-3.338
996.22,-2.018,-2.985
996.24,-2.075,-2.618
996.26,-2.124,-2.238
996.28,-2.165,-1.846
996.3,-2.198,-1.453
996.32,-2.223,-1.047
996.34,-2.24,-0.615
996.36,-2.248,-0.17
996.38,-2.246,0.288
996.4,-2.237,0.759
996.42,-2.216,1.257
996.44,-2.187,1.793
996.46,-2.146,2.356
996.48,-2.092,2.945
996.5,-2.028,3.56
996.52,-1.951,4.215
996.54,-1.86,4.909
996.56,-1.755,5.629
996.58,-1.635,6.375
996.6,-1.5,7.134
996.62,-1.349,7.893
996.64,-1.184,8.626
996.66,-1.004,9.333
996.68,-0.811,10.001
996.7,-0.603,10.577
996.72,-0.385,11.022
996.74,-0.16,11.284
996.76,0.069,11.336
996.78,0.297,11.14
996.8,0.518,10.681
996.82,0.727,9.975
996.84,0.92,9.019
996.86,1.092,7.841
996.88,1.236,6.48
996.9,1.352,4.974
996.92,1.437,3.351
996.94,1.488,1.636
996.96,1.503,-0.118
996.98,1.483,-1.885
997,1.428,-3.639
997.02,1.337,-5.341
997.04,1.213,-6.951
997.06,1.057,-8.43
997.08,0.873,-9.739
997.1,0.664,-10.852
997.12,0.437,-11.742
997.14,0.192,-12.37
997.16,-0.063,-12.737
997.18,-0.32,-12.854
997.2,-0.58,-12.776
997.22,-0.834,-12.514
997.24,-1.082,-12.095
997.26,-1.319,-11.598
997.28,-1.546,-11.061
997.3,-1.762,-10.537
997.32,-1.967,-10.027
997.34,-2.163,-9.569
997.36,-2.348,-9.176
997.38,-2.529,-8.836
997.4,-2.702,-8.561
997.42,-2.87,-8.338
997.44,-3.035,-8.181
997.46,-3.197,-8.05
997.48,-3.357,-7.946
997.5,-3.514,-7.854
997.52,-3.671,-7.762
997.54,-3.825,-7.658
997.56,-3.977,-7.514
997.58,-4.126,-7.343
997.6,-4.271,-7.121
997.62,-4.412,-6.833
997.64,-4.546,-6.48
997.66,-4.672,-6.048
997.68,-4.789,-5.55
997.7,-4.895,-4.961
997.72,-4.989,-4.307
997.74,-5.067,-3.6
997.76,-5.133,-2.854
997.78,-5.182,-2.081
997.8,-5.217,-1.296
997.82,-5.234,-0.524
997.84,-5.237,0.223
997.86,-5.224,0.903
997.88,-5.199,1.505
997.9,-5.163,2.029
997.92,-5.118,2.487
997.94,-5.063,2.867
997.96,-5.001,3.142
997.98,-4.935,3.299
998,-4.868,3.351
998.02,-4.8,3.325
998.04,-4.734,3.22
998.06,-4.67,3.024
998.08,-4.612,2.749
998.1,-4.56,2.422
998.12,-4.514,2.055
998.14,-4.477,1.649
998.16,-4.448,1.217
998.18,-4.428,0.785
998.2,-4.417,0.38
998.22,-4.414,-0.013
998.24,-4.417,-0.367
998.26,-4.43,-0.694
998.28,-4.445,-0.969
998.3,-4.469,-1.191
998.32,-4.494,-1.361
998.34,-4.524,-1.466
998.36,-4.554,-1.532
998.38,-4.585,-1.532
998.4,-4.617,-1.479
998.42,-4.645,-1.348
998.44,-4.672,-1.165
998.46,-4.692,-0.942
998.48,-4.709,-0.668
998.5,-4.72,-0.353
998.52,-4.723,0
998.54,-4.72,0.353
998.56,-4.709,0.72
998.58,-4.692,1.1
998.6,-4.665,1.479
998.62,-4.632,1.846
998.64,-4.591,2.186
998.66,-4.544,2.5
998.68,-4.491,2.788
998.7,-4.433,3.05
998.72,-4.368,3.272
998.74,-4.301,3.43
998.76,-4.23,3.534
998.78,-4.159,3.613
998.8,-4.086,3.652
998.82,-4.012,3.639
998.84,-3.94,3.574
998.86,-3.869,3.482
998.88,-3.8,3.351
998.9,-3.734,3.168
998.92,-3.673,2.945
998.94,-3.616,2.71
998.96,-3.564,2.448
998.98,-3.517,2.134
999,-3.478,1.78
999.02,-3.446,1.401
999.04,-3.421,1.008
999.06,-3.405,0.589
999.08,-3.398,0.144
999.1,-3.399,-0.327
999.12,-3.41,-0.838
999.14,-3.432,-1.374
999.16,-3.465,-1.924
999.18,-3.509,-2.487
999.2,-3.564,-3.063
999.22,-3.632,-3.652
999.24,-3.71,-4.254
999.26,-3.801,-4.843
999.28,-3.905,-5.406
999.3,-4.018,-5.917
999.32,-4.142,-6.362
999.34,-4.274,-6.741
999.36,-4.412,-7.029
999.38,-4.557,-7.199
999.4,-4.703,-7.226
999.42,-4.847,-7.095
999.44,-4.989,-6.82
999.46,-5.122,-6.388
999.48,-5.246,-5.799
999.5,-5.356,-5.066
999.52,-5.451,-4.176
999.54,-5.526,-3.168
999.56,-5.578,-2.068
999.58,-5.609,-0.903
999.6,-5.616,0.288
999.62,-5.597,1.492
999.64,-5.556,2.67
999.66,-5.49,3.809
999.68,-5.402,4.869
999.7,-5.294,5.825
999.72,-5.168,6.689
999.74,-5.025,7.448
999.76,-4.868,8.077
999.78,-4.7,8.548
999.8,-4.524,8.875
999.82,-4.343,9.084
999.84,-4.159,9.202
999.86,-3.974,9.242
999.88,-3.789,9.215
999.9,-3.605,9.15
999.92,-3.423,9.058
999.94,-3.242,8.967
999.96,-3.065,8.875
999.98,-2.887,8.81
1000,-2.713,8.796
1000.02,-2.537,8.836
1000.04,-2.359,8.914
1000.06,-2.18,9.019
1000.08,-2,9.176
1000.1,-1.814,9.372
1000.12,-1.624,9.595
1000.14,-1.431,9.817
1000.16,-1.232,10.04
1000.18,-1.029,10.236
1000.2,-0.822,10.354
1000.22,-0.613,10.38
1000.24,-0.405,10.289
1000.26,-0.199,10.053
1000.28,-4.83E-15,9.647
1000.3,0.188,9.071
1000.32,0.364,8.338
1000.34,0.525,7.448
1000.36,0.664,6.414
1000.38,0.782,5.275
1000.4,0.877,4.071
1000.42,0.946,2.814
1000.44,0.99,1.532
1000.46,1.007,0.275
1000.48,0.999,-0.929
1000.5,0.969,-2.055
1000.52,0.916,-3.089
1000.54,0.844,-4.019
1000.56,0.754,-4.817
1000.58,0.649,-5.472
1000.6,0.533,-5.956
1000.62,0.408,-6.283
1000.64,0.28,-6.466
1000.66,0.148,-6.493
1000.68,0.017,-6.362
1000.7,-0.108,-6.074
1000.72,-0.228,-5.668
1000.74,-0.336,-5.157
1000.76,-0.435,-4.555
1000.78,-0.52,-3.888
1000.8,-0.591,-3.168
1000.82,-0.647,-2.409
1000.84,-0.688,-1.623
1000.86,-0.712,-0.838
1000.88,-0.721,-0.079
1000.9,-0.715,0.641
1000.92,-0.694,1.348
1000.94,-0.661,2.016
1000.96,-0.613,2.644
1000.98,-0.554,3.22
1001,-0.484,3.731
1001.02,-0.404,4.176
1001.04,-0.316,4.529
1001.06,-0.221,4.778
1001.08,-0.123,4.909
1001.1,-0.024,4.922
1001.12,0.075,4.817
1001.14,0.171,4.595
1001.16,0.261,4.241
1001.18,0.342,3.77
1001.2,0.413,3.181
1001.22,0.471,2.487
1001.24,0.514,1.715
1001.26,0.54,0.89
1001.28,0.55,0.026
1001.3,0.542,-0.864
1001.32,0.515,-1.754
1001.34,0.471,-2.605
1001.36,0.41,-3.39
1001.38,0.335,-4.11
1001.4,0.245,-4.752
1001.42,0.143,-5.301
1001.44,0.031,-5.72
1001.46,-0.088,-6.008
1001.48,-0.21,-6.165
1001.5,-0.336,-6.192
1001.52,-0.46,-6.087
1001.54,-0.581,-5.851
1001.56,-0.696,-5.524
1001.58,-0.803,-5.105
1001.6,-0.902,-4.608
1001.62,-0.988,-4.045
1001.64,-1.063,-3.43
1001.66,-1.126,-2.762
1001.68,-1.175,-2.055
1001.7,-1.208,-1.322
1001.72,-1.228,-0.576
1001.74,-1.232,0.17
1001.76,-1.221,0.929
1001.78,-1.195,1.702
1001.8,-1.153,2.5
1001.82,-1.095,3.299
1001.84,-1.021,4.084
1001.86,-0.931,4.869
1001.88,-0.826,5.629
1001.9,-0.705,6.349
1001.92,-0.572,7.003
1001.94,-0.424,7.579
1001.96,-0.267,8.063
1001.98,-0.101,8.417
1002,0.072,8.613
1002.02,0.247,8.613
1002.04,0.419,8.417
1002.06,0.586,8.037
1002.08,0.743,7.474
1002.1,0.888,6.715
1002.12,1.015,5.773
1002.14,1.12,4.699
1002.16,1.203,3.521
1002.18,1.263,2.238
1002.2,1.294,0.864
1002.22,1.297,-0.55
1002.24,1.272,-1.95
1002.26,1.219,-3.338
1002.28,1.139,-4.686
1002.3,1.03,-5.982
1002.32,0.898,-7.199
1002.34,0.741,-8.299
1002.36,0.564,-9.242
1002.38,0.369,-10.001
1002.4,0.162,-10.59
1002.42,-0.057,-11.009
1002.44,-0.281,-11.231
1002.46,-0.509,-11.27
1002.48,-0.734,-11.166
1002.5,-0.957,-10.956
1002.52,-1.173,-10.668
1002.54,-1.384,-10.302
1002.56,-1.587,-9.909
1002.58,-1.78,-9.53
1002.6,-1.967,-9.189
1002.62,-2.147,-8.888
1002.64,-2.322,-8.613
1002.66,-2.491,-8.378
1002.68,-2.656,-8.207
1002.7,-2.818,-8.09
1002.72,-2.98,-8.024
1002.74,-3.138,-7.985
1002.76,-3.299,-7.959
1002.78,-3.457,-7.946
1002.8,-3.616,-7.933
1002.82,-3.775,-7.919
1002.84,-3.933,-7.867
1002.86,-4.09,-7.762
1002.88,-4.244,-7.579
1002.9,-4.395,-7.317
1002.92,-4.538,-6.964
1002.94,-4.675,-6.532
1002.96,-4.8,-6.008
1002.98,-4.917,-5.38
1003,-5.017,-4.673
1003.02,-5.104,-3.888
1003.04,-5.174,-3.05
1003.06,-5.226,-2.16
1003.08,-5.261,-1.257
1003.1,-5.276,-0.353
1003.12,-5.275,0.524
1003.14,-5.254,1.348
1003.16,-5.22,2.107
1003.18,-5.169,2.788
1003.2,-5.107,3.377
1003.22,-5.033,3.862
1003.24,-4.951,4.228
1003.26,-4.862,4.477
1003.28,-4.771,4.621
1003.3,-4.676,4.66
1003.32,-4.582,4.581
1003.34,-4.491,4.385
1003.36,-4.406,4.097
1003.38,-4.326,3.731
1003.4,-4.255,3.299
1003.42,-4.194,2.801
1003.44,-4.142,2.265
1003.46,-4.103,1.689
1003.48,-4.075,1.1
1003.5,-4.059,0.511
1003.52,-4.054,-0.079
1003.54,-4.062,-0.654
1003.56,-4.081,-1.191
1003.58,-4.111,-1.689
1003.6,-4.148,-2.147
1003.62,-4.197,-2.553
1003.64,-4.252,-2.906
1003.66,-4.313,-3.181
1003.68,-4.381,-3.39
1003.7,-4.45,-3.534
1003.72,-4.522,-3.6
1003.74,-4.596,-3.587
1003.76,-4.667,-3.469
1003.78,-4.736,-3.259
1003.8,-4.799,-2.971
1003.82,-4.855,-2.605
1003.84,-4.904,-2.173
1003.86,-4.943,-1.662
1003.88,-4.972,-1.1
1003.9,-4.987,-0.497
1003.92,-4.992,0.118
1003.94,-4.983,0.733
1003.96,-4.962,1.348
1003.98,-4.929,1.95
1004,-4.884,2.539
1004.02,-4.827,3.076
1004.04,-4.76,3.56
1004.06,-4.684,3.979
1004.08,-4.599,4.333
1004.1,-4.51,4.634
1004.12,-4.414,4.869
1004.14,-4.313,5.027
1004.16,-4.211,5.105
1004.18,-4.109,5.118
1004.2,-4.006,5.079
1004.22,-3.905,4.974
1004.24,-3.806,4.817
1004.26,-3.712,4.634
1004.28,-3.621,4.411
1004.3,-3.534,4.15
1004.32,-3.454,3.835
1004.34,-3.38,3.508
1004.36,-3.314,3.181
1004.38,-3.253,2.827
1004.4,-3.2,2.448
1004.42,-3.156,2.042
1004.44,-3.118,1.623
1004.46,-3.09,1.178
1004.48,-3.071,0.707
1004.5,-3.061,0.249
1004.52,-3.061,-0.209
1004.54,-3.069,-0.694
1004.56,-3.088,-1.204
1004.58,-3.118,-1.715
1004.6,-3.157,-2.199
1004.62,-3.206,-2.683
1004.64,-3.264,-3.194
1004.66,-3.333,-3.704
1004.68,-3.413,-4.189
1004.7,-3.501,-4.634
1004.72,-3.599,-5.053
1004.74,-3.704,-5.445
1004.76,-3.817,-5.786
1004.78,-3.936,-6.074
1004.8,-4.061,-6.296
1004.82,-4.189,-6.453
1004.84,-4.32,-6.519
1004.86,-4.452,-6.48
1004.88,-4.58,-6.322
1004.9,-4.706,-6.048
1004.92,-4.824,-5.668
1004.94,-4.934,-5.171
1004.96,-5.033,-4.555
1004.98,-5.118,-3.822
1005,-5.187,-2.998
1005.02,-5.239,-2.094
1005.04,-5.272,-1.152
1005.06,-5.284,-0.196
1005.08,-5.279,0.746
1005.1,-5.254,1.676
1005.12,-5.212,2.579
1005.14,-5.151,3.403
1005.16,-5.074,4.15
1005.18,-4.984,4.804
1005.2,-4.88,5.38
1005.22,-4.767,5.851
1005.24,-4.645,6.192
1005.26,-4.518,6.414
1005.28,-4.387,6.519
1005.3,-4.255,6.532
1005.32,-4.125,6.466
1005.34,-3.996,6.322
1005.36,-3.87,6.1
1005.38,-3.751,5.812
1005.4,-3.638,5.485
1005.42,-3.531,5.118
1005.44,-3.432,4.712
1005.46,-3.343,4.294
1005.48,-3.261,3.862
1005.5,-3.187,3.416
1005.52,-3.124,2.945
1005.54,-3.069,2.474
1005.56,-3.025,2.003
1005.58,-2.989,1.518
1005.6,-2.964,1.034
1005.62,-2.948,0.55
1005.64,-2.942,0.079
1005.66,-2.945,-0.38
1005.68,-2.958,-0.812
1005.7,-2.978,-1.23
1005.72,-3.007,-1.636
1005.74,-3.044,-2.029
1005.76,-3.088,-2.395
1005.78,-3.14,-2.723
1005.8,-3.198,-3.037
1005.82,-3.261,-3.338
1005.84,-3.332,-3.626
1005.86,-3.407,-3.875
1005.88,-3.487,-4.084
1005.9,-3.57,-4.267
1005.92,-3.658,-4.424
1005.94,-3.748,-4.542
1005.96,-3.841,-4.621
1005.98,-3.933,-4.673
1006,-4.028,-4.673
1006.02,-4.122,-4.608
1006.04,-4.213,-4.477
1006.06,-4.301,-4.307
1006.08,-4.386,-4.097
1006.1,-4.466,-3.822
1006.12,-4.54,-3.482
1006.14,-4.606,-3.089
1006.16,-4.664,-2.657
1006.18,-4.712,-2.186
1006.2,-4.752,-1.689
1006.22,-4.78,-1.178
1006.24,-4.799,-0.681
1006.26,-4.807,-0.196
1006.28,-4.807,0.275
1006.3,-4.796,0.72
1006.32,-4.777,1.126
1006.34,-4.75,1.466
1006.36,-4.717,1.754
1006.38,-4.679,1.99
1006.4,-4.637,2.16
1006.42,-4.591,2.251
1006.44,-4.546,2.265
1006.46,-4.5,2.225
1006.48,-4.456,2.134
1006.5,-4.414,1.963
1006.52,-4.376,1.715
1006.54,-4.345,1.401
1006.56,-4.32,1.047
1006.58,-4.302,0.668
1006.6,-4.293,0.249
1006.62,-4.291,-0.196
1006.64,-4.301,-0.654
1006.66,-4.318,-1.113
1006.68,-4.345,-1.558
1006.7,-4.381,-1.99
1006.72,-4.425,-2.395
1006.74,-4.477,-2.762
1006.76,-4.536,-3.076
1006.78,-4.601,-3.325
1006.8,-4.67,-3.495
1006.82,-4.742,-3.574
1006.84,-4.814,-3.547
1006.86,-4.885,-3.416
1006.88,-4.953,-3.194
1006.9,-5.014,-2.88
1006.92,-5.069,-2.487
1006.94,-5.115,-2.016
1006.96,-5.151,-1.453
1006.98,-5.174,-0.825
1007,-5.184,-0.157
1007.02,-5.18,0.511
1007.04,-5.163,1.191
1007.06,-5.133,1.885
1007.08,-5.088,2.566
1007.1,-5.03,3.207
1007.12,-4.959,3.796
1007.14,-4.877,4.346
1007.16,-4.785,4.856
1007.18,-4.683,5.301
1007.2,-4.571,5.655
1007.22,-4.455,5.93
1007.24,-4.334,6.139
1007.26,-4.208,6.283
1007.28,-4.081,6.349
1007.3,-3.954,6.362
1007.32,-3.826,6.349
1007.34,-3.699,6.309
1007.36,-3.574,6.231
1007.38,-3.449,6.126
1007.4,-3.329,6.021
1007.42,-3.209,5.93
1007.44,-3.091,5.838
1007.46,-2.975,5.747
1007.48,-2.862,5.655
1007.5,-2.749,5.576
1007.52,-2.639,5.511
1007.54,-2.529,5.459
1007.56,-2.421,5.419
1007.58,-2.312,5.38
1007.6,-2.205,5.341
1007.62,-2.099,5.315
1007.64,-1.993,5.328
1007.66,-1.887,5.354
1007.68,-1.778,5.393
1007.7,-1.671,5.432
1007.72,-1.561,5.485
1007.74,-1.451,5.563
1007.76,-1.34,5.655
1007.78,-1.225,5.773
1007.8,-1.109,5.89
1007.82,-0.99,5.995
1007.84,-0.869,6.1
1007.86,-0.746,6.218
1007.88,-0.62,6.336
1007.9,-0.492,6.427
1007.92,-0.363,6.466
1007.94,-0.232,6.453
1007.96,-0.104,6.388
1007.98,0.024,6.257
1008,0.148,6.061
1008.02,0.267,5.786
1008.04,0.38,5.432
1008.06,0.485,5.013
1008.08,0.581,4.529
1008.1,0.668,3.979
1008.12,0.741,3.364
1008.14,0.803,2.71
1008.16,0.85,2.042
1008.18,0.884,1.348
1008.2,0.905,0.654
1008.22,0.909,-0.026
1008.24,0.903,-0.681
1008.26,0.883,-1.309
1008.28,0.85,-1.911
1008.3,0.806,-2.448
1008.32,0.751,-2.932
1008.34,0.688,-3.351
1008.36,0.616,-3.704
1008.38,0.539,-3.992
1008.4,0.456,-4.202
1008.42,0.369,-4.346
1008.44,0.281,-4.424
1008.46,0.192,-4.451
1008.48,0.102,-4.411
1008.5,0.014,-4.307
1008.52,-0.071,-4.163
1008.54,-0.152,-3.992
1008.56,-0.231,-3.809
1008.58,-0.305,-3.6
1008.6,-0.375,-3.364
1008.62,-0.44,-3.115
1008.64,-0.5,-2.867
1008.66,-0.554,-2.644
1008.68,-0.605,-2.435
1008.7,-0.652,-2.225
1008.72,-0.694,-2.029
1008.74,-0.732,-1.846
1008.76,-0.768,-1.689
1008.78,-0.8,-1.532
1008.8,-0.829,-1.374
1008.82,-0.855,-1.217
1008.84,-0.878,-1.047
1008.86,-0.897,-0.877
1008.88,-0.913,-0.694
1008.9,-0.925,-0.497
1008.92,-0.933,-0.262
1008.94,-0.936,0
1008.96,-0.933,0.288
1008.98,-0.925,0.602
1009,-0.909,0.942
1009.02,-0.888,1.309
1009.04,-0.858,1.702
1009.06,-0.82,2.121
1009.08,-0.773,2.553
1009.1,-0.718,3.011
1009.12,-0.653,3.482
1009.14,-0.578,3.953
1009.16,-0.495,4.411
1009.18,-0.402,4.843
1009.2,-0.3,5.236
1009.22,-0.192,5.563
1009.24,-0.077,5.825
1009.26,0.042,6.021
1009.28,0.165,6.126
1009.3,0.289,6.126
1009.32,0.412,5.995
1009.34,0.531,5.747
1009.36,0.642,5.38
1009.38,0.748,4.909
1009.4,0.84,4.333
1009.42,0.922,3.652
1009.44,0.988,2.893
1009.46,1.038,2.055
1009.48,1.071,1.178
1009.5,1.085,0.275
1009.52,1.082,-0.641
1009.54,1.06,-1.558
1009.56,1.019,-2.474
1009.58,0.961,-3.364
1009.6,0.884,-4.215
1009.62,0.792,-5
1009.64,0.683,-5.707
1009.66,0.562,-6.349
1009.68,0.429,-6.898
1009.7,0.284,-7.343
1009.72,0.134,-7.671
1009.74,-0.024,-7.893
1009.76,-0.184,-8.011
1009.78,-0.346,-8.024
1009.8,-0.506,-7.972
1009.82,-0.664,-7.854
1009.84,-0.822,-7.684
1009.86,-0.972,-7.461
1009.88,-1.12,-7.213
1009.9,-1.261,-6.951
1009.92,-1.398,-6.689
1009.94,-1.528,-6.44
1009.96,-1.656,-6.192
1009.98,-1.777,-5.943
1010,-1.893,-5.694
1010.02,-2.004,-5.459
1010.04,-2.111,-5.236
1010.06,-2.213,-5.027
1010.08,-2.312,-4.83
1010.1,-2.406,-4.634
1010.12,-2.498,-4.451
1010.14,-2.584,-4.294
1010.16,-2.669,-4.15
1010.18,-2.75,-4.006
1010.2,-2.829,-3.848
1010.22,-2.904,-3.704
