Time (s) Auto,Angle (rad) 3pi/4 forkudt,Angular Velocity (rad/s) 3pi/4 forkudt
856.32,1.596,6.82
856.34,1.714,4.974
856.36,1.794,3.115
856.38,1.838,1.283
856.4,1.846,-0.563
856.42,1.816,-2.435
856.44,1.748,-4.294
856.46,1.643,-6.113
856.48,1.503,-7.867
856.5,1.327,-9.53
856.52,1.12,-11.061
856.54,0.883,-12.409
856.56,0.62,-13.496
856.58,0.338,-14.255
856.6,0.046,-14.582
856.62,-0.253,-14.517
856.64,-0.539,-14.006
856.66,-0.82,-13.326
856.68,-1.068,-12.697
856.7,-1.323,-11.977
856.72,-1.56,-10.996
856.74,-1.766,-9.726
856.76,-1.945,-8.626
856.78,-2.105,-7.789
856.8,-2.256,-6.977
856.82,-2.389,-6.008
856.84,-2.498,-4.961
856.86,-2.584,-3.979
856.88,-2.656,-3.076
856.9,-2.708,-2.16
856.92,-2.743,-1.23
856.94,-2.757,-0.314
856.96,-2.755,0.602
856.98,-2.733,1.505
857,-2.694,2.422
857.02,-2.637,3.351
857.04,-2.56,4.307
857.06,-2.465,5.275
857.08,-2.35,6.257
857.1,-2.215,7.291
857.12,-2.059,8.351
857.14,-1.88,9.386
857.16,-1.682,10.367
857.18,-1.466,11.297
857.2,-1.23,12.108
857.22,-0.977,12.737
857.24,-0.718,13.208
857.26,-0.449,13.653
857.28,-0.173,13.98
857.3,0.116,14.046
857.32,0.394,13.771
857.34,0.669,12.959
857.36,0.927,11.86
857.38,1.139,10.629
857.4,1.348,9.359
857.42,1.524,7.88
857.44,1.665,6.061
857.46,1.767,4.163
857.48,1.832,2.251
857.5,1.857,0.353
857.52,1.846,-1.532
857.54,1.795,-3.403
857.56,1.709,-5.262
857.58,1.585,-7.055
857.6,1.425,-8.77
857.62,1.233,-10.354
857.64,1.008,-11.781
857.66,0.759,-12.985
857.68,0.485,-13.875
857.7,0.198,-14.386
857.72,-0.096,-14.517
857.74,-0.386,-14.085
857.76,-0.672,-13.43
857.78,-0.916,-12.802
857.8,-1.178,-12.2
857.82,-1.417,-11.414
857.84,-1.635,-10.119
857.86,-1.828,-8.862
857.88,-1.981,-7.815
857.9,-2.135,-6.964
857.92,-2.267,-6.061
857.94,-2.378,-4.922
857.96,-2.465,-3.822
857.98,-2.527,-2.801
858,-2.576,-1.846
858.02,-2.603,-0.877
858.04,-2.611,0.118
858.06,-2.598,1.1
858.08,-2.567,2.081
858.1,-2.515,3.063
858.12,-2.444,4.058
858.14,-2.353,5.079
858.16,-2.242,6.139
858.18,-2.108,7.226
858.2,-1.953,8.312
858.22,-1.775,9.346
858.24,-1.577,10.302
858.26,-1.362,11.179
858.28,-1.129,11.938
858.3,-0.881,12.593
858.32,-0.625,13.129
858.34,-0.355,13.561
858.36,-0.08,13.692
858.38,0.201,13.522
858.4,0.462,13.064
858.42,0.726,12.344
858.44,0.963,11.428
858.46,1.181,10.249
858.48,1.378,8.888
858.5,1.541,7.252
858.52,1.67,5.432
858.54,1.759,3.534
858.56,1.811,1.636
858.58,1.824,-0.223
858.6,1.802,-2.068
858.62,1.742,-3.914
858.64,1.645,-5.76
858.66,1.511,-7.527
858.68,1.341,-9.189
858.7,1.142,-10.721
858.72,0.911,-12.082
858.74,0.655,-13.208
858.76,0.379,-14.019
858.78,0.09,-14.438
858.8,-0.206,-14.425
858.82,-0.493,-13.849
858.84,-0.77,-13.103
858.86,-1.008,-12.488
858.88,-1.263,-11.886
858.9,-1.499,-11.035
858.92,-1.706,-9.765
858.94,-1.89,-8.587
858.96,-2.044,-7.645
858.98,-2.191,-6.807
859,-2.322,-5.864
859.02,-2.428,-4.765
859.04,-2.51,-3.718
859.06,-2.575,-2.762
859.08,-2.622,-1.833
859.1,-2.648,-0.877
859.12,-2.656,0.092
859.14,-2.645,1.06
859.16,-2.614,2.029
859.18,-2.564,2.998
859.2,-2.494,3.979
859.22,-2.405,5
859.24,-2.295,6.048
859.26,-2.163,7.121
859.28,-2.011,8.194
859.3,-1.835,9.242
859.32,-1.64,10.249
859.34,-1.425,11.192
859.36,-1.191,12.004
859.38,-0.941,12.619
859.4,-0.683,13.103
859.42,-0.418,13.561
859.44,-0.141,13.849
859.46,0.145,13.81
859.48,0.416,13.417
859.5,0.682,12.763
859.52,0.931,11.912
859.54,1.161,10.799
859.56,1.367,9.451
859.58,1.543,7.854
859.6,1.684,6.061
859.62,1.786,4.15
859.64,1.85,2.225
859.66,1.874,0.34
859.68,1.863,-1.505
859.7,1.814,-3.351
859.72,1.729,-5.21
859.74,1.605,-7.029
859.76,1.447,-8.757
859.78,1.253,-10.354
859.8,1.03,-11.807
859.82,0.779,-13.051
859.84,0.504,-14.006
859.86,0.214,-14.622
859.88,-0.085,-14.765
859.9,-0.386,-14.438
859.92,-0.668,-13.81
859.94,-0.936,-13.116
859.96,-1.192,-12.462
859.98,-1.436,-11.624
860,-1.663,-10.537
860.02,-1.86,-9.425
860.04,-2.033,-8.469
860.06,-2.198,-7.645
860.08,-2.342,-6.715
860.1,-2.468,-5.668
860.12,-2.568,-4.66
860.14,-2.652,-3.718
860.16,-2.717,-2.814
860.18,-2.765,-1.898
860.2,-2.793,-0.995
860.22,-2.804,-0.105
860.24,-2.798,0.785
860.26,-2.772,1.676
860.28,-2.73,2.579
860.3,-2.67,3.495
860.32,-2.59,4.424
860.34,-2.493,5.367
860.36,-2.377,6.336
860.38,-2.24,7.37
860.4,-2.083,8.417
860.42,-1.902,9.438
860.44,-1.704,10.393
860.46,-1.486,11.244
860.48,-1.252,11.977
860.5,-1.005,12.619
860.52,-0.748,13.221
860.54,-0.476,13.718
860.56,-0.195,13.928
860.58,0.088,13.784
860.6,0.36,13.391
860.62,0.624,12.815
860.64,0.877,12.004
860.66,1.109,10.865
860.68,1.315,9.451
860.7,1.489,7.828
860.72,1.63,6.034
860.74,1.733,4.11
860.76,1.795,2.134
860.78,1.817,0.209
860.8,1.802,-1.649
860.82,1.751,-3.482
860.84,1.663,-5.315
860.86,1.538,-7.108
860.88,1.378,-8.783
860.9,1.184,-10.315
860.92,0.963,-11.689
860.94,0.715,-12.841
860.96,0.445,-13.666
860.98,0.162,-14.072
861,-0.124,-14.072
861.02,-0.405,-13.653
861.04,-0.677,-13.011
861.06,-0.924,-12.383
861.08,-1.167,-11.729
861.1,-1.401,-10.852
861.12,-1.607,-9.608
861.14,-1.786,-8.364
861.16,-1.935,-7.343
861.18,-2.077,-6.453
861.2,-2.198,-5.485
861.22,-2.298,-4.294
861.24,-2.372,-3.102
861.26,-2.417,-2.003
861.28,-2.45,-1.008
861.3,-2.46,-0.013
861.32,-2.45,1.034
861.34,-2.419,2.068
861.36,-2.367,3.129
861.38,-2.295,4.202
861.4,-2.199,5.301
861.42,-2.083,6.414
861.44,-1.943,7.514
861.46,-1.781,8.6
861.48,-1.599,9.647
861.5,-1.395,10.616
861.52,-1.172,11.414
861.54,-0.935,11.99
861.56,-0.69,12.593
861.58,-0.438,13.182
861.6,-0.157,13.574
861.62,0.115,13.456
861.64,0.386,12.998
861.66,0.633,12.462
861.68,0.884,11.742
861.7,1.112,10.76
861.72,1.316,9.412
861.74,1.492,7.867
861.76,1.634,6.139
861.78,1.739,4.307
861.8,1.806,2.435
861.82,1.836,0.576
861.84,1.828,-1.27
861.86,1.786,-3.102
861.88,1.704,-4.935
861.9,1.588,-6.741
861.92,1.434,-8.469
861.94,1.247,-10.092
861.96,1.029,-11.558
861.98,0.782,-12.828
862,0.512,-13.81
862.02,0.225,-14.464
862.04,-0.071,-14.7
862.06,-0.371,-14.53
862.08,-0.657,-13.849
862.1,-0.933,-13.038
862.12,-1.17,-12.37
862.14,-1.422,-11.637
862.16,-1.652,-10.695
862.18,-1.847,-9.516
862.2,-2.028,-8.548
862.22,-2.188,-7.723
862.24,-2.337,-6.807
862.26,-2.465,-5.825
862.28,-2.568,-4.843
862.3,-2.656,-3.94
862.32,-2.727,-3.05
862.34,-2.779,-2.147
862.36,-2.812,-1.27
862.38,-2.829,-0.406
862.4,-2.829,0.458
862.42,-2.81,1.335
862.44,-2.776,2.225
862.46,-2.722,3.129
862.48,-2.65,4.045
862.5,-2.56,4.974
862.52,-2.452,5.943
862.54,-2.323,6.951
862.56,-2.174,7.972
862.58,-2.004,8.993
862.6,-1.814,9.988
862.62,-1.604,10.865
862.64,-1.376,11.676
862.66,-1.139,12.331
862.68,-0.878,13.064
862.7,-0.622,13.718
862.72,-0.325,14.098
862.74,-0.046,14.006
862.76,0.237,13.587
862.78,0.496,13.182
862.8,0.763,12.553
862.82,1.01,11.611
862.84,1.23,10.263
862.86,1.423,8.705
862.88,1.582,6.964
862.9,1.703,5.079
862.92,1.786,3.142
862.94,1.828,1.217
862.96,1.833,-0.668
862.98,1.802,-2.526
863,1.733,-4.385
863.02,1.626,-6.218
863.04,1.483,-7.959
863.06,1.305,-9.582
863.08,1.098,-11.074
863.1,0.861,-12.357
863.12,0.598,-13.352
863.14,0.322,-14.006
863.16,0.035,-14.203
863.18,-0.256,-14.019
863.2,-0.528,-13.522
863.22,-0.798,-12.881
863.24,-1.046,-12.2
863.26,-1.283,-11.349
863.28,-1.506,-10.302
863.3,-1.7,-9.098
863.32,-1.866,-7.985
863.34,-2.015,-7.055
863.36,-2.149,-6.113
863.38,-2.264,-5
863.4,-2.351,-3.796
863.42,-2.413,-2.67
863.44,-2.455,-1.662
863.46,-2.48,-0.694
863.48,-2.483,0.314
863.5,-2.468,1.361
863.52,-2.43,2.409
863.54,-2.37,3.469
863.56,-2.292,4.529
863.58,-2.19,5.616
863.6,-2.067,6.715
863.62,-1.921,7.815
863.64,-1.755,8.901
863.66,-1.565,9.922
863.68,-1.356,10.839
863.7,-1.129,11.558
863.72,-0.889,12.174
863.74,-0.644,12.789
863.76,-0.38,13.326
863.78,-0.104,13.548
863.8,0.17,13.339
863.82,0.432,12.907
863.84,0.685,12.37
863.86,0.93,11.598
863.88,1.156,10.498
863.9,1.352,9.084
863.92,1.522,7.461
863.94,1.654,5.694
863.96,1.75,3.822
863.98,1.808,1.95
864,1.827,0.092
864.02,1.811,-1.741
864.04,1.758,-3.574
864.06,1.668,-5.419
864.08,1.541,-7.213
864.1,1.378,-8.901
864.12,1.183,-10.459
864.14,0.958,-11.873
864.16,0.705,-13.064
864.18,0.43,-13.941
864.2,0.143,-14.464
864.22,-0.152,-14.556
864.24,-0.448,-14.216
864.26,-0.726,-13.496
864.28,-0.99,-12.71
864.3,-1.23,-12.043
864.32,-1.469,-11.244
864.34,-1.692,-10.197
864.36,-1.877,-9.084
864.38,-2.045,-8.194
864.4,-2.205,-7.409
864.42,-2.347,-6.401
864.44,-2.465,-5.288
864.46,-2.554,-4.294
864.48,-2.633,-3.403
864.5,-2.694,-2.513
864.52,-2.733,-1.571
864.54,-2.755,-0.668
864.56,-2.76,0.223
864.58,-2.747,1.139
864.6,-2.714,2.055
864.62,-2.664,2.971
864.64,-2.597,3.901
864.66,-2.509,4.869
864.68,-2.402,5.864
864.7,-2.275,6.885
864.72,-2.127,7.933
864.74,-1.957,8.967
864.76,-1.767,9.975
864.78,-1.558,10.917
864.8,-1.329,11.716
864.82,-1.085,12.305
864.84,-0.834,12.998
864.86,-0.576,13.692
864.88,-0.278,14.111
864.9,0.002,14.032
864.92,0.281,13.627
864.94,0.548,13.182
864.96,0.811,12.475
864.98,1.054,11.467
865,1.272,10.145
865.02,1.462,8.6
865.04,1.619,6.859
865.06,1.739,4.974
865.08,1.819,3.037
865.1,1.86,1.113
865.12,1.863,-0.785
865.14,1.828,-2.657
865.16,1.756,-4.503
865.18,1.648,-6.322
865.2,1.503,-8.077
865.22,1.323,-9.713
865.24,1.112,-11.218
865.26,0.873,-12.54
865.28,0.606,-13.587
865.3,0.324,-14.281
865.32,0.031,-14.504
865.34,-0.265,-14.281
865.36,-0.545,-13.718
865.38,-0.814,-13.129
865.4,-1.067,-12.501
865.42,-1.319,-11.702
865.44,-1.539,-10.616
865.46,-1.745,-9.451
865.48,-1.915,-8.456
865.5,-2.078,-7.566
865.52,-2.221,-6.65
865.54,-2.347,-5.498
865.56,-2.444,-4.333
865.58,-2.515,-3.272
865.6,-2.573,-2.343
865.62,-2.611,-1.427
865.64,-2.63,-0.458
865.66,-2.63,0.524
865.68,-2.609,1.505
865.7,-2.568,2.487
865.72,-2.51,3.469
865.74,-2.43,4.477
865.76,-2.331,5.511
865.78,-2.21,6.558
865.8,-2.069,7.618
865.82,-1.905,8.679
865.84,-1.722,9.726
865.86,-1.516,10.642
865.88,-1.291,11.414
865.9,-1.059,12.017
865.92,-0.809,12.763
865.94,-0.556,13.456
865.96,-0.262,13.81
865.98,0.009,13.771
866,0.283,13.326
866.02,0.551,12.789
866.04,0.795,12.043
866.06,1.032,11.126
866.08,1.247,9.961
866.1,1.434,8.456
866.12,1.588,6.768
866.14,1.706,4.935
866.16,1.788,3.011
866.18,1.827,1.06
866.2,1.828,-0.864
866.22,1.792,-2.736
866.24,1.718,-4.595
866.26,1.608,-6.414
866.28,1.461,-8.142
866.3,1.28,-9.752
866.32,1.07,-11.231
866.34,0.829,-12.527
866.36,0.564,-13.535
866.38,0.283,-14.216
866.4,-0.008,-14.438
866.42,-0.305,-14.229
866.44,-0.581,-13.6
866.46,-0.851,-12.92
866.48,-1.093,-12.318
866.5,-1.343,-11.558
866.52,-1.568,-10.511
866.54,-1.764,-9.281
866.56,-1.934,-8.286
866.58,-2.091,-7.474
866.6,-2.235,-6.571
866.62,-2.359,-5.419
866.64,-2.454,-4.254
866.66,-2.523,-3.246
866.68,-2.582,-2.343
866.7,-2.62,-1.414
866.72,-2.637,-0.419
866.74,-2.637,0.55
866.76,-2.615,1.518
866.78,-2.576,2.5
866.8,-2.516,3.482
866.82,-2.436,4.49
866.84,-2.337,5.524
866.86,-2.216,6.571
866.88,-2.073,7.631
866.9,-1.912,8.692
866.92,-1.726,9.739
866.94,-1.521,10.695
866.96,-1.296,11.519
866.98,-1.059,12.121
867,-0.806,12.828
867.02,-0.556,13.509
867.04,-0.259,13.875
867.06,0.016,13.849
867.08,0.287,13.417
867.1,0.559,12.933
867.12,0.807,12.213
867.14,1.048,11.257
867.16,1.264,10.066
867.18,1.453,8.587
867.2,1.61,6.938
867.22,1.733,5.105
867.24,1.817,3.142
867.26,1.858,1.165
867.28,1.861,-0.759
867.3,1.828,-2.618
867.32,1.756,-4.464
867.34,1.649,-6.283
867.36,1.505,-8.037
867.38,1.326,-9.687
867.4,1.115,-11.192
867.42,0.877,-12.514
867.44,0.611,-13.574
867.46,0.328,-14.32
867.48,0.035,-14.622
867.5,-0.265,-14.347
867.52,-0.55,-13.81
867.54,-0.809,-13.299
867.56,-1.079,-12.71
867.58,-1.332,-11.899
867.6,-1.552,-10.786
867.62,-1.764,-9.739
867.64,-1.942,-8.796
867.66,-2.111,-7.906
867.68,-2.26,-7.003
867.7,-2.394,-5.877
867.72,-2.499,-4.739
867.74,-2.578,-3.718
867.76,-2.645,-2.841
867.78,-2.694,-1.95
867.8,-2.724,-1.008
867.82,-2.733,-0.079
867.84,-2.727,0.851
867.86,-2.7,1.78
867.88,-2.655,2.723
867.9,-2.592,3.665
867.92,-2.509,4.634
867.94,-2.406,5.629
867.96,-2.284,6.637
867.98,-2.141,7.671
868,-1.978,8.718
868.02,-1.792,9.752
868.04,-1.587,10.668
868.06,-1.362,11.454
868.08,-1.128,12.069
868.1,-0.877,12.815
868.12,-0.624,13.561
868.14,-0.328,13.915
868.16,-0.049,13.928
868.18,0.218,13.561
868.2,0.501,13.09
868.22,0.749,12.37
868.24,0.991,11.388
868.26,1.213,10.236
868.28,1.404,8.77
868.3,1.565,7.134
868.32,1.692,5.354
868.34,1.781,3.43
868.36,1.83,1.44
868.38,1.838,-0.524
868.4,1.808,-2.422
868.42,1.74,-4.28
868.44,1.637,-6.126
868.46,1.495,-7.906
868.48,1.318,-9.556
868.5,1.111,-11.035
868.52,0.875,-12.331
868.54,0.614,-13.378
868.56,0.335,-14.111
868.58,0.046,-14.412
868.6,-0.25,-14.203
868.62,-0.531,-13.6
868.64,-0.793,-12.985
868.66,-1.043,-12.475
868.68,-1.296,-11.781
868.7,-1.525,-10.655
868.72,-1.725,-9.346
868.74,-1.893,-8.312
868.76,-2.05,-7.501
868.78,-2.198,-6.61
868.8,-2.32,-5.459
868.82,-2.416,-4.28
868.84,-2.487,-3.259
868.86,-2.545,-2.317
868.88,-2.582,-1.348
868.9,-2.598,-0.34
868.92,-2.595,0.654
868.94,-2.573,1.649
868.96,-2.529,2.657
868.98,-2.466,3.665
869,-2.383,4.686
869.02,-2.279,5.747
869.04,-2.154,6.846
869.06,-2.006,7.946
869.08,-1.835,9.019
869.1,-1.645,10.04
869.12,-1.433,10.878
869.14,-1.203,11.493
869.16,-0.971,12.148
869.18,-0.727,12.985
869.2,-0.451,13.679
869.22,-0.165,13.849
869.24,0.108,13.574
869.26,0.375,13.195
869.28,0.638,12.697
869.3,0.889,11.912
869.32,1.118,10.799
869.34,1.324,9.425
869.36,1.499,7.867
869.38,1.64,6.139
869.4,1.747,4.294
869.42,1.813,2.369
869.44,1.841,0.445
869.46,1.83,-1.427
869.48,1.783,-3.286
869.5,1.7,-5.131
869.52,1.577,-6.951
869.54,1.42,-8.679
869.56,1.228,-10.263
869.58,1.007,-11.689
869.6,0.759,-12.907
869.62,0.487,-13.836
869.64,0.199,-14.412
869.66,-0.094,-14.504
869.68,-0.39,-14.111
869.7,-0.664,-13.509
869.72,-0.924,-12.946
869.74,-1.181,-12.357
869.76,-1.426,-11.401
869.78,-1.645,-10.184
869.8,-1.828,-9.098
869.82,-2.001,-8.299
869.84,-2.161,-7.514
869.86,-2.308,-6.466
869.88,-2.424,-5.288
869.9,-2.515,-4.202
869.92,-2.589,-3.286
869.94,-2.647,-2.409
869.96,-2.686,-1.479
869.98,-2.706,-0.511
870,-2.706,0.445
870.02,-2.688,1.388
870.04,-2.652,2.33
870.06,-2.595,3.286
870.08,-2.52,4.267
870.1,-2.425,5.275
870.12,-2.309,6.309
870.14,-2.172,7.357
870.16,-2.015,8.404
870.18,-1.836,9.451
870.2,-1.637,10.459
870.22,-1.417,11.297
870.24,-1.18,11.807
870.26,-0.938,12.475
870.28,-0.699,13.326
870.3,-0.401,13.98
870.32,-0.118,14.046
870.34,0.159,13.653
870.36,0.427,13.234
870.38,0.693,12.619
870.4,0.936,11.742
870.42,1.164,10.577
870.44,1.365,9.176
870.46,1.533,7.566
870.48,1.668,5.825
870.5,1.769,3.953
870.52,1.828,1.99
870.54,1.847,0.026
870.56,1.828,-1.885
870.58,1.772,-3.757
870.6,1.678,-5.603
870.62,1.547,-7.396
870.64,1.381,-9.084
870.66,1.181,-10.616
870.68,0.953,-11.977
870.7,0.701,-13.116
870.72,0.424,-13.954
870.74,0.137,-14.399
870.76,-0.157,-14.242
870.78,-0.446,-13.771
870.8,-0.702,-13.234
870.82,-0.971,-12.776
870.84,-1.221,-12.148
870.86,-1.461,-10.982
870.88,-1.67,-9.687
870.9,-1.839,-8.587
870.92,-2.004,-7.815
870.94,-2.157,-7.003
870.96,-2.29,-5.89
870.98,-2.394,-4.66
871,-2.474,-3.534
871.02,-2.532,-2.566
871.04,-2.576,-1.636
871.06,-2.6,-0.681
871.08,-2.603,0.327
871.1,-2.587,1.335
871.12,-2.549,2.343
871.14,-2.493,3.351
871.16,-2.416,4.359
871.18,-2.318,5.393
871.2,-2.201,6.466
871.22,-2.061,7.566
871.24,-1.898,8.652
871.26,-1.714,9.687
871.28,-1.51,10.603
871.3,-1.286,11.362
871.32,-1.052,11.99
871.34,-0.807,12.763
871.36,-0.55,13.456
871.38,-0.258,13.758
871.4,0.013,13.587
871.42,0.281,13.221
871.44,0.542,12.841
871.46,0.8,12.174
871.48,1.035,11.166
871.5,1.249,9.857
871.52,1.433,8.378
871.54,1.585,6.741
871.56,1.704,4.948
871.58,1.786,3.024
871.6,1.825,1.06
871.62,1.827,-0.851
871.64,1.791,-2.71
871.66,1.718,-4.555
871.68,1.608,-6.375
871.7,1.462,-8.129
871.72,1.282,-9.752
871.74,1.07,-11.231
871.76,0.831,-12.514
871.78,0.565,-13.535
871.8,0.284,-14.229
871.82,-0.008,-14.464
871.84,-0.303,-14.124
871.86,-0.583,-13.561
871.88,-0.836,-13.051
871.9,-1.103,-12.566
871.92,-1.349,-11.768
871.94,-1.577,-10.524
871.96,-1.773,-9.307
871.98,-1.942,-8.351
872,-2.102,-7.579
872.02,-2.251,-6.676
872.04,-2.373,-5.524
872.06,-2.471,-4.385
872.08,-2.545,-3.416
872.1,-2.606,-2.513
872.12,-2.648,-1.584
872.14,-2.669,-0.602
872.16,-2.672,0.38
872.18,-2.655,1.348
872.2,-2.617,2.317
872.22,-2.562,3.286
872.24,-2.487,4.28
872.26,-2.391,5.315
872.28,-2.275,6.362
872.3,-2.136,7.422
872.32,-1.978,8.495
872.34,-1.797,9.556
872.36,-1.594,10.537
872.38,-1.373,11.375
872.4,-1.137,11.899
872.42,-0.889,12.566
872.44,-0.65,13.352
872.46,-0.352,13.954
872.48,-0.072,13.993
872.5,0.207,13.561
872.52,0.47,13.142
872.54,0.734,12.527
872.56,0.979,11.637
872.58,1.202,10.393
872.6,1.398,8.927
872.62,1.561,7.291
872.64,1.69,5.524
872.66,1.784,3.652
872.68,1.838,1.702
872.7,1.852,-0.249
872.72,1.827,-2.147
872.74,1.766,-4.006
872.76,1.667,-5.825
872.78,1.532,-7.592
872.8,1.362,-9.268
872.82,1.159,-10.812
872.84,0.927,-12.187
872.86,0.669,-13.313
872.88,0.39,-14.124
872.9,0.099,-14.53
872.92,-0.198,-14.412
872.94,-0.487,-13.875
872.96,-0.754,-13.234
872.98,-1.01,-12.723
873,-1.263,-12.095
873.02,-1.505,-11.009
873.04,-1.711,-9.7
873.06,-1.883,-8.652
873.08,-2.048,-7.893
873.1,-2.205,-7.029
873.12,-2.336,-5.89
873.14,-2.439,-4.725
873.16,-2.521,-3.718
873.18,-2.587,-2.801
873.2,-2.634,-1.872
873.22,-2.663,-0.89
873.24,-2.67,0.092
873.26,-2.658,1.06
873.28,-2.628,2.029
873.3,-2.578,3.011
873.32,-2.507,4.006
873.34,-2.417,5
873.36,-2.308,6.034
873.38,-2.177,7.121
873.4,-2.023,8.207
873.42,-1.847,9.255
873.44,-1.652,10.236
873.46,-1.437,11.048
873.48,-1.205,11.598
873.5,-0.969,12.291
873.52,-0.729,13.208
873.54,-0.438,13.954
873.56,-0.151,14.019
873.58,0.127,13.587
873.6,0.388,13.142
873.62,0.653,12.619
873.64,0.9,11.846
873.66,1.129,10.708
873.68,1.334,9.333
873.7,1.505,7.762
873.72,1.645,6.061
873.74,1.75,4.215
873.76,1.816,2.251
873.78,1.839,0.275
873.8,1.825,-1.636
873.82,1.773,-3.495
873.84,1.685,-5.328
873.86,1.56,-7.121
873.88,1.4,-8.836
873.9,1.205,-10.433
873.92,0.98,-11.86
873.94,0.727,-13.051
873.96,0.454,-13.928
873.98,0.165,-14.438
874,-0.129,-14.582
874.02,-0.423,-14.294
874.04,-0.708,-13.443
874.06,-0.971,-12.54
874.08,-1.194,-11.768
874.1,-1.442,-11.009
874.12,-1.649,-9.988
874.14,-1.836,-8.862
874.16,-1.998,-7.985
874.18,-2.157,-7.055
874.2,-2.287,-5.995
874.22,-2.394,-4.883
874.24,-2.48,-3.901
874.26,-2.549,-2.945
874.28,-2.6,-1.977
874.3,-2.628,-0.982
874.32,-2.639,0.013
874.34,-2.628,0.995
874.36,-2.598,1.977
874.38,-2.549,2.958
874.4,-2.48,3.966
874.42,-2.391,5
874.44,-2.281,6.048
874.46,-2.149,7.134
874.48,-1.996,8.234
874.5,-1.819,9.294
874.52,-1.623,10.276
874.54,-1.407,11.113
874.56,-1.175,11.65
874.58,-0.933,12.305
874.6,-0.699,13.182
874.62,-0.407,13.928
874.64,-0.119,13.98
874.66,0.159,13.509
874.68,0.413,13.051
874.7,0.682,12.527
874.72,0.924,11.755
874.74,1.151,10.603
874.76,1.354,9.242
874.78,1.524,7.671
874.8,1.66,5.969
874.82,1.766,4.136
874.84,1.828,2.186
874.86,1.852,0.209
874.88,1.836,-1.715
874.9,1.783,-3.587
874.92,1.692,-5.419
874.94,1.566,-7.213
874.96,1.403,-8.94
874.98,1.206,-10.551
875,0.979,-11.99
875.02,0.724,-13.208
875.04,0.446,-14.098
875.06,0.154,-14.622
875.08,-0.143,-14.818
875.1,-0.441,-14.569
875.12,-0.737,-13.653
875.14,-1.001,-12.658
875.16,-1.222,-11.886
875.18,-1.475,-11.192
875.2,-1.689,-10.249
875.22,-1.877,-9.15
875.24,-2.05,-8.26
875.26,-2.212,-7.304
875.28,-2.345,-6.27
875.3,-2.458,-5.288
875.32,-2.556,-4.398
875.34,-2.636,-3.482
875.36,-2.695,-2.526
875.38,-2.736,-1.571
875.4,-2.758,-0.628
875.42,-2.761,0.301
875.44,-2.746,1.217
875.46,-2.713,2.134
875.48,-2.661,3.076
875.5,-2.59,4.032
875.52,-2.499,4.987
875.54,-2.391,5.969
875.56,-2.262,7.003
875.58,-2.111,8.063
875.6,-1.938,9.111
875.62,-1.747,10.119
875.64,-1.533,10.969
875.66,-1.302,11.65
875.68,-1.067,12.291
875.7,-0.815,13.155
875.72,-0.545,13.941
875.74,-0.245,14.124
875.76,0.036,13.862
875.78,0.298,13.509
875.8,0.575,13.169
875.82,0.837,12.462
875.84,1.078,11.297
875.86,1.291,9.896
875.88,1.477,8.325
875.9,1.626,6.624
875.92,1.742,4.817
875.94,1.821,2.919
875.96,1.86,0.956
875.98,1.858,-0.982
876,1.819,-2.867
876.02,1.744,-4.712
876.04,1.63,-6.532
876.06,1.481,-8.299
876.08,1.297,-9.961
876.1,1.081,-11.493
876.12,0.836,-12.815
876.14,0.564,-13.81
876.16,0.276,-14.438
876.18,-0.017,-14.752
876.2,-0.316,-14.674
876.22,-0.614,-13.836
876.24,-0.888,-12.841
876.26,-1.106,-12.161
876.28,-1.365,-11.572
876.3,-1.596,-10.655
876.32,-1.786,-9.412
876.34,-1.963,-8.456
876.36,-2.127,-7.566
876.38,-2.27,-6.519
876.4,-2.388,-5.472
876.42,-2.485,-4.503
876.44,-2.568,-3.56
876.46,-2.63,-2.592
876.48,-2.67,-1.61
876.5,-2.694,-0.641
876.52,-2.697,0.327
876.54,-2.68,1.283
876.56,-2.645,2.225
876.58,-2.592,3.181
876.6,-2.518,4.163
876.62,-2.425,5.157
876.64,-2.312,6.178
876.66,-2.179,7.252
876.68,-2.023,8.338
876.7,-1.844,9.386
876.72,-1.646,10.354
876.74,-1.429,11.166
876.76,-1.195,11.689
876.78,-0.955,12.37
876.8,-0.718,13.234
876.82,-0.423,13.993
876.84,-0.14,14.098
876.86,0.146,13.666
876.88,0.405,13.26
876.9,0.672,12.737
876.92,0.925,11.938
876.94,1.155,10.708
876.96,1.356,9.255
876.98,1.527,7.658
877,1.663,5.93
877.02,1.766,4.084
877.04,1.828,2.16
877.06,1.852,0.209
877.08,1.836,-1.702
877.1,1.783,-3.56
877.12,1.693,-5.393
877.14,1.568,-7.186
877.16,1.404,-8.914
877.18,1.21,-10.524
877.2,0.982,-11.977
877.22,0.727,-13.182
877.24,0.449,-14.046
877.26,0.16,-14.556
877.28,-0.137,-14.752
877.3,-0.434,-14.399
877.32,-0.727,-13.496
877.34,-0.977,-12.593
877.36,-1.213,-11.912
877.38,-1.459,-11.179
877.4,-1.674,-10.092
877.42,-1.857,-9.019
877.44,-2.026,-8.155
877.46,-2.19,-7.226
877.48,-2.32,-6.152
877.5,-2.43,-5.118
877.52,-2.524,-4.202
877.54,-2.6,-3.246
877.56,-2.655,-2.265
877.58,-2.689,-1.296
877.6,-2.706,-0.34
877.62,-2.703,0.615
877.64,-2.681,1.571
