Time (s) Auto,Angle (rad) pi/2 postiv/lagt til venstre,Angular Velocity (rad/s) pi/2 postiv/lagt til venstre
1097.96,-0.509,-11.768
1097.98,-0.743,-11.113
1098,-0.96,-10.21
1098.02,-1.15,-9.058
1098.04,-1.327,-8.077
1098.06,-1.462,-7.448
1098.08,-1.616,-6.964
1098.1,-1.755,-6.336
1098.12,-1.871,-5.354
1098.14,-1.968,-4.346
1098.16,-2.045,-3.364
1098.18,-2.102,-2.409
1098.2,-2.141,-1.505
1098.22,-2.161,-0.641
1098.24,-2.166,0.209
1098.26,-2.154,1.073
1098.28,-2.124,1.977
1098.3,-2.075,2.906
1098.32,-2.007,3.835
1098.34,-1.921,4.765
1098.36,-1.817,5.707
1098.38,-1.693,6.663
1098.4,-1.55,7.592
1098.42,-1.389,8.43
1098.44,-1.211,8.98
1098.46,-1.021,9.307
1098.48,-0.84,9.778
1098.5,-0.642,10.564
1098.52,-0.416,11.297
1098.54,-0.178,11.65
1098.56,0.05,11.663
1098.58,0.289,11.27
1098.6,0.517,10.551
1098.62,0.708,9.634
1098.64,0.897,8.692
1098.66,1.065,7.566
1098.68,1.203,6.1
1098.7,1.31,4.49
1098.72,1.384,2.788
1098.74,1.423,1.021
1098.76,1.425,-0.772
1098.78,1.392,-2.566
1098.8,1.323,-4.32
1098.82,1.217,-5.982
1098.84,1.081,-7.501
1098.86,0.916,-8.875
1098.88,0.724,-10.079
1098.9,0.509,-11.061
1098.92,0.278,-11.781
1098.94,0.035,-12.213
1098.96,-0.215,-12.357
1098.98,-0.463,-12.187
1099,-0.707,-11.676
1099.02,-0.936,-10.93
1099.04,-1.144,-9.909
1099.06,-1.338,-8.823
1099.08,-1.494,-7.998
1099.1,-1.645,-7.461
1099.12,-1.797,-6.977
1099.14,-1.931,-6.205
1099.16,-2.045,-5.223
1099.18,-2.141,-4.267
1099.2,-2.213,-3.416
1099.22,-2.275,-2.67
1099.24,-2.322,-1.937
1099.26,-2.353,-1.139
1099.28,-2.367,-0.314
1099.3,-2.366,0.511
1099.32,-2.347,1.335
1099.34,-2.312,2.173
1099.36,-2.26,3.024
1099.38,-2.191,3.888
1099.4,-2.105,4.765
1099.42,-2.001,5.655
1099.44,-1.879,6.545
1099.46,-1.739,7.435
1099.48,-1.582,8.312
1099.5,-1.406,9.058
1099.52,-1.214,9.281
1099.54,-1.019,9.49
1099.56,-0.855,10.21
1099.58,-0.627,11.297
1099.6,-0.382,12.056
1099.62,-0.137,12.108
1099.64,0.102,11.86
1099.66,0.342,11.323
1099.68,0.562,10.564
1099.7,0.762,9.647
1099.72,0.95,8.587
1099.74,1.112,7.265
1099.76,1.243,5.694
1099.78,1.341,4.019
1099.8,1.404,2.265
1099.82,1.433,0.458
1099.84,1.423,-1.361
1099.86,1.378,-3.155
1099.88,1.296,-4.883
1099.9,1.181,-6.506
1099.92,1.034,-7.972
1099.94,0.859,-9.268
1099.96,0.661,-10.354
1099.98,0.441,-11.231
1100,0.209,-11.846
1100.02,-0.036,-12.161
1100.04,-0.283,-12.174
1100.06,-0.526,-11.86
1100.08,-0.762,-11.231
1100.1,-0.98,-10.354
1100.12,-1.177,-9.176
1100.14,-1.354,-8.155
1100.16,-1.489,-7.501
1100.18,-1.646,-7.042
1100.2,-1.784,-6.414
1100.22,-1.904,-5.419
1100.24,-2.001,-4.438
1100.26,-2.08,-3.482
1100.28,-2.141,-2.566
1100.3,-2.182,-1.676
1100.32,-2.207,-0.825
1100.34,-2.215,0.013
1100.36,-2.207,0.877
1100.38,-2.18,1.754
1100.4,-2.136,2.644
1100.42,-2.075,3.534
1100.44,-1.995,4.451
1100.46,-1.898,5.38
1100.48,-1.78,6.309
1100.5,-1.645,7.239
1100.52,-1.491,8.129
1100.54,-1.318,8.888
1100.56,-1.131,9.163
1100.58,-0.938,9.386
1100.6,-0.771,10.053
1100.62,-0.551,11.035
1100.64,-0.311,11.781
1100.66,-0.074,11.886
1100.68,0.165,11.624
1100.7,0.399,10.996
1100.72,0.611,10.132
1100.74,0.8,9.202
1100.76,0.98,8.181
1100.78,1.134,6.885
1100.8,1.258,5.328
1100.82,1.348,3.665
1100.84,1.406,1.924
1100.86,1.426,0.131
1100.88,1.411,-1.689
1100.9,1.359,-3.456
1100.92,1.271,-5.157
1100.94,1.151,-6.754
1100.96,0.999,-8.207
1100.98,0.82,-9.49
1101,0.617,-10.551
1101.02,0.394,-11.401
1101.04,0.159,-11.99
1101.06,-0.09,-12.265
1101.08,-0.338,-12.239
1101.1,-0.581,-11.886
1101.12,-0.818,-11.218
1101.14,-1.035,-10.354
1101.16,-1.23,-9.228
1101.18,-1.412,-8.247
1101.2,-1.549,-7.592
1101.22,-1.706,-7.121
1101.24,-1.847,-6.532
1101.26,-1.968,-5.55
1101.28,-2.07,-4.568
1101.3,-2.149,-3.678
1101.32,-2.215,-2.893
1101.34,-2.265,-2.121
1101.36,-2.301,-1.296
1101.38,-2.317,-0.458
1101.4,-2.318,0.367
1101.42,-2.303,1.191
1101.44,-2.271,2.042
1101.46,-2.221,2.906
1101.48,-2.155,3.783
1101.5,-2.07,4.673
1101.52,-1.968,5.576
1101.54,-1.847,6.48
1101.56,-1.709,7.383
1101.58,-1.552,8.26
1101.6,-1.378,9.006
1101.62,-1.188,9.202
1101.64,-0.993,9.412
1101.66,-0.833,10.158
1101.68,-0.603,11.27
1101.7,-0.358,12.043
1101.72,-0.115,12.082
1101.74,0.124,11.82
1101.76,0.364,11.27
1101.78,0.581,10.485
1101.8,0.781,9.556
1101.82,0.966,8.508
1101.84,1.126,7.199
1101.86,1.257,5.642
1101.88,1.354,3.953
1101.9,1.415,2.199
1101.92,1.442,0.406
1101.94,1.433,-1.414
1101.96,1.385,-3.22
1101.98,1.302,-4.961
1102,1.186,-6.584
1102.02,1.037,-8.063
1102.04,0.861,-9.372
1102.06,0.66,-10.472
1102.08,0.438,-11.349
1102.1,0.203,-11.964
1102.12,-0.044,-12.278
1102.14,-0.294,-12.291
1102.16,-0.539,-11.99
1102.18,-0.778,-11.362
1102.2,-0.999,-10.524
1102.22,-1.197,-9.359
1102.24,-1.382,-8.338
1102.26,-1.517,-7.684
1102.28,-1.679,-7.226
1102.3,-1.822,-6.624
1102.32,-1.945,-5.629
1102.34,-2.047,-4.66
1102.36,-2.13,-3.744
1102.38,-2.196,-2.893
1102.4,-2.245,-2.081
1102.42,-2.279,-1.283
1102.44,-2.297,-0.471
1102.46,-2.298,0.367
1102.48,-2.282,1.23
1102.5,-2.249,2.107
1102.52,-2.198,2.985
1102.54,-2.13,3.862
1102.56,-2.044,4.752
1102.58,-1.94,5.655
1102.6,-1.817,6.558
1102.62,-1.678,7.474
1102.64,-1.519,8.351
1102.66,-1.341,9.084
1102.68,-1.151,9.189
1102.7,-0.955,9.386
1102.72,-0.803,10.197
1102.74,-0.564,11.349
1102.76,-0.319,12.095
1102.78,-0.077,12.03
1102.8,0.162,11.663
1102.82,0.399,11.048
1102.84,0.605,10.263
1102.86,0.806,9.359
1102.88,0.986,8.273
1102.9,1.14,6.872
1102.92,1.263,5.301
1102.94,1.354,3.613
1102.96,1.409,1.846
1102.98,1.428,0.039
1103,1.411,-1.767
1103.02,1.357,-3.547
1103.04,1.268,-5.249
1103.06,1.145,-6.833
1103.08,0.993,-8.273
1103.1,0.812,-9.543
1103.12,0.608,-10.603
1103.14,0.385,-11.428
1103.16,0.148,-11.977
1103.18,-0.099,-12.226
1103.2,-0.346,-12.174
1103.22,-0.589,-11.807
1103.24,-0.823,-11.1
1103.26,-1.038,-10.197
1103.28,-1.228,-9.045
1103.3,-1.407,-8.103
1103.32,-1.539,-7.501
1103.34,-1.7,-7.042
1103.36,-1.836,-6.414
1103.38,-1.956,-5.406
1103.4,-2.053,-4.398
1103.42,-2.132,-3.456
1103.44,-2.188,-2.605
1103.46,-2.235,-1.806
1103.48,-2.262,-0.995
1103.5,-2.275,-0.144
1103.52,-2.268,0.694
1103.54,-2.246,1.545
1103.56,-2.207,2.409
1103.58,-2.15,3.299
1103.6,-2.075,4.189
1103.62,-1.982,5.092
1103.64,-1.872,6.008
1103.66,-1.742,6.938
1103.68,-1.594,7.841
1103.7,-1.428,8.652
1103.72,-1.246,9.163
1103.74,-1.052,9.32
1103.76,-0.87,9.765
1103.78,-0.685,10.695
1103.8,-0.441,11.65
1103.82,-0.198,12.082
1103.84,0.041,11.977
1103.86,0.283,11.506
1103.88,0.515,10.721
1103.9,0.708,9.791
1103.92,0.902,8.836
1103.94,1.071,7.697
1103.96,1.213,6.192
1103.98,1.321,4.555
1104,1.395,2.841
1104.02,1.436,1.073
1104.04,1.439,-0.746
1104.06,1.406,-2.566
1104.08,1.335,-4.333
1104.1,1.232,-6.008
1104.12,1.093,-7.54
1104.14,0.927,-8.901
1104.16,0.735,-10.079
1104.18,0.522,-11.048
1104.2,0.289,-11.768
1104.22,0.047,-12.2
1104.24,-0.203,-12.331
1104.26,-0.451,-12.161
1104.28,-0.693,-11.65
1104.3,-0.922,-10.878
1104.32,-1.129,-9.831
1104.34,-1.319,-8.731
1104.36,-1.475,-7.919
1104.38,-1.624,-7.383
1104.4,-1.775,-6.872
1104.42,-1.905,-6.074
1104.44,-2.018,-5.053
1104.46,-2.11,-4.058
1104.48,-2.177,-3.168
1104.5,-2.234,-2.382
1104.52,-2.275,-1.61
1104.54,-2.298,-0.785
1104.56,-2.306,0.052
1104.58,-2.297,0.89
1104.6,-2.27,1.741
1104.62,-2.227,2.605
1104.64,-2.166,3.482
1104.66,-2.088,4.372
1104.68,-1.992,5.275
1104.7,-1.877,6.192
1104.72,-1.744,7.108
1104.74,-1.593,7.998
1104.76,-1.423,8.783
1104.78,-1.238,9.242
1104.8,-1.045,9.372
1104.82,-0.862,9.817
1104.84,-0.674,10.76
1104.86,-0.43,11.689
1104.88,-0.185,12.082
1104.9,0.052,11.951
1104.92,0.294,11.467
1104.94,0.525,10.681
1104.96,0.718,9.726
1104.98,0.909,8.718
1105,1.076,7.514
1105.02,1.213,5.982
1105.04,1.316,4.346
1105.06,1.387,2.631
1105.08,1.423,0.851
1105.1,1.422,-0.969
1105.12,1.384,-2.775
1105.14,1.31,-4.516
1105.16,1.202,-6.152
1105.18,1.062,-7.658
1105.2,0.894,-9.006
1105.22,0.699,-10.158
1105.24,0.484,-11.074
1105.26,0.253,-11.729
1105.28,0.011,-12.108
1105.3,-0.236,-12.2
1105.32,-0.481,-11.99
1105.34,-0.719,-11.401
1105.36,-0.944,-10.551
1105.38,-1.14,-9.412
1105.4,-1.326,-8.378
1105.42,-1.467,-7.684
1105.44,-1.623,-7.186
1105.46,-1.766,-6.624
1105.48,-1.89,-5.707
1105.5,-1.995,-4.699
1105.52,-2.078,-3.704
1105.54,-2.141,-2.788
1105.56,-2.188,-1.95
1105.58,-2.22,-1.139
1105.6,-2.234,-0.314
1105.62,-2.232,0.524
1105.64,-2.213,1.388
1105.66,-2.177,2.278
1105.68,-2.122,3.181
1105.7,-2.05,4.097
1105.72,-1.959,5.013
1105.74,-1.849,5.943
1105.76,-1.722,6.859
1105.78,-1.574,7.762
1105.8,-1.411,8.574
1105.82,-1.228,9.084
1105.84,-1.038,9.294
1105.86,-0.856,9.765
1105.88,-0.668,10.668
1105.9,-0.427,11.545
1105.92,-0.187,11.925
1105.94,0.049,11.82
1105.96,0.287,11.349
1105.98,0.517,10.59
1106,0.707,9.7
1106.02,0.9,8.757
1106.04,1.068,7.618
1106.06,1.206,6.126
1106.08,1.315,4.516
1106.1,1.389,2.801
1106.12,1.428,1.021
1106.14,1.429,-0.785
1106.16,1.396,-2.579
1106.18,1.326,-4.333
1106.2,1.222,-6.008
1106.22,1.084,-7.54
1106.24,0.917,-8.901
1106.26,0.726,-10.079
1106.28,0.512,-11.061
1106.3,0.28,-11.794
1106.32,0.036,-12.226
1106.34,-0.214,-12.357
1106.36,-0.462,-12.2
1106.38,-0.705,-11.689
1106.4,-0.936,-10.904
1106.42,-1.142,-9.896
1106.44,-1.334,-8.823
1106.46,-1.495,-7.998
1106.48,-1.641,-7.422
1106.5,-1.794,-6.898
1106.52,-1.926,-6.139
1106.54,-2.039,-5.157
1106.56,-2.133,-4.215
1106.58,-2.205,-3.377
1106.6,-2.265,-2.618
1106.62,-2.312,-1.859
1106.64,-2.34,-1.034
1106.66,-2.353,-0.196
1106.68,-2.348,0.615
1106.7,-2.328,1.427
1106.72,-2.292,2.265
1106.74,-2.238,3.129
1106.76,-2.166,4.006
1106.78,-2.078,4.883
1106.8,-1.971,5.76
1106.82,-1.847,6.663
1106.84,-1.706,7.566
1106.86,-1.544,8.443
1106.88,-1.367,9.137
1106.9,-1.173,9.294
1106.92,-0.98,9.556
1106.94,-0.815,10.354
1106.96,-0.578,11.428
1106.98,-0.333,12.095
1107,-0.091,12.056
1107.02,0.149,11.716
1107.04,0.386,11.126
1107.06,0.595,10.367
1107.08,0.798,9.477
1107.1,0.982,8.391
1107.12,1.137,6.977
1107.14,1.263,5.393
1107.16,1.354,3.718
1107.18,1.412,1.963
1107.2,1.434,0.157
1107.22,1.418,-1.676
1107.24,1.367,-3.469
1107.26,1.279,-5.184
1107.28,1.158,-6.781
1107.3,1.005,-8.221
1107.32,0.826,-9.477
1107.34,0.624,-10.537
1107.36,0.402,-11.375
1107.38,0.165,-11.951
1107.4,-0.08,-12.226
1107.42,-0.328,-12.187
1107.44,-0.572,-11.833
1107.46,-0.806,-11.153
1107.48,-1.023,-10.223
1107.5,-1.216,-9.071
1107.52,-1.389,-8.116
1107.54,-1.528,-7.487
1107.56,-1.684,-6.977
1107.58,-1.819,-6.309
1107.6,-1.935,-5.354
1107.62,-2.034,-4.398
1107.64,-2.111,-3.43
1107.66,-2.171,-2.5
1107.68,-2.21,-1.649
1107.7,-2.235,-0.851
1107.72,-2.245,-0.052
1107.74,-2.238,0.798
1107.76,-2.213,1.676
1107.78,-2.171,2.566
1107.8,-2.111,3.456
1107.82,-2.033,4.372
1107.84,-1.937,5.301
1107.86,-1.821,6.231
1107.88,-1.687,7.147
1107.9,-1.535,8.024
1107.92,-1.365,8.783
1107.94,-1.18,9.111
1107.96,-0.988,9.32
1107.98,-0.818,9.961
1108,-0.608,10.982
1108.02,-0.364,11.82
1108.04,-0.124,12.017
1108.06,0.116,11.794
1108.08,0.353,11.218
1108.1,0.573,10.393
1108.12,0.765,9.477
1108.14,0.952,8.482
1108.16,1.112,7.252
1108.18,1.244,5.72
1108.2,1.343,4.071
1108.22,1.407,2.33
1108.24,1.437,0.537
1108.26,1.429,-1.283
1108.28,1.385,-3.076
1108.3,1.305,-4.804
1108.32,1.192,-6.427
1108.34,1.046,-7.919
1108.36,0.873,-9.255
1108.38,0.674,-10.393
1108.4,0.454,-11.31
1108.42,0.218,-11.964
1108.44,-0.028,-12.318
1108.46,-0.28,-12.357
1108.48,-0.526,-12.082
1108.5,-0.767,-11.493
1108.52,-0.991,-10.668
1108.54,-1.194,-9.608
1108.56,-1.379,-8.561
1108.58,-1.532,-7.802
1108.6,-1.681,-7.278
1108.62,-1.828,-6.754
1108.64,-1.956,-5.93
1108.66,-2.067,-4.909
1108.68,-2.154,-3.94
1108.7,-2.22,-3.115
1108.72,-2.276,-2.409
1108.74,-2.318,-1.662
1108.76,-2.344,-0.825
1108.78,-2.351,0.013
1108.8,-2.342,0.838
1108.82,-2.318,1.676
1108.84,-2.276,2.526
1108.86,-2.216,3.39
1108.88,-2.141,4.254
1108.9,-2.047,5.131
1108.92,-1.935,6.034
1108.94,-1.806,6.938
1108.96,-1.657,7.841
1108.98,-1.492,8.666
1109,-1.308,9.242
1109.02,-1.115,9.386
1109.04,-0.925,9.739
1109.06,-0.749,10.629
1109.08,-0.506,11.624
1109.1,-0.259,12.161
1109.12,-0.02,12.069
1109.14,0.225,11.65
1109.16,0.459,10.956
1109.18,0.66,10.092
1109.2,0.859,9.163
1109.22,1.035,8.024
1109.24,1.183,6.545
1109.26,1.299,4.922
1109.28,1.381,3.207
1109.3,1.428,1.427
1109.32,1.439,-0.393
1109.34,1.412,-2.212
1109.36,1.349,-3.992
1109.38,1.252,-5.668
1109.4,1.12,-7.213
1109.42,0.961,-8.613
1109.44,0.774,-9.844
1109.46,0.564,-10.865
1109.48,0.336,-11.624
1109.5,0.096,-12.108
1109.52,-0.152,-12.291
1109.54,-0.401,-12.174
1109.56,-0.642,-11.716
1109.58,-0.875,-10.943
1109.6,-1.084,-9.896
1109.62,-1.272,-8.796
1109.64,-1.433,-7.998
1109.66,-1.582,-7.461
1109.68,-1.734,-6.912
1109.7,-1.866,-6.113
1109.72,-1.978,-5.118
1109.74,-2.072,-4.136
1109.76,-2.143,-3.181
1109.78,-2.198,-2.304
1109.8,-2.234,-1.505
1109.82,-2.257,-0.72
1109.84,-2.264,0.092
1109.86,-2.254,0.956
1109.88,-2.226,1.833
1109.9,-2.18,2.71
1109.92,-2.117,3.6
1109.94,-2.037,4.503
1109.96,-1.937,5.419
1109.98,-1.821,6.336
1110,-1.684,7.252
1110.02,-1.53,8.142
1110.04,-1.357,8.901
1110.06,-1.17,9.111
1110.08,-0.975,9.307
1110.1,-0.818,10.04
1110.12,-0.592,11.14
1110.14,-0.349,11.938
1110.16,-0.108,11.99
1110.18,0.13,11.702
1110.2,0.368,11.113
1110.22,0.58,10.315
1110.24,0.776,9.425
1110.26,0.96,8.404
1110.28,1.118,7.082
1110.3,1.246,5.524
1110.32,1.34,3.848
1110.34,1.401,2.107
1110.36,1.425,0.314
1110.38,1.414,-1.492
1110.4,1.365,-3.272
1110.42,1.282,-4.987
1110.44,1.164,-6.584
1110.46,1.016,-8.05
1110.48,0.84,-9.346
1110.5,0.639,-10.433
1110.52,0.419,-11.284
1110.54,0.185,-11.886
1110.56,-0.06,-12.187
1110.58,-0.308,-12.174
1110.6,-0.55,-11.846
1110.62,-0.785,-11.192
1110.64,-1.004,-10.315
1110.66,-1.197,-9.137
1110.68,-1.376,-8.142
1110.7,-1.51,-7.514
1110.72,-1.668,-7.069
1110.74,-1.806,-6.493
1110.76,-1.927,-5.524
1110.78,-2.029,-4.49
1110.8,-2.108,-3.469
1110.82,-2.165,-2.566
1110.84,-2.209,-1.754
1110.86,-2.237,-0.956
1110.88,-2.246,-0.131
1110.9,-2.242,0.707
1110.92,-2.22,1.571
1110.94,-2.179,2.461
1110.96,-2.121,3.351
1110.98,-2.045,4.254
1111,-1.951,5.171
1111.02,-1.838,6.087
1111.04,-1.707,7.003
1111.06,-1.558,7.906
1111.08,-1.39,8.705
1111.1,-1.206,9.137
1111.12,-1.015,9.32
1111.14,-0.837,9.844
1111.16,-0.641,10.799
1111.18,-0.399,11.676
1111.2,-0.157,11.977
1111.22,0.08,11.755
1111.24,0.317,11.218
1111.26,0.537,10.472
1111.28,0.732,9.608
1111.3,0.922,8.639
1111.32,1.085,7.409
1111.34,1.221,5.89
1111.36,1.323,4.254
1111.38,1.392,2.526
1111.4,1.425,0.746
1111.42,1.422,-1.06
1111.44,1.382,-2.841
1111.46,1.307,-4.568
1111.48,1.199,-6.218
1111.5,1.057,-7.736
1111.52,0.886,-9.084
1111.54,0.691,-10.21
1111.56,0.474,-11.126
1111.58,0.243,-11.807
1111.6,-0.002,-12.2
1111.62,-0.25,-12.278
1111.64,-0.496,-12.03
1111.66,-0.735,-11.467
1111.68,-0.96,-10.681
1111.7,-1.162,-9.595
1111.72,-1.351,-8.508
1111.74,-1.495,-7.723
1111.76,-1.648,-7.226
1111.78,-1.792,-6.728
1111.8,-1.921,-5.864
1111.82,-2.029,-4.856
1111.84,-2.114,-3.888
1111.86,-2.182,-3.024
1111.88,-2.235,-2.212
1111.9,-2.271,-1.401
1111.92,-2.29,-0.589
1111.94,-2.295,0.223
1111.96,-2.282,1.06
1111.98,-2.253,1.924
1112,-2.205,2.801
1112.02,-2.141,3.678
1112.04,-2.058,4.568
1112.06,-1.959,5.472
1112.08,-1.839,6.388
1112.1,-1.703,7.304
1112.12,-1.547,8.194
1112.14,-1.374,8.954
1112.16,-1.184,9.215
1112.18,-0.991,9.412
1112.2,-0.825,10.105
1112.22,-0.605,11.179
1112.24,-0.358,11.964
1112.26,-0.116,12.056
1112.28,0.123,11.807
1112.3,0.361,11.257
1112.32,0.581,10.459
1112.34,0.776,9.53
1112.36,0.963,8.482
1112.38,1.123,7.199
1112.4,1.252,5.642
1112.42,1.351,3.979
1112.44,1.412,2.238
1112.46,1.44,0.432
1112.48,1.431,-1.388
1112.5,1.384,-3.194
1112.52,1.302,-4.922
1112.54,1.186,-6.545
1112.56,1.038,-8.024
1112.58,0.862,-9.333
1112.6,0.663,-10.446
1112.62,0.441,-11.336
1112.64,0.206,-11.977
1112.66,-0.041,-12.318
1112.68,-0.292,-12.344
1112.7,-0.539,-12.056
1112.72,-0.778,-11.428
1112.74,-1.002,-10.577
1112.76,-1.2,-9.412
1112.78,-1.385,-8.391
1112.8,-1.524,-7.736
1112.82,-1.685,-7.265
1112.84,-1.828,-6.676
1112.86,-1.953,-5.733
1112.88,-2.058,-4.778
1112.9,-2.144,-3.848
1112.92,-2.21,-2.998
1112.94,-2.262,-2.199
1112.96,-2.3,-1.401
1112.98,-2.318,-0.576
1113,-2.322,0.249
1113.02,-2.309,1.073
1113.04,-2.279,1.924
1113.06,-2.232,2.775
1113.08,-2.168,3.639
1113.1,-2.088,4.529
1113.12,-1.987,5.432
1113.14,-1.869,6.336
1113.16,-1.734,7.226
1113.18,-1.58,8.116
1113.2,-1.409,8.862
1113.22,-1.221,9.215
1113.24,-1.03,9.438
1113.26,-0.853,10.066
1113.28,-0.644,11.061
1113.3,-0.399,11.846
1113.32,-0.157,12.069
1113.34,0.082,11.82
1113.36,0.324,11.31
1113.38,0.539,10.577
1113.4,0.743,9.7
1113.42,0.931,8.679
1113.44,1.095,7.37
1113.46,1.228,5.838
1113.48,1.33,4.176
1113.5,1.396,2.435
1113.52,1.428,0.641
1113.54,1.423,-1.178
1113.56,1.381,-2.985
1113.58,1.302,-4.712
1113.6,1.191,-6.322
1113.62,1.048,-7.815
1113.64,0.877,-9.15
1113.66,0.679,-10.276
1113.68,0.462,-11.179
1113.7,0.229,-11.833
1113.72,-0.016,-12.187
1113.74,-0.264,-12.213
1113.76,-0.507,-11.938
1113.78,-0.745,-11.336
1113.8,-0.968,-10.498
1113.82,-1.164,-9.372
1113.84,-1.348,-8.351
1113.86,-1.489,-7.658
1113.88,-1.645,-7.16
1113.9,-1.786,-6.584
1113.92,-1.91,-5.655
1113.94,-2.014,-4.647
1113.96,-2.095,-3.665
1113.98,-2.158,-2.775
1114,-2.205,-1.937
1114.02,-2.237,-1.113
1114.04,-2.249,-0.275
1114.06,-2.248,0.563
1114.08,-2.227,1.401
1114.1,-2.191,2.278
1114.12,-2.138,3.168
1114.14,-2.064,4.084
1114.16,-1.974,5
1114.18,-1.865,5.917
1114.2,-1.737,6.846
1114.22,-1.591,7.749
1114.24,-1.426,8.574
1114.26,-1.246,9.124
1114.28,-1.054,9.32
1114.3,-0.869,9.752
1114.32,-0.685,10.629
1114.34,-0.445,11.545
1114.36,-0.203,11.977
1114.38,0.035,11.873
1114.4,0.273,11.401
1114.42,0.504,10.642
1114.44,0.696,9.752
1114.46,0.889,8.823
1114.48,1.059,7.697
1114.5,1.2,6.218
1114.52,1.308,4.608
1114.54,1.385,2.893
1114.56,1.426,1.113
1114.58,1.429,-0.707
1114.6,1.398,-2.5
1114.62,1.329,-4.254
1114.64,1.227,-5.93
1114.66,1.09,-7.461
1114.68,0.925,-8.836
1114.7,0.735,-10.014
1114.72,0.522,-10.982
1114.74,0.292,-11.702
1114.76,0.05,-12.148
1114.78,-0.198,-12.305
1114.8,-0.446,-12.148
1114.82,-0.688,-11.663
1114.84,-0.917,-10.891
1114.86,-1.126,-9.896
1114.88,-1.315,-8.796
1114.9,-1.478,-7.933
1114.92,-1.621,-7.357
1114.94,-1.772,-6.846
1114.96,-1.904,-6.113
1114.98,-2.017,-5.131
1115,-2.11,-4.15
1115.02,-2.182,-3.259
1115.04,-2.237,-2.461
1115.06,-2.281,-1.689
1115.08,-2.306,-0.89
1115.1,-2.315,-0.065
1115.12,-2.309,0.759
1115.14,-2.286,1.61
1115.16,-2.245,2.474
1115.18,-2.187,3.338
1115.2,-2.111,4.215
1115.22,-2.018,5.118
1115.24,-1.907,6.034
1115.26,-1.777,6.951
1115.28,-1.629,7.841
1115.3,-1.462,8.666
1115.32,-1.28,9.242
1115.34,-1.085,9.386
1115.36,-0.897,9.752
1115.38,-0.719,10.629
1115.4,-0.476,11.611
1115.42,-0.231,12.108
1115.44,0.008,11.977
1115.46,0.25,11.532
1115.48,0.481,10.839
1115.5,0.68,9.988
1115.52,0.878,9.045
1115.54,1.051,7.867
1115.56,1.195,6.362
1115.58,1.307,4.739
1115.6,1.385,3.037
1115.62,1.429,1.27
1115.64,1.437,-0.55
1115.66,1.407,-2.369
1115.68,1.341,-4.136
1115.7,1.241,-5.812
1115.72,1.107,-7.357
1115.74,0.944,-8.744
1115.76,0.756,-9.948
1115.78,0.543,-10.93
1115.8,0.314,-11.663
1115.82,0.074,-12.121
1115.84,-0.174,-12.291
1115.86,-0.423,-12.161
1115.88,-0.664,-11.663
1115.9,-0.895,-10.878
1115.92,-1.101,-9.831
1115.94,-1.291,-8.744
1115.96,-1.448,-7.933
1115.98,-1.598,-7.383
1116,-1.747,-6.846
1116.02,-1.879,-6.034
1116.04,-1.989,-5.053
1116.06,-2.08,-4.084
1116.08,-2.152,-3.168
1116.1,-2.205,-2.317
1116.12,-2.243,-1.518
1116.14,-2.267,-0.733
1116.16,-2.273,0.092
1116.18,-2.264,0.956
1116.2,-2.235,1.833
1116.22,-2.19,2.71
1116.24,-2.127,3.587
1116.26,-2.047,4.49
1116.28,-1.948,5.419
1116.3,-1.83,6.349
1116.32,-1.693,7.252
1116.34,-1.539,8.116
1116.36,-1.368,8.875
1116.38,-1.181,9.098
1116.4,-0.986,9.333
1116.42,-0.829,10.079
1116.44,-0.6,11.179
1116.46,-0.358,11.964
1116.48,-0.116,12.017
1116.5,0.123,11.768
1116.52,0.361,11.179
1116.54,0.576,10.38
1116.56,0.771,9.477
1116.58,0.958,8.469
1116.6,1.117,7.186
1116.62,1.247,5.642
1116.64,1.345,3.979
1116.66,1.407,2.225
1116.68,1.434,0.445
1116.7,1.425,-1.361
1116.72,1.381,-3.155
1116.74,1.297,-4.883
1116.76,1.183,-6.506
1116.78,1.037,-7.985
1116.8,0.861,-9.307
1116.82,0.661,-10.42
1116.84,0.441,-11.31
1116.86,0.206,-11.951
1116.88,-0.041,-12.278
1116.9,-0.291,-12.291
1116.92,-0.536,-11.99
1116.94,-0.774,-11.388
1116.96,-0.996,-10.577
1116.98,-1.197,-9.49
1117,-1.382,-8.456
1117.02,-1.527,-7.71
1117.04,-1.681,-7.199
1117.06,-1.824,-6.663
1117.08,-1.949,-5.799
1117.1,-2.058,-4.765
1117.12,-2.143,-3.757
1117.14,-2.202,-2.893
1117.16,-2.256,-2.16
1117.18,-2.292,-1.427
1117.2,-2.312,-0.602
1117.22,-2.317,0.236
1117.24,-2.303,1.086
1117.26,-2.273,1.937
1117.28,-2.226,2.788
1117.3,-2.161,3.665
1117.32,-2.08,4.555
1117.34,-1.979,5.472
1117.36,-1.861,6.388
1117.38,-1.723,7.291
1117.4,-1.569,8.181
1117.42,-1.396,8.94
1117.44,-1.206,9.242
1117.46,-1.013,9.438
1117.48,-0.844,10.105
1117.5,-0.627,11.166
1117.52,-0.38,11.977
1117.54,-0.137,12.134
1117.56,0.104,11.899
1117.58,0.346,11.362
1117.6,0.565,10.577
1117.62,0.765,9.66
1117.64,0.953,8.639
1117.66,1.117,7.357
1117.68,1.25,5.812
1117.7,1.351,4.15
1117.72,1.417,2.409
