Time (s) Auto,Angle (rad) Minus pi/4,Angular Velocity (rad/s) Minus pi/4
1347.56,0.151,-0.118
1347.58,0.149,-0.026
1347.6,0.149,0.079
1347.62,0.152,0.196
1347.64,0.157,0.314
1347.66,0.165,0.432
1347.68,0.174,0.537
1347.7,0.187,0.628
1347.72,0.199,0.707
1347.74,0.215,0.759
1347.76,0.231,0.785
1347.78,0.247,0.785
1347.8,0.262,0.772
1347.82,0.278,0.733
1347.84,0.292,0.668
1347.86,0.305,0.563
1347.88,0.316,0.419
1347.9,0.322,0.236
1347.92,0.325,0.026
1347.94,0.324,-0.196
1347.96,0.317,-0.458
1347.98,0.306,-0.746
1348,0.287,-1.06
1348.02,0.264,-1.388
1348.04,0.232,-1.728
1348.06,0.195,-2.094
1348.08,0.149,-2.461
1348.1,0.096,-2.814
1348.12,0.036,-3.142
1348.14,-0.03,-3.443
1348.16,-0.102,-3.704
1348.18,-0.179,-3.914
1348.2,-0.259,-4.058
1348.22,-0.342,-4.123
1348.24,-0.426,-4.11
1348.26,-0.507,-4.006
1348.28,-0.587,-3.796
1348.3,-0.661,-3.482
1348.32,-0.727,-3.076
1348.34,-0.785,-2.592
1348.36,-0.833,-2.029
1348.38,-0.867,-1.388
1348.4,-0.889,-0.694
1348.42,-0.895,0.026
1348.44,-0.888,0.759
1348.46,-0.866,1.505
1348.48,-0.828,2.265
1348.5,-0.774,3.011
1348.52,-0.707,3.718
1348.54,-0.625,4.372
1348.56,-0.531,4.961
1348.58,-0.426,5.472
1348.6,-0.311,5.904
1348.62,-0.188,6.244
1348.64,-0.06,6.493
1348.66,0.072,6.65
1348.68,0.207,6.702
1348.7,0.342,6.65
1348.72,0.474,6.506
1348.74,0.603,6.296
1348.76,0.727,6.034
1348.78,0.845,5.72
1348.8,0.957,5.367
1348.82,1.06,4.987
1348.84,1.156,4.581
1348.86,1.244,4.163
1348.88,1.323,3.731
1348.9,1.393,3.286
1348.92,1.455,2.814
1348.94,1.506,2.317
1348.96,1.547,1.806
1348.98,1.579,1.283
1349,1.599,0.746
1349.02,1.608,0.196
1349.04,1.607,-0.38
1349.06,1.594,-1.008
1349.08,1.568,-1.676
1349.1,1.527,-2.356
1349.12,1.473,-3.063
1349.14,1.406,-3.822
1349.16,1.321,-4.634
1349.18,1.221,-5.472
1349.2,1.103,-6.309
1349.22,0.968,-7.16
1349.24,0.817,-7.998
1349.26,0.647,-8.796
1349.28,0.463,-9.516
1349.3,0.265,-10.105
1349.32,0.057,-10.537
1349.34,-0.159,-10.786
1349.36,-0.377,-10.825
1349.38,-0.595,-10.629
1349.4,-0.806,-10.184
1349.42,-1.005,-9.516
1349.44,-1.189,-8.652
1349.46,-1.354,-7.605
1349.48,-1.495,-6.388
1349.5,-1.612,-5.04
1349.52,-1.698,-3.6
1349.54,-1.756,-2.094
1349.56,-1.783,-0.537
1349.58,-1.778,1.06
1349.6,-1.74,2.644
1349.62,-1.671,4.215
1349.64,-1.572,5.76
1349.66,-1.44,7.252
1349.68,-1.28,8.626
1349.7,-1.093,9.857
1349.72,-0.884,10.93
1349.74,-0.653,11.794
1349.76,-0.408,12.422
1349.78,-0.154,12.815
1349.8,0.107,12.998
1349.82,0.369,12.985
1349.84,0.628,12.802
1349.86,0.883,12.501
1349.88,1.129,12.134
1349.9,1.368,11.742
1349.92,1.599,11.349
1349.94,1.822,10.982
1349.96,2.037,10.668
1349.98,2.248,10.433
1350,2.454,10.263
1350.02,2.658,10.171
1350.04,2.859,10.158
1350.06,3.063,10.197
1350.08,3.267,10.276
1350.1,3.473,10.367
1350.12,3.682,10.472
1350.14,3.892,10.551
1350.16,4.104,10.577
1350.18,4.317,10.511
1350.2,4.527,10.289
1350.22,4.731,9.896
1350.24,4.924,9.32
1350.26,5.107,8.561
1350.28,5.27,7.592
1350.3,5.413,6.44
1350.32,5.529,5.144
1350.34,5.62,3.718
1350.36,5.68,2.212
1350.38,5.708,0.654
1350.4,5.707,-0.89
1350.42,5.672,-2.382
1350.44,5.609,-3.796
1350.46,5.52,-5.105
1350.48,5.404,-6.296
1350.5,5.265,-7.343
1350.52,5.108,-8.221
1350.54,4.934,-8.914
1350.56,4.749,-9.425
1350.58,4.555,-9.752
1350.6,4.356,-9.935
1350.62,4.156,-9.988
1350.64,3.955,-9.935
1350.66,3.757,-9.804
1350.68,3.563,-9.621
1350.7,3.373,-9.425
1350.72,3.186,-9.228
1350.74,3.003,-9.071
1350.76,2.824,-8.967
1350.78,2.645,-8.914
1350.8,2.468,-8.901
1350.82,2.29,-8.954
1350.84,2.111,-9.084
1350.86,1.927,-9.268
1350.88,1.74,-9.49
1350.9,1.549,-9.739
1350.92,1.351,-10.001
1350.94,1.148,-10.249
1350.96,0.941,-10.459
1350.98,0.729,-10.603
1351,0.515,-10.655
1351.02,0.302,-10.603
1351.04,0.09,-10.407
1351.06,-0.118,-10.04
1351.08,-0.314,-9.49
1351.1,-0.5,-8.783
1351.12,-0.668,-7.933
1351.14,-0.818,-6.951
1351.16,-0.947,-5.864
1351.18,-1.054,-4.686
1351.2,-1.136,-3.456
1351.22,-1.192,-2.212
1351.24,-1.224,-0.995
1351.26,-1.232,0.17
1351.28,-1.216,1.27
1351.3,-1.18,2.304
1351.32,-1.123,3.246
1351.34,-1.048,4.084
1351.36,-0.958,4.778
1351.38,-0.855,5.328
1351.4,-0.743,5.733
1351.42,-0.624,5.982
1351.44,-0.501,6.087
1351.46,-0.379,6.034
1351.48,-0.258,5.851
1351.5,-0.143,5.55
1351.52,-0.035,5.144
1351.54,0.064,4.66
1351.56,0.152,4.11
1351.58,0.229,3.521
1351.6,0.294,2.906
1351.62,0.346,2.291
1351.64,0.385,1.689
1351.66,0.413,1.1
1351.68,0.429,0.537
1351.7,0.434,0.026
1351.72,0.429,-0.419
1351.74,0.416,-0.825
1351.76,0.396,-1.178
1351.78,0.368,-1.466
1351.8,0.336,-1.689
1351.82,0.3,-1.859
1351.84,0.261,-1.977
1351.86,0.22,-2.016
1351.88,0.179,-1.99
1351.9,0.14,-1.911
1351.92,0.102,-1.78
1351.94,0.068,-1.597
1351.96,0.038,-1.374
1351.98,0.013,-1.113
1352,-0.008,-0.825
1352.02,-0.02,-0.511
1352.04,-0.028,-0.196
1352.06,-0.028,0.092
1352.08,-0.024,0.367
1352.1,-0.014,0.628
1352.12,0.002,0.877
1352.14,0.022,1.086
1352.16,0.046,1.244
1352.18,0.072,1.361
1352.2,0.101,1.44
1352.22,0.13,1.479
1352.24,0.16,1.453
1352.26,0.19,1.361
1352.28,0.215,1.23
1352.3,0.239,1.06
1352.32,0.259,0.838
1352.34,0.273,0.537
1352.36,0.281,0.196
1352.38,0.281,-0.157
1352.4,0.275,-0.524
1352.42,0.261,-0.929
1352.44,0.239,-1.361
1352.46,0.206,-1.806
1352.48,0.167,-2.251
1352.5,0.116,-2.697
1352.52,0.058,-3.129
1352.54,-0.009,-3.495
1352.56,-0.083,-3.796
1352.58,-0.162,-4.032
1352.6,-0.245,-4.202
1352.62,-0.331,-4.28
1352.64,-0.418,-4.254
1352.66,-0.503,-4.11
1352.68,-0.584,-3.848
1352.7,-0.658,-3.482
1352.72,-0.724,-3.011
1352.74,-0.781,-2.448
1352.76,-0.823,-1.806
1352.78,-0.853,-1.113
1352.8,-0.869,-0.367
1352.82,-0.869,0.419
1352.84,-0.851,1.217
1352.86,-0.82,2.003
1352.88,-0.771,2.762
1352.9,-0.708,3.495
1352.92,-0.631,4.189
1352.94,-0.54,4.83
1352.96,-0.437,5.38
1352.98,-0.324,5.838
1353,-0.203,6.218
1353.02,-0.074,6.506
1353.04,0.06,6.702
1353.06,0.195,6.794
1353.08,0.333,6.794
1353.1,0.468,6.689
1353.12,0.602,6.493
1353.14,0.729,6.231
1353.16,0.851,5.917
1353.18,0.966,5.563
1353.2,1.074,5.171
1353.22,1.173,4.752
1353.24,1.264,4.307
1353.26,1.346,3.848
1353.28,1.418,3.377
1353.3,1.481,2.893
1353.32,1.535,2.382
1353.34,1.577,1.833
1353.36,1.608,1.27
1353.38,1.627,0.694
1353.4,1.637,0.092
1353.42,1.632,-0.537
1353.44,1.615,-1.204
1353.46,1.585,-1.898
1353.48,1.539,-2.631
1353.5,1.48,-3.416
1353.52,1.404,-4.241
1353.54,1.31,-5.105
1353.56,1.2,-5.982
1353.58,1.071,-6.872
1353.6,0.925,-7.762
1353.62,0.76,-8.613
1353.64,0.58,-9.399
1353.66,0.383,-10.092
1353.68,0.174,-10.642
1353.7,-0.046,-11.009
1353.72,-0.269,-11.153
1353.74,-0.495,-11.061
1353.76,-0.715,-10.721
1353.78,-0.927,-10.119
1353.8,-1.123,-9.294
1353.82,-1.301,-8.26
1353.84,-1.456,-7.055
1353.86,-1.585,-5.707
1353.88,-1.685,-4.254
1353.9,-1.756,-2.723
1353.92,-1.795,-1.139
1353.94,-1.802,0.484
1353.96,-1.777,2.134
1353.98,-1.717,3.77
1354,-1.624,5.367
1354.02,-1.502,6.912
1354.04,-1.348,8.378
1354.06,-1.164,9.713
1354.08,-0.957,10.852
1354.1,-0.727,11.781
1354.12,-0.482,12.501
1354.14,-0.225,12.985
1354.16,0.041,13.234
1354.18,0.308,13.26
1354.2,0.573,13.116
1354.22,0.834,12.841
1354.24,1.089,12.475
1354.26,1.334,12.069
1354.28,1.571,11.663
1354.3,1.8,11.284
1354.32,2.022,10.93
1354.34,2.237,10.642
1354.36,2.446,10.446
1354.38,2.653,10.341
1354.4,2.859,10.302
1354.42,3.065,10.315
1354.44,3.27,10.38
1354.46,3.479,10.459
1354.48,3.69,10.524
1354.5,3.9,10.564
1354.52,4.112,10.551
1354.54,4.324,10.433
1354.56,4.532,10.171
1354.58,4.733,9.752
1354.6,4.924,9.15
1354.62,5.102,8.338
1354.64,5.261,7.343
1354.66,5.397,6.192
1354.68,5.51,4.896
1354.7,5.595,3.469
1354.72,5.65,1.963
1354.74,5.674,0.445
1354.76,5.667,-1.047
1354.78,5.631,-2.487
1354.8,5.567,-3.862
1354.82,5.476,-5.131
1354.84,5.36,-6.27
1354.86,5.223,-7.239
1354.88,5.067,-8.037
1354.9,4.899,-8.666
1354.92,4.719,-9.111
1354.94,4.532,-9.386
1354.96,4.342,-9.503
1354.98,4.15,-9.503
1355,3.96,-9.399
1355.02,3.773,-9.228
1355.04,3.591,-9.019
1355.06,3.412,-8.783
1355.08,3.239,-8.548
1355.1,3.071,-8.338
1355.12,2.906,-8.168
1355.14,2.744,-8.024
1355.16,2.586,-7.919
1355.18,2.428,-7.88
1355.2,2.271,-7.906
1355.22,2.113,-7.985
1355.24,1.953,-8.116
1355.26,1.789,-8.299
1355.28,1.621,-8.522
1355.3,1.448,-8.77
1355.32,1.271,-9.032
1355.34,1.087,-9.281
1355.36,0.898,-9.49
1355.38,0.707,-9.647
1355.4,0.512,-9.739
1355.42,0.316,-9.726
1355.44,0.121,-9.582
1355.46,-0.069,-9.307
1355.48,-0.253,-8.888
1355.5,-0.427,-8.338
1355.52,-0.587,-7.658
1355.54,-0.735,-6.859
1355.56,-0.864,-5.956
1355.58,-0.974,-4.961
1355.6,-1.063,-3.927
1355.62,-1.131,-2.88
1355.64,-1.178,-1.833
1355.66,-1.205,-0.798
1355.68,-1.21,0.196
1355.7,-1.195,1.126
1355.72,-1.164,1.977
1355.74,-1.115,2.749
1355.76,-1.052,3.43
1355.78,-0.977,4.019
1355.8,-0.891,4.516
1355.82,-0.795,4.896
1355.84,-0.693,5.157
1355.86,-0.587,5.301
1355.88,-0.479,5.354
1355.9,-0.372,5.315
1355.92,-0.265,5.171
1355.94,-0.163,4.948
1355.96,-0.068,4.66
1355.98,0.024,4.346
1356,0.107,4.006
1356.02,0.184,3.626
1356.04,0.253,3.22
1356.06,0.313,2.801
1356.08,0.364,2.382
1356.1,0.408,1.99
1356.12,0.443,1.61
1356.14,0.473,1.257
1356.16,0.493,0.929
1356.18,0.509,0.615
1356.2,0.518,0.34
1356.22,0.522,0.092
1356.24,0.522,-0.118
1356.26,0.517,-0.288
1356.28,0.509,-0.432
1356.3,0.5,-0.563
1356.32,0.487,-0.681
1356.34,0.471,-0.772
1356.36,0.456,-0.838
1356.38,0.438,-0.89
1356.4,0.419,-0.929
1356.42,0.401,-0.942
1356.44,0.382,-0.956
1356.46,0.363,-0.982
1356.48,0.342,-1.021
1356.5,0.322,-1.047
1356.52,0.3,-1.06
1356.54,0.28,-1.086
1356.56,0.258,-1.126
1356.58,0.234,-1.178
1356.6,0.21,-1.23
1356.62,0.185,-1.296
1356.64,0.159,-1.388
1356.66,0.13,-1.479
1356.68,0.099,-1.584
1356.7,0.068,-1.702
1356.72,0.031,-1.833
1356.74,-0.006,-1.963
1356.76,-0.047,-2.094
1356.78,-0.09,-2.225
1356.8,-0.137,-2.356
1356.82,-0.184,-2.474
1356.84,-0.236,-2.566
1356.86,-0.287,-2.644
1356.88,-0.341,-2.683
1356.9,-0.396,-2.697
1356.92,-0.449,-2.644
1356.94,-0.503,-2.539
1356.96,-0.551,-2.382
1356.98,-0.598,-2.147
1357,-0.639,-1.846
1357.02,-0.672,-1.479
1357.04,-0.699,-1.073
1357.06,-0.716,-0.628
1357.08,-0.724,-0.144
1357.1,-0.723,0.367
1357.12,-0.71,0.903
1357.14,-0.686,1.44
1357.16,-0.652,1.977
1357.18,-0.608,2.513
1357.2,-0.551,3.037
1357.22,-0.485,3.521
1357.24,-0.41,3.94
1357.26,-0.327,4.32
1357.28,-0.237,4.66
1357.3,-0.14,4.948
1357.32,-0.038,5.157
1357.34,0.068,5.288
1357.36,0.174,5.367
1357.38,0.283,5.38
1357.4,0.391,5.328
1357.42,0.496,5.197
1357.44,0.6,5
1357.46,0.697,4.752
1357.48,0.79,4.464
1357.5,0.877,4.15
1357.52,0.957,3.796
1357.54,1.029,3.403
1357.56,1.093,2.985
1357.58,1.148,2.539
1357.6,1.195,2.081
1357.62,1.232,1.61
1357.64,1.26,1.113
1357.66,1.277,0.589
1357.68,1.283,0.026
1357.7,1.279,-0.55
1357.72,1.261,-1.139
1357.74,1.233,-1.741
1357.76,1.192,-2.382
1357.78,1.139,-3.063
1357.8,1.07,-3.77
1357.82,0.988,-4.503
1357.84,0.891,-5.236
1357.86,0.778,-5.969
1357.88,0.652,-6.689
1357.9,0.511,-7.37
1357.92,0.355,-7.985
1357.94,0.19,-8.495
1357.96,0.014,-8.888
1357.98,-0.168,-9.137
1358,-0.353,-9.189
1358.02,-0.539,-9.058
1358.04,-0.718,-8.731
1358.06,-0.891,-8.221
1358.08,-1.049,-7.527
1358.1,-1.194,-6.663
1358.12,-1.318,-5.655
1358.14,-1.422,-4.516
1358.16,-1.5,-3.286
1358.18,-1.554,-1.977
1358.2,-1.58,-0.615
1358.22,-1.579,0.785
1358.24,-1.549,2.199
1358.26,-1.491,3.6
1358.28,-1.404,4.961
1358.3,-1.291,6.257
1358.32,-1.153,7.461
1358.34,-0.991,8.548
1358.36,-0.809,9.503
1358.38,-0.609,10.289
1358.4,-0.394,10.865
1358.42,-0.171,11.218
1358.44,0.057,11.388
1358.46,0.286,11.414
1358.48,0.515,11.297
1358.5,0.74,11.048
1358.52,0.958,10.721
1358.54,1.169,10.341
1358.56,1.373,9.935
1358.58,1.566,9.516
1358.6,1.753,9.124
1358.62,1.931,8.796
1358.64,2.103,8.508
1358.66,2.271,8.273
1358.68,2.433,8.09
1358.7,2.593,7.972
1358.72,2.752,7.906
1358.74,2.909,7.88
1358.76,3.066,7.893
1358.78,3.225,7.919
1358.8,3.383,7.959
1358.82,3.542,7.998
1358.84,3.704,8.024
1358.86,3.864,8.011
1358.88,4.024,7.933
1358.9,4.183,7.789
1358.92,4.337,7.553
1358.94,4.486,7.199
1358.96,4.628,6.728
1358.98,4.756,6.139
1359,4.874,5.445
1359.02,4.976,4.634
1359.04,5.061,3.718
1359.06,5.126,2.736
1359.08,5.171,1.715
1359.1,5.195,0.681
1359.12,5.198,-0.34
1359.14,5.18,-1.322
1359.16,5.144,-2.238
1359.18,5.089,-3.076
1359.2,5.02,-3.809
1359.22,4.935,-4.438
1359.24,4.841,-4.948
1359.26,4.736,-5.341
1359.28,4.626,-5.629
1359.3,4.51,-5.799
1359.32,4.392,-5.864
1359.34,4.274,-5.825
1359.36,4.158,-5.707
1359.38,4.045,-5.511
1359.4,3.936,-5.249
1359.42,3.834,-4.948
1359.44,3.738,-4.608
1359.46,3.649,-4.228
1359.48,3.569,-3.822
1359.5,3.497,-3.403
1359.52,3.432,-2.998
1359.54,3.377,-2.592
1359.56,3.329,-2.186
1359.58,3.289,-1.78
1359.6,3.258,-1.374
1359.62,3.234,-0.995
1359.64,3.219,-0.628
1359.66,3.209,-0.275
1359.68,3.208,0.065
1359.7,3.212,0.38
1359.72,3.223,0.668
1359.74,3.239,0.942
1359.76,3.261,1.204
1359.78,3.288,1.44
1359.8,3.319,1.649
1359.82,3.354,1.846
1359.84,3.393,2.016
1359.86,3.435,2.147
1359.88,3.479,2.251
1359.9,3.525,2.33
1359.92,3.574,2.382
1359.94,3.621,2.395
1359.96,3.669,2.369
1359.98,3.717,2.304
1360,3.762,2.186
1360.02,3.804,2.042
1360.04,3.844,1.872
1360.06,3.88,1.676
1360.08,3.911,1.44
1360.1,3.938,1.165
1360.12,3.958,0.877
1360.14,3.973,0.602
1360.16,3.982,0.34
1360.18,3.987,0.065
1360.2,3.985,-0.209
1360.22,3.977,-0.445
1360.24,3.966,-0.628
1360.26,3.952,-0.785
1360.28,3.935,-0.929
1360.3,3.914,-1.021
1360.32,3.892,-1.06
1360.34,3.872,-1.06
1360.36,3.85,-1.034
1360.38,3.83,-0.969
1360.4,3.811,-0.838
1360.42,3.795,-0.668
1360.44,3.784,-0.471
1360.46,3.776,-0.262
1360.48,3.773,-0.026
1360.5,3.775,0.249
1360.52,3.782,0.563
1360.54,3.797,0.903
1360.56,3.819,1.244
1360.58,3.847,1.584
1360.6,3.881,1.937
1360.62,3.924,2.317
1360.64,3.974,2.697
1360.66,4.032,3.05
1360.68,4.097,3.39
1360.7,4.167,3.718
1360.72,4.246,4.019
1360.74,4.329,4.267
1360.76,4.417,4.451
1360.78,4.508,4.581
1360.8,4.601,4.647
1360.82,4.695,4.634
1360.84,4.788,4.529
1360.86,4.877,4.32
1360.88,4.962,4.006
1360.9,5.039,3.6
1360.92,5.107,3.102
1360.94,5.165,2.513
1360.96,5.209,1.846
1360.98,5.239,1.126
1361,5.254,0.367
1361.02,5.254,-0.432
1361.04,5.237,-1.257
1361.06,5.204,-2.068
1361.08,5.154,-2.867
1361.1,5.089,-3.639
1361.12,5.008,-4.372
1361.14,4.913,-5.066
1361.16,4.805,-5.707
1361.18,4.684,-6.283
1361.2,4.552,-6.768
1361.22,4.412,-7.173
1361.24,4.265,-7.514
1361.26,4.111,-7.802
1361.28,3.952,-8.024
1361.3,3.789,-8.194
1361.32,3.624,-8.325
1361.34,3.456,-8.443
1361.36,3.286,-8.561
1361.38,3.113,-8.666
1361.4,2.939,-8.796
1361.42,2.763,-8.98
1361.44,2.581,-9.215
1361.46,2.394,-9.49
1361.48,2.202,-9.804
1361.5,2.003,-10.171
1361.52,1.795,-10.577
1361.54,1.58,-10.996
1361.56,1.356,-11.414
1361.58,1.123,-11.807
1361.6,0.883,-12.121
1361.62,0.636,-12.318
1361.64,0.388,-12.357
1361.66,0.14,-12.2
1361.68,-0.104,-11.833
1361.7,-0.336,-11.231
1361.72,-0.556,-10.407
1361.74,-0.756,-9.386
1361.76,-0.933,-8.168
1361.78,-1.085,-6.794
1361.8,-1.206,-5.288
1361.82,-1.297,-3.718
1361.84,-1.356,-2.121
1361.86,-1.382,-0.524
1361.88,-1.376,1.047
1361.9,-1.34,2.566
1361.92,-1.272,3.992
1361.94,-1.178,5.301
1361.96,-1.059,6.466
1361.98,-0.917,7.474
1362,-0.757,8.286
1362.02,-0.583,8.888
1362.04,-0.399,9.255
1362.06,-0.209,9.386
1362.08,-0.02,9.294
1362.1,0.165,9.006
1362.12,0.342,8.548
1362.14,0.509,7.933
1362.16,0.661,7.186
1362.18,0.798,6.336
1362.2,0.916,5.406
1362.22,1.015,4.424
1362.24,1.093,3.416
1362.26,1.151,2.382
1362.28,1.189,1.335
1362.3,1.205,0.288
1362.32,1.2,-0.746
1362.34,1.175,-1.754
1362.36,1.129,-2.736
1362.38,1.065,-3.665
1362.4,0.982,-4.542
1362.42,0.883,-5.367
1362.44,0.767,-6.126
1362.46,0.636,-6.794
1362.48,0.493,-7.33
1362.5,0.341,-7.723
1362.52,0.182,-7.959
1362.54,0.02,-8.024
1362.56,-0.141,-7.919
1362.58,-0.298,-7.631
1362.6,-0.449,-7.16
1362.62,-0.587,-6.506
1362.64,-0.712,-5.681
1362.66,-0.817,-4.725
1362.68,-0.902,-3.652
1362.7,-0.964,-2.5
1362.72,-1.002,-1.283
1362.74,-1.016,-0.039
1362.76,-1.004,1.191
1362.78,-0.968,2.395
1362.8,-0.908,3.547
1362.82,-0.825,4.634
1362.84,-0.721,5.616
1362.86,-0.598,6.466
1362.88,-0.46,7.173
1362.9,-0.309,7.71
1362.92,-0.149,8.077
1362.94,0.016,8.286
1362.96,0.184,8.338
1362.98,0.352,8.247
1363,0.515,8.011
1363.02,0.674,7.658
1363.04,0.823,7.213
1363.06,0.963,6.689
1363.08,1.092,6.113
1363.1,1.208,5.485
1363.12,1.312,4.804
1363.14,1.401,4.084
1363.16,1.475,3.325
1363.18,1.535,2.539
1363.2,1.577,1.728
1363.22,1.604,0.89
1363.24,1.613,0.039
1363.26,1.605,-0.825
1363.28,1.58,-1.715
1363.3,1.538,-2.644
1363.32,1.475,-3.6
1363.34,1.393,-4.568
1363.36,1.293,-5.55
1363.38,1.172,-6.532
1363.4,1.03,-7.487
1363.42,0.872,-8.391
1363.44,0.694,-9.228
1363.46,0.501,-9.948
1363.48,0.294,-10.498
1363.5,0.079,-10.865
1363.52,-0.143,-11.009
1363.54,-0.366,-10.904
1363.56,-0.583,-10.537
1363.58,-0.79,-9.922
1363.6,-0.983,-9.071
1363.62,-1.156,-7.998
1363.64,-1.305,-6.754
1363.66,-1.428,-5.367
1363.68,-1.522,-3.862
1363.7,-1.583,-2.265
1363.72,-1.613,-0.628
1363.74,-1.608,1.021
1363.76,-1.572,2.657
1363.78,-1.502,4.267
1363.8,-1.401,5.825
1363.82,-1.268,7.291
1363.84,-1.107,8.639
1363.86,-0.92,9.817
1363.88,-0.712,10.799
1363.9,-0.485,11.545
1363.92,-0.247,12.056
1363.94,9.99E-15,12.344
1363.96,0.25,12.422
1363.98,0.5,12.318
1364,0.745,12.069
1364.02,0.983,11.716
1364.04,1.214,11.284
1364.06,1.436,10.812
1364.08,1.646,10.328
1364.1,1.849,9.857
1364.12,2.04,9.425
1364.14,2.224,9.045
1364.16,2.402,8.718
1364.18,2.573,8.43
1364.2,2.738,8.181
1364.22,2.9,7.972
1364.24,3.057,7.802
1364.26,3.211,7.658
1364.28,3.363,7.514
1364.3,3.512,7.357
1364.32,3.657,7.186
1364.34,3.8,7.003
1364.36,3.938,6.768
1364.38,4.072,6.466
1364.4,4.197,6.126
1364.42,4.317,5.733
1364.44,4.428,5.275
1364.46,4.529,4.752
1364.48,4.618,4.176
1364.5,4.697,3.56
1364.52,4.761,2.906
1364.54,4.813,2.225
1364.56,4.851,1.545
1364.58,4.874,0.89
1364.6,4.885,0.288
1364.62,4.885,-0.275
1364.64,4.874,-0.798
1364.66,4.852,-1.257
1364.68,4.822,-1.636
1364.7,4.786,-1.95
1364.72,4.744,-2.212
1364.74,4.697,-2.409
1364.76,4.646,-2.513
1364.78,4.595,-2.539
1364.8,4.544,-2.5
1364.82,4.494,-2.409
1364.84,4.447,-2.278
1364.86,4.403,-2.094
1364.88,4.362,-1.872
1364.9,4.328,-1.597
1364.92,4.298,-1.296
1364.94,4.276,-0.982
1364.96,4.258,-0.654
1364.98,4.249,-0.327
1365,4.246,0.013
1365.02,4.249,0.34
1365.04,4.26,0.654
1365.06,4.276,0.942
1365.08,4.298,1.217
1365.1,4.324,1.466
1365.12,4.357,1.676
1365.14,4.392,1.846
1365.16,4.431,1.963
1365.18,4.472,2.042
1365.2,4.513,2.068
1365.22,4.555,2.042
1365.24,4.596,1.95
1365.26,4.634,1.793
1365.28,4.668,1.584
1365.3,4.698,1.322
1365.32,4.722,0.995
1365.34,4.739,0.615
1365.36,4.747,0.196
1365.38,4.747,-0.249
1365.4,4.738,-0.707
1365.42,4.719,-1.191
1365.44,4.69,-1.689
1365.46,4.651,-2.186
1365.48,4.602,-2.683
1365.5,4.544,-3.168
1365.52,4.475,-3.613
1365.54,4.398,-4.019
1365.56,4.315,-4.372
1365.58,4.222,-4.686
1365.6,4.126,-4.948
1365.62,4.024,-5.144
1365.64,3.919,-5.301
1365.66,3.812,-5.393
1365.68,3.702,-5.445
1365.7,3.594,-5.459
1365.72,3.484,-5.445
1365.74,3.376,-5.419
1365.76,3.267,-5.38
1365.78,3.16,-5.341
1365.8,3.054,-5.288
1365.82,2.948,-5.236
1365.84,2.845,-5.184
1365.86,2.741,-5.157
1365.88,2.639,-5.157
1365.9,2.535,-5.184
1365.92,2.432,-5.223
1365.94,2.326,-5.275
1365.96,2.221,-5.354
1365.98,2.113,-5.472
1366,2.003,-5.629
1366.02,1.888,-5.799
1366.04,1.77,-5.995
1366.06,1.649,-6.218
1366.08,1.522,-6.466
1366.1,1.39,-6.728
1366.12,1.253,-6.99
1366.14,1.111,-7.252
1366.16,0.963,-7.501
1366.18,0.811,-7.736
1366.2,0.653,-7.933
1366.22,0.492,-8.05
1366.24,0.33,-8.063
1366.26,0.168,-7.985
1366.28,0.009,-7.828
1366.3,-0.146,-7.566
1366.32,-0.295,-7.199
1366.34,-0.435,-6.728
1366.36,-0.565,-6.165
1366.38,-0.683,-5.511
1366.4,-0.787,-4.778
1366.42,-0.875,-4.006
1366.44,-0.947,-3.207
1366.46,-1.004,-2.382
1366.48,-1.043,-1.558
1366.5,-1.065,-0.759
1366.52,-1.073,0
1366.54,-1.065,0.707
1366.56,-1.043,1.361
1366.58,-1.01,1.963
1366.6,-0.964,2.526
1366.62,-0.908,3.024
1366.64,-0.842,3.443
1366.66,-0.77,3.796
1366.68,-0.69,4.084
1366.7,-0.605,4.294
1366.72,-0.517,4.424
1366.74,-0.427,4.49
1366.76,-0.336,4.503
1366.78,-0.247,4.464
1366.8,-0.157,4.372
1366.82,-0.071,4.241
1366.84,0.013,4.071
1366.86,0.093,3.862
1366.88,0.168,3.613
1366.9,0.237,3.351
1366.92,0.302,3.102
1366.94,0.361,2.854
1366.96,0.416,2.579
1366.98,0.465,2.291
1367,0.507,2.016
1367.02,0.545,1.767
1367.04,0.578,1.518
1367.06,0.606,1.27
1367.08,0.628,1.021
1367.1,0.647,0.785
1367.12,0.66,0.563
1367.14,0.669,0.353
1367.16,0.674,0.157
1367.18,0.675,-0.052
1367.2,0.672,-0.262
1367.22,0.664,-0.458
1367.24,0.653,-0.641
1367.26,0.639,-0.838
1367.28,0.62,-1.06
1367.3,0.597,-1.283
1367.32,0.569,-1.492
1367.34,0.537,-1.702
1367.36,0.501,-1.937
1367.38,0.46,-2.186
1367.4,0.413,-2.422
1367.42,0.363,-2.644
1367.44,0.308,-2.867
1367.46,0.248,-3.089
1367.48,0.184,-3.299
1367.5,0.116,-3.495
1367.52,0.044,-3.678
1367.54,-0.031,-3.835
1367.56,-0.11,-3.953
1367.58,-0.19,-4.032
1367.6,-0.272,-4.071
1367.62,-0.353,-4.058
1367.64,-0.435,-3.992
1367.66,-0.514,-3.862
1367.68,-0.591,-3.652
1367.7,-0.661,-3.377
1367.72,-0.726,-3.037
1367.74,-0.784,-2.631
1367.76,-0.833,-2.147
1367.78,-0.87,-1.61
1367.8,-0.897,-1.034
