Time (s) Auto,Angle (rad) Minus pi/4,Angular Velocity (rad/s) Minus pi/4
653.88,-1.073,0.013
653.9,-1.065,0.772
653.92,-1.043,1.532
653.94,-1.004,2.304
653.96,-0.95,3.063
653.98,-0.881,3.783
654,-0.798,4.464
654.02,-0.702,5.079
654.04,-0.594,5.629
654.06,-0.476,6.087
654.08,-0.349,6.44
654.1,-0.217,6.702
654.12,-0.08,6.872
654.14,0.06,6.951
654.16,0.199,6.925
654.18,0.338,6.807
654.2,0.473,6.624
654.22,0.603,6.388
654.24,0.729,6.113
654.26,0.848,5.799
654.28,0.961,5.445
654.3,1.067,5.066
654.32,1.164,4.673
654.34,1.253,4.267
654.36,1.335,3.848
654.38,1.407,3.43
654.4,1.472,3.011
654.42,1.528,2.592
654.44,1.576,2.173
654.46,1.615,1.741
654.48,1.646,1.296
654.5,1.667,0.838
654.52,1.679,0.367
654.54,1.682,-0.131
654.56,1.674,-0.668
654.58,1.656,-1.217
654.6,1.626,-1.793
654.62,1.585,-2.409
654.64,1.53,-3.076
654.66,1.462,-3.796
654.68,1.379,-4.555
654.7,1.28,-5.354
654.72,1.166,-6.178
654.74,1.034,-7.029
654.76,0.884,-7.88
654.78,0.718,-8.679
654.8,0.536,-9.412
654.82,0.341,-10.053
654.84,0.132,-10.564
654.86,-0.085,-10.904
654.88,-0.306,-11.035
654.9,-0.529,-10.943
654.92,-0.748,-10.603
654.94,-0.957,-10.027
654.96,-1.151,-9.228
654.98,-1.329,-8.234
655,-1.483,-7.055
655.02,-1.613,-5.733
655.04,-1.714,-4.32
655.06,-1.786,-2.827
655.08,-1.828,-1.27
655.1,-1.838,0.34
655.12,-1.814,1.95
655.14,-1.759,3.547
655.16,-1.673,5.118
655.18,-1.554,6.663
655.2,-1.406,8.129
655.22,-1.227,9.477
655.24,-1.024,10.668
655.26,-0.798,11.663
655.28,-0.554,12.435
655.3,-0.297,12.946
655.32,-0.033,13.221
655.34,0.234,13.299
655.36,0.501,13.208
655.38,0.765,12.959
655.4,1.021,12.593
655.42,1.269,12.174
655.44,1.508,11.755
655.46,1.739,11.362
655.48,1.962,11.022
655.5,2.179,10.747
655.52,2.391,10.551
655.54,2.6,10.433
655.56,2.807,10.393
655.58,3.014,10.42
655.6,3.223,10.498
655.62,3.434,10.603
655.64,3.647,10.721
655.66,3.863,10.825
655.68,4.081,10.878
655.7,4.299,10.825
655.72,4.516,10.616
655.74,4.727,10.223
655.76,4.928,9.647
655.78,5.115,8.888
655.8,5.286,7.933
655.82,5.435,6.781
655.84,5.559,5.459
655.86,5.655,4.006
655.88,5.721,2.448
655.9,5.754,0.851
655.92,5.754,-0.733
655.94,5.724,-2.278
655.96,5.663,-3.77
655.98,5.572,-5.157
656,5.454,-6.401
656.02,5.314,-7.487
656.04,5.152,-8.417
656.06,4.975,-9.163
656.08,4.783,-9.7
656.1,4.584,-10.053
656.12,4.379,-10.249
656.14,4.172,-10.328
656.16,3.965,-10.289
656.18,3.759,-10.158
656.2,3.558,-9.988
656.22,3.36,-9.817
656.24,3.165,-9.66
656.26,2.974,-9.516
656.28,2.785,-9.425
656.3,2.598,-9.399
656.32,2.41,-9.425
656.34,2.221,-9.503
656.36,2.031,-9.647
656.38,1.836,-9.857
656.4,1.637,-10.092
656.42,1.433,-10.328
656.44,1.224,-10.564
656.46,1.01,-10.786
656.48,0.792,-10.956
656.5,0.57,-11.035
656.52,0.349,-10.996
656.54,0.129,-10.799
656.56,-0.086,-10.433
656.58,-0.291,-9.883
656.6,-0.484,-9.176
656.62,-0.66,-8.312
656.64,-0.818,-7.278
656.66,-0.953,-6.126
656.68,-1.063,-4.896
656.7,-1.15,-3.639
656.72,-1.21,-2.356
656.74,-1.244,-1.073
656.76,-1.252,0.17
656.78,-1.236,1.348
656.8,-1.197,2.448
656.82,-1.137,3.443
656.84,-1.057,4.32
656.86,-0.963,5.066
656.88,-0.853,5.668
656.9,-0.734,6.113
656.92,-0.606,6.388
656.94,-0.476,6.493
656.96,-0.344,6.427
656.98,-0.217,6.218
657,-0.094,5.877
657.02,0.02,5.432
657.04,0.124,4.896
657.06,0.217,4.294
657.08,0.297,3.626
657.1,0.363,2.919
657.12,0.413,2.212
657.14,0.451,1.518
657.16,0.474,0.851
657.18,0.484,0.209
657.2,0.482,-0.367
657.22,0.468,-0.89
657.24,0.446,-1.361
657.26,0.413,-1.767
657.28,0.374,-2.107
657.3,0.328,-2.369
657.32,0.278,-2.566
657.34,0.225,-2.683
657.36,0.17,-2.71
657.38,0.115,-2.657
657.4,0.063,-2.539
657.42,0.013,-2.356
657.44,-0.033,-2.121
657.46,-0.072,-1.82
657.48,-0.107,-1.466
657.5,-0.132,-1.073
657.52,-0.149,-0.654
657.54,-0.159,-0.249
657.56,-0.159,0.157
657.58,-0.152,0.563
657.6,-0.137,0.956
657.62,-0.113,1.309
657.64,-0.083,1.61
657.66,-0.049,1.872
657.68,-0.008,2.094
657.7,0.036,2.265
657.72,0.083,2.369
657.74,0.132,2.409
657.76,0.181,2.369
657.78,0.228,2.265
657.8,0.272,2.094
657.82,0.313,1.872
657.84,0.347,1.584
657.86,0.377,1.23
657.88,0.397,0.825
657.9,0.41,0.38
657.92,0.413,-0.092
657.94,0.407,-0.602
657.96,0.39,-1.139
657.98,0.361,-1.689
658,0.322,-2.251
658.02,0.272,-2.801
658.04,0.209,-3.325
658.06,0.138,-3.822
658.08,0.057,-4.267
658.1,-0.035,-4.647
658.12,-0.13,-4.922
658.14,-0.232,-5.105
658.16,-0.336,-5.171
658.18,-0.441,-5.092
658.2,-0.542,-4.883
658.22,-0.638,-4.542
658.24,-0.726,-4.084
658.26,-0.803,-3.508
658.28,-0.867,-2.841
658.3,-0.917,-2.094
658.32,-0.952,-1.27
658.34,-0.969,-0.38
658.36,-0.968,0.537
658.38,-0.947,1.453
658.4,-0.909,2.356
658.42,-0.853,3.233
658.44,-0.779,4.084
658.46,-0.69,4.883
658.48,-0.583,5.603
658.5,-0.463,6.205
658.52,-0.333,6.702
658.54,-0.195,7.108
658.56,-0.047,7.396
658.58,0.104,7.566
658.6,0.256,7.618
658.62,0.41,7.566
658.64,0.561,7.409
658.66,0.707,7.16
658.68,0.848,6.846
658.7,0.982,6.48
658.72,1.107,6.074
658.74,1.225,5.655
658.76,1.334,5.21
658.78,1.434,4.739
658.8,1.524,4.254
658.82,1.604,3.757
658.84,1.674,3.259
658.86,1.734,2.749
658.88,1.784,2.212
658.9,1.824,1.649
658.92,1.85,1.073
658.94,1.866,0.484
658.96,1.871,-0.131
658.98,1.861,-0.785
659,1.839,-1.466
659.02,1.803,-2.173
659.04,1.753,-2.932
659.06,1.687,-3.744
659.08,1.604,-4.595
659.1,1.503,-5.485
659.12,1.385,-6.414
659.14,1.247,-7.37
659.16,1.09,-8.312
659.18,0.914,-9.228
659.2,0.721,-10.092
659.22,0.509,-10.839
659.24,0.284,-11.428
659.26,0.05,-11.82
659.28,-0.192,-11.99
659.3,-0.434,-11.899
659.32,-0.671,-11.532
659.34,-0.898,-10.891
659.36,-1.111,-9.988
659.38,-1.301,-8.862
659.4,-1.467,-7.566
659.42,-1.605,-6.139
659.44,-1.714,-4.595
659.46,-1.791,-2.958
659.48,-1.833,-1.257
659.5,-1.841,0.471
659.52,-1.814,2.199
659.54,-1.753,3.914
659.56,-1.657,5.603
659.58,-1.528,7.226
659.6,-1.367,8.757
659.62,-1.177,10.145
659.64,-0.958,11.349
659.66,-0.719,12.331
659.68,-0.462,13.051
659.7,-0.193,13.522
659.72,0.082,13.744
659.74,0.36,13.744
659.76,0.635,13.561
659.78,0.903,13.247
659.8,1.166,12.867
659.82,1.418,12.449
659.84,1.663,12.017
659.86,1.899,11.624
659.88,2.127,11.284
659.9,2.35,11.022
659.92,2.567,10.825
659.94,2.782,10.708
659.96,2.994,10.655
659.98,3.208,10.642
660,3.42,10.655
660.02,3.633,10.681
660.04,3.847,10.695
660.06,4.062,10.629
660.08,4.274,10.472
660.1,4.481,10.184
660.12,4.684,9.752
660.14,4.874,9.137
660.16,5.052,8.338
660.18,5.21,7.37
660.2,5.349,6.231
660.22,5.462,4.948
660.24,5.548,3.547
660.26,5.605,2.081
660.28,5.631,0.589
660.3,5.628,-0.877
660.32,5.595,-2.291
660.34,5.535,-3.613
660.36,5.449,-4.804
660.38,5.341,-5.864
660.4,5.213,-6.781
660.42,5.067,-7.54
660.44,4.909,-8.116
660.46,4.741,-8.522
660.48,4.566,-8.783
660.5,4.387,-8.888
660.52,4.208,-8.849
660.54,4.032,-8.718
660.56,3.859,-8.522
660.58,3.69,-8.26
660.6,3.528,-7.959
660.62,3.373,-7.658
660.64,3.222,-7.37
660.66,3.077,-7.095
660.68,2.939,-6.859
660.7,2.804,-6.663
660.72,2.672,-6.506
660.74,2.545,-6.401
660.76,2.417,-6.349
660.78,2.29,-6.349
660.8,2.165,-6.388
660.82,2.036,-6.493
660.84,1.905,-6.65
660.86,1.77,-6.846
660.88,1.632,-7.082
660.9,1.488,-7.343
660.92,1.338,-7.631
660.94,1.183,-7.946
660.96,1.021,-8.273
660.98,0.851,-8.574
661,0.677,-8.836
661.02,0.498,-9.045
661.04,0.314,-9.176
661.06,0.129,-9.202
661.08,-0.055,-9.111
661.1,-0.237,-8.888
661.12,-0.413,-8.522
661.14,-0.58,-8.011
661.16,-0.735,-7.396
661.18,-0.877,-6.689
661.2,-1.004,-5.89
661.22,-1.114,-5.013
661.24,-1.205,-4.084
661.26,-1.277,-3.129
661.28,-1.33,-2.16
661.3,-1.363,-1.178
661.32,-1.378,-0.209
661.34,-1.371,0.72
661.36,-1.348,1.623
661.38,-1.307,2.487
661.4,-1.247,3.325
661.42,-1.173,4.11
661.44,-1.082,4.83
661.46,-0.979,5.472
661.48,-0.862,6.021
661.5,-0.737,6.493
661.52,-0.602,6.859
661.54,-0.46,7.121
661.56,-0.316,7.265
661.58,-0.168,7.291
661.6,-0.022,7.199
661.62,0.121,7.016
661.64,0.259,6.781
661.66,0.393,6.493
661.68,0.52,6.152
661.7,0.639,5.76
661.72,0.751,5.341
661.74,0.853,4.922
661.76,0.947,4.503
661.78,1.034,4.071
661.8,1.111,3.626
661.82,1.178,3.194
661.84,1.238,2.788
661.86,1.29,2.382
661.88,1.334,1.977
661.9,1.368,1.584
661.92,1.396,1.204
661.94,1.417,0.825
661.96,1.429,0.432
661.98,1.434,0.052
662,1.431,-0.327
662.02,1.422,-0.707
662.04,1.403,-1.1
662.06,1.378,-1.518
662.08,1.343,-1.963
662.1,1.299,-2.448
662.12,1.246,-2.958
662.14,1.181,-3.482
662.16,1.106,-4.019
662.18,1.021,-4.581
662.2,0.924,-5.171
662.22,0.814,-5.76
662.24,0.693,-6.322
662.26,0.561,-6.872
662.28,0.418,-7.383
662.3,0.264,-7.828
662.32,0.104,-8.168
662.34,-0.064,-8.391
662.36,-0.234,-8.495
662.38,-0.405,-8.469
662.4,-0.575,-8.312
662.42,-0.74,-7.985
662.44,-0.897,-7.501
662.46,-1.041,-6.859
662.48,-1.173,-6.074
662.5,-1.286,-5.171
662.52,-1.381,-4.163
662.54,-1.455,-3.076
662.56,-1.505,-1.911
662.58,-1.532,-0.694
662.6,-1.533,0.563
662.62,-1.51,1.833
662.64,-1.459,3.076
662.66,-1.385,4.294
662.68,-1.288,5.472
662.7,-1.166,6.597
662.72,-1.023,7.618
662.74,-0.859,8.495
662.76,-0.68,9.228
662.78,-0.489,9.791
662.8,-0.286,10.184
662.82,-0.079,10.393
662.84,0.132,10.433
662.86,0.341,10.354
662.88,0.547,10.171
662.9,0.749,9.896
662.92,0.944,9.543
662.94,1.131,9.137
662.96,1.31,8.718
662.98,1.48,8.299
663,1.641,7.906
663.02,1.795,7.553
663.04,1.943,7.226
663.06,2.084,6.938
663.08,2.22,6.702
663.1,2.351,6.519
663.12,2.48,6.388
663.14,2.606,6.296
663.16,2.732,6.244
663.18,2.856,6.231
663.2,2.98,6.244
663.22,3.105,6.283
663.24,3.231,6.322
663.26,3.358,6.362
663.28,3.486,6.388
663.3,3.614,6.388
663.32,3.742,6.349
663.34,3.869,6.27
663.36,3.993,6.139
663.38,4.115,5.943
663.4,4.232,5.694
663.42,4.343,5.367
663.44,4.448,4.961
663.46,4.543,4.464
663.48,4.628,3.901
663.5,4.7,3.286
663.52,4.76,2.605
663.54,4.805,1.885
663.56,4.835,1.152
663.58,4.851,0.432
663.6,4.852,-0.249
663.62,4.84,-0.89
663.64,4.816,-1.479
663.66,4.78,-2.003
663.68,4.734,-2.461
663.7,4.681,-2.841
663.72,4.62,-3.142
663.74,4.554,-3.351
663.76,4.485,-3.469
663.78,4.414,-3.521
663.8,4.343,-3.495
663.82,4.273,-3.403
663.84,4.207,-3.246
663.86,4.142,-3.037
663.88,4.084,-2.788
663.9,4.031,-2.487
663.92,3.984,-2.147
663.94,3.944,-1.767
663.96,3.913,-1.374
663.98,3.889,-0.969
664,3.874,-0.55
664.02,3.867,-0.118
664.04,3.869,0.314
664.06,3.88,0.733
664.08,3.899,1.126
664.1,3.925,1.505
664.12,3.958,1.885
664.14,4.001,2.251
664.16,4.05,2.592
664.18,4.104,2.88
664.2,4.166,3.142
664.22,4.23,3.364
664.24,4.301,3.534
664.26,4.373,3.639
664.28,4.447,3.678
664.3,4.521,3.652
664.32,4.595,3.534
664.34,4.664,3.312
664.36,4.728,3.011
664.38,4.785,2.644
664.4,4.835,2.212
664.42,4.874,1.702
664.44,4.904,1.126
664.46,4.92,0.511
664.48,4.924,-0.144
664.5,4.915,-0.812
664.52,4.891,-1.479
664.54,4.855,-2.121
664.56,4.807,-2.749
664.58,4.745,-3.364
664.6,4.672,-3.94
664.62,4.587,-4.464
664.64,4.492,-4.922
664.66,4.389,-5.301
664.68,4.279,-5.616
664.7,4.164,-5.864
664.72,4.043,-6.034
664.74,3.921,-6.126
664.76,3.798,-6.165
664.78,3.674,-6.178
664.8,3.55,-6.152
664.82,3.427,-6.087
664.84,3.307,-6.008
664.86,3.187,-5.943
664.88,3.069,-5.877
664.9,2.952,-5.812
664.92,2.837,-5.76
664.94,2.722,-5.733
664.96,2.608,-5.747
664.98,2.493,-5.773
665,2.377,-5.812
665.02,2.26,-5.864
665.04,2.143,-5.956
665.06,2.023,-6.087
665.08,1.899,-6.257
665.1,1.773,-6.453
665.12,1.641,-6.663
665.14,1.506,-6.898
665.16,1.367,-7.16
665.18,1.221,-7.435
665.2,1.068,-7.697
665.22,0.913,-7.933
665.24,0.751,-8.129
665.26,0.586,-8.273
665.28,0.419,-8.338
665.3,0.251,-8.312
665.32,0.085,-8.181
665.34,-0.077,-7.946
665.36,-0.234,-7.605
665.38,-0.383,-7.147
665.4,-0.522,-6.571
665.42,-0.647,-5.917
665.44,-0.759,-5.184
665.46,-0.856,-4.385
665.48,-0.935,-3.534
665.5,-0.997,-2.67
665.52,-1.041,-1.806
665.54,-1.07,-0.956
665.56,-1.079,-0.144
665.58,-1.074,0.628
665.6,-1.054,1.335
665.62,-1.019,1.99
665.64,-0.974,2.579
665.66,-0.916,3.102
665.68,-0.848,3.534
665.7,-0.773,3.875
665.72,-0.693,4.15
665.74,-0.606,4.346
665.76,-0.517,4.464
665.78,-0.427,4.49
665.8,-0.336,4.451
665.82,-0.248,4.359
665.84,-0.162,4.215
665.86,-0.079,4.032
665.88,-8.33E-17,3.822
665.9,0.074,3.587
665.92,0.145,3.325
665.94,0.207,3.05
665.96,0.265,2.775
665.98,0.319,2.5
666,0.366,2.212
666.02,0.407,1.937
666.04,0.443,1.676
666.06,0.474,1.427
666.08,0.5,1.191
666.1,0.522,0.969
666.12,0.539,0.759
666.14,0.551,0.563
666.16,0.561,0.38
666.18,0.567,0.209
666.2,0.569,0.052
666.22,0.569,-0.092
666.24,0.565,-0.236
666.26,0.559,-0.38
666.28,0.55,-0.511
666.3,0.539,-0.641
666.32,0.525,-0.772
666.34,0.507,-0.903
666.36,0.489,-1.034
666.38,0.467,-1.178
666.4,0.441,-1.335
666.42,0.413,-1.492
666.44,0.382,-1.649
666.46,0.347,-1.806
666.48,0.309,-1.977
666.5,0.269,-2.16
666.52,0.223,-2.356
666.54,0.174,-2.539
666.56,0.121,-2.71
666.58,0.066,-2.88
666.6,0.006,-3.05
666.62,-0.057,-3.207
666.64,-0.123,-3.325
666.66,-0.19,-3.416
666.68,-0.259,-3.469
666.7,-0.33,-3.482
666.72,-0.399,-3.456
666.74,-0.468,-3.377
666.76,-0.536,-3.246
666.78,-0.598,-3.037
666.8,-0.658,-2.762
666.82,-0.71,-2.435
666.84,-0.756,-2.042
666.86,-0.793,-1.597
666.88,-0.82,-1.086
666.9,-0.837,-0.537
666.92,-0.842,0.026
666.94,-0.836,0.602
666.96,-0.818,1.178
666.98,-0.789,1.767
667,-0.748,2.369
667.02,-0.694,2.958
667.04,-0.628,3.508
667.06,-0.553,4.006
667.08,-0.468,4.464
667.1,-0.374,4.883
667.12,-0.272,5.223
667.14,-0.163,5.485
667.16,-0.052,5.681
667.18,0.064,5.812
667.2,0.182,5.864
667.22,0.3,5.825
667.24,0.416,5.733
667.26,0.529,5.589
667.28,0.641,5.38
667.3,0.746,5.092
667.32,0.845,4.765
667.34,0.936,4.438
667.36,1.023,4.084
667.38,1.101,3.704
667.4,1.17,3.299
667.42,1.233,2.88
667.44,1.286,2.435
667.46,1.33,1.977
667.48,1.365,1.518
667.5,1.392,1.034
667.52,1.407,0.511
667.54,1.412,-0.026
667.56,1.406,-0.576
667.58,1.39,-1.152
667.6,1.36,-1.754
667.62,1.319,-2.382
667.64,1.266,-3.037
667.66,1.199,-3.744
667.68,1.117,-4.477
667.7,1.019,-5.223
667.72,0.908,-5.969
667.74,0.781,-6.702
667.76,0.639,-7.422
667.78,0.484,-8.103
667.8,0.314,-8.718
667.82,0.134,-9.215
667.84,-0.057,-9.556
667.86,-0.251,-9.726
667.88,-0.448,-9.7
667.9,-0.642,-9.477
667.92,-0.829,-9.045
667.94,-1.007,-8.404
667.96,-1.169,-7.579
667.98,-1.312,-6.584
668,-1.434,-5.472
668.02,-1.532,-4.254
668.04,-1.605,-2.932
668.06,-1.651,-1.545
668.08,-1.667,-0.118
668.1,-1.656,1.322
668.12,-1.615,2.775
668.14,-1.544,4.215
668.16,-1.445,5.603
668.18,-1.319,6.925
668.2,-1.167,8.168
668.22,-0.991,9.281
668.24,-0.793,10.21
668.26,-0.58,10.943
668.28,-0.353,11.48
668.3,-0.118,11.82
668.32,0.123,11.951
668.34,0.363,11.912
668.36,0.6,11.729
668.38,0.834,11.441
668.4,1.059,11.087
668.42,1.277,10.695
668.44,1.488,10.302
668.46,1.689,9.909
668.48,1.883,9.569
668.5,2.07,9.294
668.52,2.254,9.071
668.54,2.433,8.914
668.56,2.609,8.81
668.58,2.785,8.77
668.6,2.959,8.783
668.62,3.135,8.849
668.64,3.313,8.954
668.66,3.493,9.045
668.68,3.676,9.124
668.7,3.858,9.176
668.72,4.043,9.189
668.74,4.227,9.111
668.76,4.409,8.914
668.78,4.585,8.6
668.8,4.755,8.129
668.82,4.913,7.501
668.84,5.056,6.702
668.86,5.184,5.76
668.88,5.289,4.686
668.9,5.372,3.495
668.92,5.43,2.225
668.94,5.462,0.916
668.96,5.466,-0.38
668.98,5.446,-1.636
669,5.4,-2.827
669.02,5.331,-3.94
669.04,5.242,-4.948
669.06,5.132,-5.838
669.08,5.006,-6.597
669.1,4.866,-7.199
669.12,4.716,-7.645
669.14,4.558,-7.946
669.16,4.397,-8.116
669.18,4.232,-8.168
669.2,4.068,-8.103
669.22,3.907,-7.959
669.24,3.749,-7.762
669.26,3.596,-7.527
669.28,3.448,-7.265
669.3,3.305,-6.99
669.32,3.168,-6.728
669.34,3.036,-6.493
669.36,2.909,-6.296
669.38,2.785,-6.126
669.4,2.664,-5.982
669.42,2.546,-5.877
669.44,2.43,-5.825
669.46,2.314,-5.825
669.48,2.198,-5.864
669.5,2.08,-5.943
669.52,1.96,-6.074
669.54,1.838,-6.257
669.56,1.711,-6.48
669.58,1.579,-6.728
669.6,1.442,-7.003
669.62,1.299,-7.304
669.64,1.15,-7.618
669.66,0.994,-7.933
669.68,0.833,-8.234
669.7,0.664,-8.508
669.72,0.492,-8.731
669.74,0.314,-8.875
669.76,0.135,-8.914
669.78,-0.044,-8.836
669.8,-0.22,-8.639
669.82,-0.391,-8.325
669.84,-0.554,-7.88
669.86,-0.708,-7.304
669.88,-0.848,-6.624
669.9,-0.974,-5.864
669.92,-1.084,-5.04
669.94,-1.177,-4.15
669.96,-1.25,-3.22
669.98,-1.305,-2.278
670,-1.341,-1.335
670.02,-1.359,-0.393
670.04,-1.357,0.537
670.06,-1.337,1.44
670.08,-1.299,2.317
670.1,-1.244,3.155
670.12,-1.172,3.94
670.14,-1.085,4.673
670.16,-0.985,5.341
670.18,-0.87,5.93
670.2,-0.746,6.414
670.22,-0.613,6.794
670.24,-0.473,7.069
670.26,-0.328,7.226
670.28,-0.182,7.265
670.3,-0.036,7.199
670.32,0.107,7.055
670.34,0.247,6.833
670.36,0.382,6.545
670.38,0.509,6.205
670.4,0.63,5.838
670.42,0.743,5.445
670.44,0.848,5.013
670.46,0.944,4.581
670.48,1.03,4.163
670.5,1.111,3.744
670.52,1.181,3.312
670.54,1.243,2.88
670.56,1.296,2.474
670.58,1.341,2.081
670.6,1.379,1.702
670.62,1.409,1.322
670.64,1.433,0.942
670.66,1.447,0.563
670.68,1.455,0.183
670.7,1.455,-0.196
670.72,1.447,-0.589
670.74,1.431,-0.995
670.76,1.407,-1.414
670.78,1.374,-1.859
670.8,1.334,-2.33
670.82,1.282,-2.841
670.84,1.221,-3.39
670.86,1.147,-3.953
670.88,1.062,-4.529
670.9,0.966,-5.118
670.92,0.858,-5.733
670.94,0.737,-6.349
670.96,0.603,-6.938
670.98,0.459,-7.474
671,0.303,-7.946
671.02,0.14,-8.338
671.04,-0.031,-8.626
671.06,-0.207,-8.783
671.08,-0.385,-8.783
671.1,-0.561,-8.626
671.12,-0.732,-8.299
671.14,-0.895,-7.815
671.16,-1.046,-7.173
671.18,-1.184,-6.388
671.2,-1.304,-5.472
671.22,-1.404,-4.438
671.24,-1.483,-3.312
671.26,-1.538,-2.121
671.28,-1.568,-0.877
671.3,-1.574,0.393
671.32,-1.552,1.689
671.34,-1.506,2.985
671.36,-1.433,4.241
671.38,-1.335,5.459
671.4,-1.214,6.61
671.42,-1.07,7.684
671.44,-0.905,8.613
671.46,-0.723,9.386
671.48,-0.528,9.988
671.5,-0.32,10.407
671.52,-0.108,10.642
671.54,0.107,10.721
671.56,0.322,10.668
671.58,0.536,10.485
671.6,0.743,10.197
671.62,0.944,9.844
671.64,1.137,9.451
671.66,1.323,9.032
671.68,1.499,8.613
671.7,1.667,8.207
671.72,1.827,7.841
671.74,1.979,7.527
671.76,2.127,7.278
671.78,2.27,7.095
671.8,2.41,6.951
671.82,2.548,6.846
671.84,2.683,6.794
671.86,2.818,6.794
671.88,2.955,6.82
671.9,3.091,6.859
671.92,3.228,6.912
671.94,3.368,6.977
671.96,3.508,7.042
671.98,3.649,7.082
672,3.792,7.082
672.02,3.933,7.029
672.04,4.073,6.925
672.06,4.211,6.754
672.08,4.345,6.493
672.1,4.472,6.126
672.12,4.591,5.668
672.14,4.7,5.105
672.16,4.797,4.451
672.18,4.879,3.704
672.2,4.946,2.88
672.22,4.995,2.003
672.24,5.027,1.1
672.26,5.039,0.209
672.28,5.034,-0.654
672.3,5.012,-1.466
672.32,4.975,-2.212
672.34,4.923,-2.88
672.36,4.858,-3.456
672.38,4.783,-3.94
672.4,4.7,-4.32
672.42,4.609,-4.608
672.44,4.514,-4.791
672.46,4.416,-4.883
672.48,4.318,-4.896
672.5,4.219,-4.817
672.52,4.123,-4.673
672.54,4.032,-4.451
672.56,3.944,-4.189
672.58,3.864,-3.875
672.6,3.789,-3.521
672.62,3.723,-3.142
672.64,3.663,-2.736
672.66,3.613,-2.317
672.68,3.57,-1.885
672.7,3.537,-1.453
672.72,3.512,-1.021
672.74,3.497,-0.589
672.76,3.489,-0.17
672.78,3.49,0.236
672.8,3.498,0.628
672.82,3.515,1.008
672.84,3.539,1.388
672.86,3.57,1.754
672.88,3.61,2.107
672.9,3.655,2.435
672.92,3.707,2.749
672.94,3.765,3.037
672.96,3.83,3.299
672.98,3.897,3.534
673,3.971,3.718
673.02,4.048,3.848
673.04,4.125,3.914
673.06,4.205,3.927
673.08,4.284,3.875
673.1,4.361,3.744
673.12,4.434,3.547
673.14,4.503,3.259
673.16,4.566,2.893
673.18,4.62,2.461
673.2,4.665,1.977
673.22,4.7,1.44
673.24,4.723,0.851
673.26,4.734,0.236
673.28,4.733,-0.38
673.3,4.719,-0.982
673.32,4.694,-1.571
673.34,4.656,-2.134
673.36,4.607,-2.644
673.38,4.549,-3.089
673.4,4.483,-3.482
673.42,4.409,-3.822
673.44,4.329,-4.084
673.46,4.244,-4.254
673.48,4.158,-4.359
673.5,4.07,-4.411
673.52,3.98,-4.398
673.54,3.892,-4.32
673.56,3.808,-4.189
673.58,3.724,-4.032
673.6,3.646,-3.835
673.62,3.57,-3.6
673.64,3.501,-3.338
673.66,3.437,-3.05
673.68,3.379,-2.736
673.7,3.327,-2.395
673.72,3.283,-2.055
673.74,3.245,-1.702
673.76,3.214,-1.348
673.78,3.192,-0.995
673.8,3.175,-0.641
673.82,3.165,-0.301
673.84,3.164,0.039
673.86,3.167,0.353
673.88,3.178,0.668
673.9,3.193,0.982
673.92,3.217,1.283
673.94,3.245,1.584
673.96,3.28,1.872
673.98,3.321,2.147
674,3.366,2.409
674.02,3.416,2.657
674.04,3.473,2.893
674.06,3.533,3.115
674.08,3.597,3.325
674.1,3.666,3.521
674.12,3.738,3.665
674.14,3.814,3.757
674.16,3.889,3.809
674.18,3.966,3.822
674.2,4.043,3.783
674.22,4.119,3.678
674.24,4.191,3.508
674.26,4.26,3.272
674.28,4.323,2.985
674.3,4.379,2.644
674.32,4.43,2.251
674.34,4.47,1.793
674.36,4.502,1.309
674.38,4.522,0.825
674.4,4.535,0.327
674.42,4.536,-0.17
674.44,4.527,-0.654
674.46,4.51,-1.086
674.48,4.483,-1.479
674.5,4.45,-1.833
674.52,4.409,-2.134
674.54,4.364,-2.382
674.56,4.313,-2.566
674.58,4.26,-2.683
674.6,4.205,-2.736
674.62,4.15,-2.736
674.64,4.095,-2.683
674.66,4.042,-2.579
674.68,3.991,-2.422
674.7,3.944,-2.225
674.72,3.902,-1.977
674.74,3.864,-1.689
674.76,3.834,-1.374
674.78,3.809,-1.047
674.8,3.792,-0.694
674.82,3.781,-0.314
674.84,3.779,0.079
674.86,3.784,0.497
674.88,3.798,0.916
674.9,3.822,1.335
674.92,3.852,1.728
674.94,3.891,2.121
674.96,3.936,2.526
674.98,3.991,2.906
675,4.054,3.259
675.02,4.122,3.574
675.04,4.197,3.862
675.06,4.277,4.11
675.08,4.362,4.294
675.1,4.45,4.398
675.12,4.54,4.424
675.14,4.628,4.359
675.16,4.716,4.202
675.18,4.797,3.953
675.2,4.874,3.6
675.22,4.943,3.155
675.24,5.001,2.618
675.26,5.049,2.016
675.28,5.083,1.348
675.3,5.104,0.602
675.32,5.108,-0.183
675.34,5.096,-0.969
675.36,5.069,-1.728
675.38,5.027,-2.474
675.4,4.97,-3.22
675.42,4.898,-3.94
675.44,4.811,-4.608
675.46,4.712,-5.197
675.48,4.602,-5.72
675.5,4.483,-6.165
675.52,4.354,-6.545
675.54,4.221,-6.846
675.56,4.079,-7.082
675.58,3.936,-7.252
675.6,3.789,-7.343
675.62,3.641,-7.396
675.64,3.493,-7.409
675.66,3.344,-7.409
675.68,3.197,-7.409
675.7,3.049,-7.422
675.72,2.9,-7.461
675.74,2.75,-7.514
675.76,2.6,-7.605
675.78,2.447,-7.749
